name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Filip Marschall,Aston Villa,West Ham,2024-08-17,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa,True,Arsenal,0.99,-0.32
Filip Marschall,Aston Villa,Arsenal,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa,False,Leicester City,-2.22,-0.22
Filip Marschall,Aston Villa,Leicester City,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa,True,Everton,-2.45,0.61
Filip Marschall,Aston Villa,Everton,2024-09-14,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa,True,Wolverhampton,0.03,-0.08
Filip Marschall,Aston Villa,Wolverhampton,2024-09-21,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa,False,Ipswich Town,,
Filip Marschall,Aston Villa,Ipswich Town,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa,True,Manchester United,-0.48,0.39
Filip Marschall,Aston Villa,Manchester United,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa,False,Fulham,1.52,0.53
Filip Marschall,Aston Villa,Fulham,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa,True,Bournemouth,-2.54,0.84
Filip Marschall,Aston Villa,Bournemouth,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Aston Villa,False,Tottenham,-1.04,-0.3
,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,Aston Villa,False,Liverpool,0.36,-1.08
,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,Aston Villa,True,Crystal Palace,-0.78,0.88
