name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded
Joel Ward,Crystal Palace,Chelsea,2021-08-14,False,DR,90,0,0.0,0,0.0,1,0,0,2.5,0,0,3
Joel Ward,Crystal Palace,Manchester City,2021-10-30,False,DR,90,0,0.0,0,0.0,8,0,0,2.9,2,1,0
Joel Ward,Crystal Palace,Wolverhampton,2021-11-06,True,DR,90,0,0.0,0,0.0,6,0,0,1.6,0,1,0
Joel Ward,Crystal Palace,Burnley,2021-11-20,False,DR,90,0,0.0246914662420749,0,0.0340707935392856,1,1,1,2.5,0,0,3
Joel Ward,Crystal Palace,Aston Villa,2021-11-27,True,DR,90,0,0.0,0,0.0757513791322708,0,0,1,4.5,0,0,2
Joel Ward,Crystal Palace,Leicester City,2021-11-30,False,DR,90,0,0.0,0,0.0314725786447525,1,0,1,2.1,0,0,1
Joel Ward,Crystal Palace,Everton,2021-12-12,True,DR,90,0,0.0,0,0.0,2,0,0,2.0,0,0,1
Joel Ward,Crystal Palace,Southampton,2021-12-15,True,DR,90,0,0.0731521472334861,0,0.0,1,1,0,2.2,0,0,2
Joel Ward,Crystal Palace,Tottenham,2021-12-26,False,DR,90,0,0.0,0,0.0,1,0,0,2.3,0,0,3
Joel Ward,Crystal Palace,Brentford,2021-08-21,True,DR,90,0,0.0149489063769578,0,0.1108468249440193,5,1,1,2.9,0,1,0
Joel Ward,Crystal Palace,Norwich,2021-12-28,True,DR,90,0,0.0140997879207134,0,0.0,6,1,0,1.9,0,1,0
Joel Ward,Crystal Palace,West Ham,2022-01-01,True,DR,90,0,0.0,0,0.0534974336624145,1,0,1,2.8,0,0,3
Joel Ward,Crystal Palace,Brighton,2022-01-14,False,DR,90,0,0.0,0,0.0,2,0,0,2.1,0,0,1
Joel Ward,Crystal Palace,Liverpool,2022-01-23,True,DR,90,0,0.0,0,0.0,0,0,0,0.8,0,0,3
Joel Ward,Crystal Palace,Norwich,2022-02-09,False,DR,90,0,0.0,0,0.0,2,0,0,2.2,0,0,1
Joel Ward,Crystal Palace,Brentford,2022-02-12,False,DR,90,0,0.0,0,0.0194838270545005,6,0,1,3.1,0,1,0
Joel Ward,Crystal Palace,West Ham,2021-08-28,False,DR,90,0,0.0,0,0.0,1,0,0,1.4,0,0,2
Joel Ward,Crystal Palace,Leeds United,2022-04-10,False,Sub,56,0,0.0,0,0.0,0,0,0,1.9,0,0,2
Joel Ward,Crystal Palace,Leicester City,2022-04-25,True,DL,90,0,0.0236103795468807,0,0.0,5,1,0,1.3,0,1,0
Joel Ward,Crystal Palace,Southampton,2022-04-30,False,DL,90,0,0.0,0,0.0,1,0,0,1.9,0,0,1
Joel Ward,Crystal Palace,Watford,2022-05-07,True,DL,90,0,0.0,0,0.0,6,0,0,1.6,0,1,0
Joel Ward,Crystal Palace,Manchester United,2022-05-22,True,DC,90,0,0.0199369583278894,0,0.0,6,1,0,0.0,0,1,0
Joel Ward,Crystal Palace,Tottenham,2021-09-11,True,DR,90,0,0.0212058220058679,0,0.0,6,1,0,2.4,0,1,0
Joel Ward,Crystal Palace,Liverpool,2021-09-18,False,DR,90,0,0.0822307169437408,0,0.0,0,2,0,4.0,0,0,3
Joel Ward,Crystal Palace,Brighton,2021-09-27,True,DR,90,0,0.0,0,0.0,2,0,0,1.8,0,0,1
Joel Ward,Crystal Palace,Leeds United,2021-10-03,True,DR,90,0,0.0666743665933609,0,0.0,1,1,0,4.9,0,0,2
Joel Ward,Crystal Palace,Arsenal,2021-10-18,False,DR,90,0,0.0,0,0.0,1,0,0,1.0,0,0,2
Joel Ward,Crystal Palace,Newcastle United,2021-10-23,True,DR,90,0,0.0,0,0.0,1,0,0,2.6,0,0,1
