name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded
Sergio Reguilón,Spurs,Manchester City,2021-08-15,True,DL,90,0,0.0,0,0.0370244085788726,7,0,2,3.8,1,1,0
Sergio Reguilón,Spurs,Everton,2021-11-07,False,DML,70,0,0.3774904012680053,0,0.1075455769896507,5,2,1,4.7,0,1,0
Sergio Reguilón,Spurs,Leicester City,2021-11-21,True,DML,78,1,0.7375652194023132,0,0.115415558218956,9,2,1,12.3,1,0,1
Sergio Reguilón,Spurs,Brentford,2021-12-02,True,DML,90,0,0.0702765733003616,1,0.8429515957832336,12,1,2,6.3,3,1,0
Sergio Reguilón,Spurs,Norwich,2021-12-05,True,DML,21,0,0.0,0,0.0,0,0,0,0.2,0,0,0
Sergio Reguilón,Spurs,Liverpool,2021-12-19,True,Sub,4,0,0.0,0,0.0,1,0,0,0.0,0,0,0
Sergio Reguilón,Spurs,Crystal Palace,2021-12-26,True,DML,90,0,0.0456045717000961,0,0.5533417463302612,7,1,3,11.6,1,1,0
Sergio Reguilón,Spurs,Wolverhampton,2021-08-22,False,DL,90,0,0.0,0,0.0,6,0,0,2.4,0,1,0
Sergio Reguilón,Spurs,Southampton,2021-12-28,False,DML,45,0,0.0,0,0.0,0,0,0,0.4,0,0,1
Sergio Reguilón,Spurs,Watford,2022-01-01,False,DML,82,0,0.1334401369094848,0,0.0224957447499036,6,2,1,6.1,0,1,0
Sergio Reguilón,Spurs,Leeds United,2022-01-19,False,DL,78,0,0.1058483347296714,0,0.2399615496397018,1,2,3,9.9,0,0,2
Sergio Reguilón,Spurs,Southampton,2022-02-09,True,DML,82,0,0.4604113101959228,0,0.7104811072349548,1,2,2,10.6,0,0,3
Sergio Reguilón,Spurs,Everton,2022-03-07,True,Sub,45,1,0.5016797780990601,0,0.0919043719768524,7,1,2,8.7,0,0,0
Sergio Reguilón,Spurs,Manchester United,2022-03-12,False,DML,90,0,0.0,0,0.0706221163272857,4,0,1,3.6,0,0,3
Sergio Reguilón,Spurs,Brighton,2022-03-16,False,DML,90,0,0.2798238396644592,0,0.0671973749995231,5,2,1,7.0,0,1,0
Sergio Reguilón,Spurs,Watford,2021-08-29,True,DL,90,0,0.0152699947357177,0,0.0446582660079002,9,1,1,4.1,3,1,0
Sergio Reguilón,Spurs,West Ham,2022-03-20,True,DML,87,0,0.1768531650304794,0,0.0450249835848808,2,3,2,5.6,0,0,1
Sergio Reguilón,Spurs,Aston Villa,2022-04-09,False,Sub,69,0,0.0510408990085125,0,0.0,6,1,0,3.3,0,1,0
Sergio Reguilón,Spurs,Brighton,2022-04-16,True,DML,90,0,0.0,0,0.0,2,0,0,0.8,0,0,1
Sergio Reguilón,Spurs,Crystal Palace,2021-09-11,False,DL,90,0,0.0,0,0.0284286718815565,1,0,1,4.3,0,0,3
Sergio Reguilón,Spurs,Chelsea,2021-09-19,True,DL,90,0,0.0,0,0.0,1,0,0,2.9,0,0,3
Sergio Reguilón,Spurs,Arsenal,2021-09-26,False,DL,90,0,0.0,1,0.3423711657524109,4,0,2,6.9,0,0,3
Sergio Reguilón,Spurs,Aston Villa,2021-10-03,True,DL,90,0,0.0,0,0.0,2,0,0,4.0,0,0,1
Sergio Reguilón,Spurs,Newcastle United,2021-10-17,False,DL,90,0,0.0,1,0.0675811842083931,4,0,1,4.2,0,0,2
Sergio Reguilón,Spurs,West Ham,2021-10-24,False,DL,83,0,0.0163789503276348,0,0.1438858956098556,2,1,2,5.6,0,0,1
