name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded
Aymeric Laporte,Man City,Crystal Palace,2021-10-30,True,DC,46,0,0.0,0,0.0420344918966293,-3,0,1,0.9,0,0,2
Aymeric Laporte,Man City,Everton,2021-11-21,True,DC,75,0,0.0,0,0.0,5,0,0,2.0,0,1,0
Aymeric Laporte,Man City,West Ham,2021-11-28,True,DC,90,0,0.1008166000247001,0,0.0,1,1,0,1.8,0,0,1
Aymeric Laporte,Man City,Watford,2021-12-04,False,DC,90,0,0.3552668988704681,0,0.1009518131613731,2,4,1,8.8,0,0,1
Aymeric Laporte,Man City,Wolverhampton,2021-12-11,True,DC,90,0,0.1413172930479049,0,0.0,7,2,0,3.5,1,1,0
Aymeric Laporte,Man City,Leicester City,2021-12-14,True,DC,90,0,0.3650532066822052,0,0.0857441574335098,6,2,1,5.5,0,1,0
Aymeric Laporte,Man City,Newcastle United,2021-12-19,False,DC,90,0,0.1246524229645729,0,0.0,6,1,0,2.5,0,1,0
Aymeric Laporte,Man City,Leeds United,2021-12-26,True,DC,90,1,0.0185536481440067,0,0.0,10,1,0,7.1,0,0,3
Aymeric Laporte,Man City,Norwich,2021-08-21,True,DC,90,1,0.1630521565675735,0,0.0,14,2,0,8.1,2,1,0
Aymeric Laporte,Man City,Brentford,2021-12-29,False,DC,90,0,0.0,0,0.0,6,0,0,1.3,0,1,0
Aymeric Laporte,Man City,Arsenal,2022-01-01,False,DC,90,0,0.1101680994033813,0,0.0,6,2,0,2.9,1,0,1
Aymeric Laporte,Man City,Chelsea,2022-01-15,True,DC,90,0,0.0,0,0.0,7,0,0,1.6,1,1,0
Aymeric Laporte,Man City,Southampton,2022-01-22,False,DC,90,1,0.4087990820407867,0,0.0,10,2,0,8.5,2,0,1
Aymeric Laporte,Man City,Brentford,2022-02-09,True,DC,90,0,0.0700776726007461,0,0.0,6,1,0,1.9,0,1,0
Aymeric Laporte,Man City,Tottenham,2022-02-19,True,DC,90,0,0.0,0,0.1505606025457382,1,0,2,5.5,0,0,3
Aymeric Laporte,Man City,Everton,2022-02-26,False,DC,90,0,0.0134059125557541,0,0.0,7,1,0,3.5,1,1,0
Aymeric Laporte,Man City,Manchester United,2022-03-06,True,DC,90,0,0.0,0,0.0,2,0,0,1.4,0,0,1
Aymeric Laporte,Man City,Crystal Palace,2022-03-14,False,DC,90,0,0.5562463402748108,0,0.0,6,2,0,3.8,0,1,0
Aymeric Laporte,Man City,Arsenal,2021-08-28,True,DC,90,0,0.3165444731712341,0,0.0,6,5,0,7.7,0,1,0
Aymeric Laporte,Man City,Burnley,2022-04-02,False,DC,90,0,0.0,0,0.051850602030754,6,0,1,2.5,0,1,0
Aymeric Laporte,Man City,Liverpool,2022-04-10,True,DC,90,0,0.0,0,0.0,1,0,0,1.6,0,0,2
Aymeric Laporte,Man City,Brighton,2022-04-20,True,DC,90,0,0.0,0,0.0,6,0,0,2.3,0,1,0
Aymeric Laporte,Man City,Watford,2022-04-23,True,DC,62,0,0.0,0,0.1095370203256607,2,0,1,2.7,0,0,1
Aymeric Laporte,Man City,Leicester City,2022-04-30,False,DC,90,0,0.0,0,0.0,6,0,0,2.8,0,1,0
Aymeric Laporte,Man City,Newcastle United,2022-05-08,True,DC,86,1,0.9918821454048156,0,0.0,12,2,0,7.9,0,1,0
Aymeric Laporte,Man City,Wolverhampton,2022-05-11,False,DC,60,0,0.0,0,0.0,2,0,0,1.6,0,0,1
Aymeric Laporte,Man City,West Ham,2022-05-15,False,DC,90,0,0.0646921321749687,0,0.0525188744068145,1,2,1,4.4,0,0,2
Aymeric Laporte,Man City,Aston Villa,2022-05-22,True,DC,90,0,0.067852534353733,0,0.0,1,1,0,0.0,0,0,2
Aymeric Laporte,Man City,Leeds United,2021-09-11,False,DC,90,0,0.0889868438243866,0,0.0184291657060384,5,1,1,4.7,0,1,0
Aymeric Laporte,Man City,Chelsea,2021-09-25,False,DC,90,0,0.4296080768108368,0,0.0,5,2,0,2.2,0,1,0
Aymeric Laporte,Man City,Liverpool,2021-10-03,False,DC,90,0,0.0,0,0.0,1,0,0,1.9,0,0,2
Aymeric Laporte,Man City,Burnley,2021-10-16,True,DC,71,0,0.0675631985068321,0,0.0,5,1,0,2.2,0,1,0
Aymeric Laporte,Man City,Brighton,2021-10-23,False,DC,90,0,0.0,0,0.0,2,0,0,1.6,0,0,1
