name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Thomas Cannon,Everton,Fulham,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.09,0.0,Everton,False,West Ham,2.5
Thomas Cannon,Everton,West Ham,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.09,0.0,Everton,True,Brighton,0.33
Thomas Cannon,Everton,Brighton,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.09,0.0,Everton,False,Crystal Palace,-0.42
Thomas Cannon,Everton,Crystal Palace,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.09,0.0,Everton,True,Manchester United,0.93
Thomas Cannon,Everton,Manchester United,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.09,0.0,Everton,False,Nottingham Forest,0.07
Thomas Cannon,Everton,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.09,0.0,Everton,True,Newcastle United,-0.27
Thomas Cannon,Everton,Newcastle United,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.09,0.0,Everton,True,Chelsea,-1.86
Thomas Cannon,Everton,Chelsea,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.09,0.0,Everton,False,Burnley,-3.12
Thomas Cannon,Everton,Burnley,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.09,0.0,Everton,False,Tottenham,2.99
Thomas Cannon,Everton,Tottenham,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.09,0.0,Everton,True,Manchester City,1.75
Thomas Cannon,Everton,Manchester City,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.09,0.0,Everton,False,Aston Villa,3.22
