name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts
Keylor Navas,Nott'm Forest,Leicester City,2023-02-05,True,90,0,0.79,4,0,9,2,True,0.0,True
Keylor Navas,Nott'm Forest,Fulham,2023-02-11,False,90,2,1.62,1,0,1,0,False,0.0,True
Keylor Navas,Nott'm Forest,Manchester City,2023-02-18,True,90,1,2.54,5,0,4,1,False,0.0,True
Keylor Navas,Nott'm Forest,West Ham,2023-02-25,False,90,4,2.73,1,0,0,0,False,0.0,True
Keylor Navas,Nott'm Forest,Everton,2023-03-05,True,90,2,1.7,1,0,1,0,False,0.0,True
Keylor Navas,Nott'm Forest,Tottenham,2023-03-11,False,90,3,2.05,4,0,2,0,False,0.0,True
Keylor Navas,Nott'm Forest,Newcastle United,2023-03-17,True,90,2,2.42,2,0,0,0,False,0.0,True
Keylor Navas,Nott'm Forest,Wolverhampton,2023-04-01,True,90,1,0.47,0,0,2,0,False,0.0,True
Keylor Navas,Nott'm Forest,Leicester City,2023-04-04,False,90,2,1.94,4,0,2,0,False,0.0,True
Keylor Navas,Nott'm Forest,Aston Villa,2023-04-08,False,90,2,1.37,1,0,1,0,False,0.0,True
Keylor Navas,Nott'm Forest,Manchester United,2023-04-16,True,90,2,3.49,5,0,2,0,False,0.0,True
Keylor Navas,Nott'm Forest,Liverpool,2023-04-22,False,90,3,2.87,2,0,1,0,False,0.0,True
Keylor Navas,Nott'm Forest,Brighton,2023-04-26,True,90,1,2.37,6,0,3,0,False,0.0,True
Keylor Navas,Nott'm Forest,Brentford,2023-04-29,False,90,2,1.63,6,0,3,0,False,0.0,True
Keylor Navas,Nott'm Forest,Southampton,2023-05-08,True,90,3,3.23,2,0,1,0,False,0.0,True
Keylor Navas,Nott'm Forest,Chelsea,2023-05-13,False,90,2,1.14,4,0,2,0,False,0.0,True
Keylor Navas,Nott'm Forest,Arsenal,2023-05-20,True,90,0,0.64,3,0,9,2,True,0.0,True
