name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,red_cards,total_points,was_home,yellow_cards
Jack Stephens,DEF,Southampton,1.7,0,0,0,4,3,0,1.3,90,Everton,0,0,0,1,False,0
Jack Stephens,DEF,Southampton,0.0,0,0,0,99,0,0,0.0,0,Watford,0,0,0,0,False,0
Jack Stephens,DEF,Southampton,0.0,0,0,0,109,0,0,0.0,0,Aston Villa,0,0,0,0,True,0
Jack Stephens,DEF,Southampton,0.0,0,0,0,117,0,0,0.0,0,Norwich,0,0,0,0,False,0
Jack Stephens,DEF,Southampton,-0.5,0,0,0,128,0,0,0.0,0,Liverpool,0,0,0,0,False,0
Jack Stephens,DEF,Southampton,0.0,0,0,0,139,0,0,0.0,0,Leeds United,0,0,0,0,True,0
Jack Stephens,DEF,Southampton,0.0,0,0,0,146,0,0,0.0,0,Brighton,0,0,0,0,True,0
Jack Stephens,DEF,Southampton,-0.3,0,0,0,151,3,0,4.6,90,Arsenal,0,0,0,1,False,0
Jack Stephens,DEF,Southampton,0.2,0,0,0,165,0,0,0.0,0,Crystal Palace,0,0,0,0,False,0
Jack Stephens,DEF,Southampton,-0.3,0,0,0,189,0,0,0.0,0,West Ham,0,0,0,0,False,0
Jack Stephens,DEF,Southampton,0.5,0,0,0,19,1,0,2.7,90,Manchester United,0,0,0,1,True,1
Jack Stephens,DEF,Southampton,0.0,0,0,0,199,0,0,0.0,0,Tottenham,0,0,0,0,True,0
Jack Stephens,DEF,Southampton,0.0,0,0,0,176,0,0,0.0,0,Brentford,0,0,0,0,True,0
Jack Stephens,DEF,Southampton,0.0,0,0,0,220,0,0,0.0,0,Wolverhampton,0,0,0,0,False,0
Jack Stephens,DEF,Southampton,-1.0,0,0,0,229,0,0,0.0,0,Manchester City,0,0,0,0,True,0
Jack Stephens,DEF,Southampton,-0.5,0,0,0,240,0,0,0.0,0,Tottenham,0,0,0,0,False,0
Jack Stephens,DEF,Southampton,-0.2,0,0,0,246,0,0,1.4,45,Manchester United,0,0,0,1,False,0
Jack Stephens,DEF,Southampton,0.3,0,0,0,258,0,0,0.0,0,Everton,0,0,0,0,True,0
Jack Stephens,DEF,Southampton,1.0,0,0,0,269,0,0,0.1,9,Norwich,0,0,0,1,True,0
Jack Stephens,DEF,Southampton,0.6,0,0,0,271,4,0,2.0,90,Aston Villa,0,0,0,0,False,0
Jack Stephens,DEF,Southampton,0.6,0,0,0,209,0,0,0.0,0,Newcastle United,0,0,0,0,True,0
Jack Stephens,DEF,Southampton,0.7,0,0,0,289,0,0,0.0,0,Watford,0,0,0,0,True,0
Jack Stephens,DEF,Southampton,1.5,0,0,0,25,2,0,4.3,90,Newcastle United,0,0,0,1,False,0
Jack Stephens,DEF,Southampton,0.0,0,0,0,305,0,0,0.0,0,Leicester City,0,0,0,0,False,0
Jack Stephens,DEF,Southampton,-0.5,0,0,0,319,0,0,0.0,0,Chelsea,0,0,0,0,True,0
Jack Stephens,DEF,Southampton,0.0,0,0,0,326,0,0,0.0,0,Arsenal,0,0,0,0,True,0
Jack Stephens,DEF,Southampton,0.0,0,0,0,292,0,0,0.0,0,Burnley,0,0,0,0,False,0
Jack Stephens,DEF,Southampton,0.0,0,0,0,333,0,0,0.0,0,Brighton,0,0,0,0,False,0
Jack Stephens,DEF,Southampton,0.0,0,0,0,346,0,0,0.0,0,Crystal Palace,0,0,0,0,True,0
Jack Stephens,DEF,Southampton,0.5,0,0,0,352,0,0,0.0,0,Brentford,0,0,0,0,False,0
Jack Stephens,DEF,Southampton,-1.0,0,0,0,366,2,0,2.8,90,Liverpool,0,0,0,0,True,1
Jack Stephens,DEF,Southampton,0.0,0,0,0,377,4,0,0.0,90,Leeds United,0,0,0,0,False,0
Jack Stephens,DEF,Southampton,1.8,0,0,1,39,0,0,3.4,90,West Ham,0,0,0,5,True,1
Jack Stephens,DEF,Southampton,1.0,0,0,0,45,0,0,0.5,36,Manchester City,0,0,0,1,False,0
Jack Stephens,DEF,Southampton,0.0,0,0,0,59,0,0,0.0,0,Wolverhampton,0,0,0,0,True,0
Jack Stephens,DEF,Southampton,0.0,0,0,0,63,0,0,0.0,0,Chelsea,0,0,0,0,False,0
Jack Stephens,DEF,Southampton,0.0,0,0,0,79,0,0,0.0,0,Leicester City,0,0,0,0,True,0
Jack Stephens,DEF,Southampton,0.0,0,0,0,89,0,0,0.0,0,Burnley,0,0,0,0,True,0
