name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,red_cards,total_points,was_home,yellow_cards
Kortney Hause,DEF,Aston Villa,2.2,0,0,0,8,0,0,0.0,0,Watford,0,0,0,0,False,0
Kortney Hause,DEF,Aston Villa,-0.3,0,0,0,91,4,0,2.6,90,West Ham,0,0,0,0,True,0
Kortney Hause,DEF,Aston Villa,0.0,0,0,0,109,0,0,0.0,0,Southampton,0,0,0,0,False,0
Kortney Hause,DEF,Aston Villa,0.0,0,0,0,111,0,0,0.0,0,Brighton,0,0,0,0,True,0
Kortney Hause,DEF,Aston Villa,0.0,0,0,0,126,0,0,0.0,0,Crystal Palace,0,0,0,0,False,0
Kortney Hause,DEF,Aston Villa,-1.0,0,0,0,131,0,0,0.0,0,Manchester City,0,0,0,0,True,0
Kortney Hause,DEF,Aston Villa,0.0,0,0,0,141,0,0,0.0,0,Leeds United,0,0,0,0,True,0
Kortney Hause,DEF,Aston Villa,-1.0,0,0,0,158,0,0,0.0,0,Liverpool,0,0,0,0,False,0
Kortney Hause,DEF,Aston Villa,0.5,0,0,0,167,0,0,0.0,0,Norwich,0,0,0,0,False,0
Kortney Hause,DEF,Aston Villa,-1.0,0,0,0,181,0,0,0.0,0,Chelsea,0,0,0,0,True,0
Kortney Hause,DEF,Aston Villa,0.5,0,0,0,11,0,0,0.0,0,Newcastle United,0,0,0,0,True,0
Kortney Hause,DEF,Aston Villa,0.3,0,0,0,202,2,0,1.3,90,Brentford,0,0,0,1,False,0
Kortney Hause,DEF,Aston Villa,0.2,0,0,0,211,1,0,3.6,45,Manchester United,0,0,0,1,True,0
Kortney Hause,DEF,Aston Villa,1.0,0,0,0,225,0,0,0.0,1,Everton,0,0,0,1,False,0
Kortney Hause,DEF,Aston Villa,0.7,0,0,0,231,0,0,0.0,0,Leicester City,0,0,0,0,True,0
Kortney Hause,DEF,Aston Villa,0.3,0,0,0,247,0,0,0.0,0,Newcastle United,0,0,0,0,False,0
Kortney Hause,DEF,Aston Villa,0.5,0,0,0,252,0,0,0.0,0,Watford,0,0,0,0,True,0
Kortney Hause,DEF,Aston Villa,0.0,0,0,0,263,0,0,0.0,0,Brighton,0,0,0,0,False,0
Kortney Hause,DEF,Aston Villa,0.0,0,0,0,271,0,0,0.0,0,Southampton,0,0,0,0,True,0
Kortney Hause,DEF,Aston Villa,0.0,0,0,0,196,0,0,0.0,0,Leicester City,0,0,0,0,False,0
Kortney Hause,DEF,Aston Villa,-0.5,0,0,0,290,0,0,0.0,0,West Ham,0,0,0,0,False,0
Kortney Hause,DEF,Aston Villa,0.8,0,0,0,21,0,0,0.3,1,Brentford,0,0,0,1,True,0
Kortney Hause,DEF,Aston Villa,0.0,0,0,0,291,0,0,0.0,0,Arsenal,0,0,0,0,True,0
Kortney Hause,DEF,Aston Villa,0.0,0,0,0,310,0,0,0.0,0,Wolverhampton,0,0,0,0,False,0
Kortney Hause,DEF,Aston Villa,-0.5,0,0,0,312,0,0,0.0,0,Tottenham,0,0,0,0,True,0
Kortney Hause,DEF,Aston Villa,0.0,0,0,0,337,0,0,0.0,0,Leeds United,0,0,0,0,False,0
Kortney Hause,DEF,Aston Villa,0.0,0,0,0,341,0,0,0.0,0,Norwich,0,0,0,0,True,0
Kortney Hause,DEF,Aston Villa,0.0,0,0,0,354,0,0,0.0,0,Burnley,0,0,0,0,False,0
Kortney Hause,DEF,Aston Villa,0.0,0,0,0,321,0,0,0.0,0,Liverpool,0,0,0,0,True,0
Kortney Hause,DEF,Aston Villa,0.0,0,0,0,361,0,0,0.0,0,Crystal Palace,0,0,0,0,True,0
Kortney Hause,DEF,Aston Villa,0.0,0,0,0,171,0,0,0.0,0,Burnley,0,0,0,0,True,0
Kortney Hause,DEF,Aston Villa,0.0,0,0,0,379,0,0,0.0,0,Manchester City,0,0,0,0,False,0
Kortney Hause,DEF,Aston Villa,-0.2,0,0,0,33,0,0,0.0,0,Chelsea,0,0,0,0,False,0
Kortney Hause,DEF,Aston Villa,0.2,0,0,0,41,0,0,0.0,0,Everton,0,0,0,0,True,0
Kortney Hause,DEF,Aston Villa,4.5,0,3,1,58,0,1,7.9,90,Manchester United,0,0,0,15,False,0
Kortney Hause,DEF,Aston Villa,4.0,0,0,0,68,2,0,1.6,80,Tottenham,0,0,0,1,False,0
Kortney Hause,DEF,Aston Villa,5.3,0,0,0,72,0,0,0.0,0,Wolverhampton,0,0,0,0,True,0
Kortney Hause,DEF,Aston Villa,3.5,0,0,0,81,0,0,0.0,0,Arsenal,0,0,0,0,False,0
