name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,total_points,was_home,yellow_cards
Hamza Choudhury,MID,Leicester,1.5,0,0,0,5,0,0,0.0,0,Wolverhampton,0,0,0,True,0
Hamza Choudhury,MID,Leicester,-0.3,0,0,0,93,0,0,0.0,0,Arsenal,0,0,0,True,0
Hamza Choudhury,MID,Leicester,0.0,0,0,0,107,0,0,0.0,0,Leicester City,0,0,0,False,0
Hamza Choudhury,MID,Leicester,-1.0,0,0,0,113,0,0,0.0,0,Chelsea,0,0,0,True,0
Hamza Choudhury,MID,Leicester,0.5,0,0,0,127,0,0,0.0,0,Watford,0,0,0,True,0
Hamza Choudhury,MID,Leicester,0.0,0,0,0,139,0,0,0.0,0,Southampton,0,0,0,False,0
Hamza Choudhury,MID,Leicester,0.0,0,0,0,141,0,0,0.0,0,Aston Villa,0,0,0,False,0
Hamza Choudhury,MID,Leicester,0.5,0,0,0,157,0,0,0.0,0,Newcastle United,0,0,0,True,0
Hamza Choudhury,MID,Leicester,-0.6,0,0,0,185,1,0,0.3,19,Manchester City,0,0,1,False,0
Hamza Choudhury,MID,Leicester,0.0,0,0,0,20,0,0,0.0,0,West Ham,0,0,0,False,0
Hamza Choudhury,MID,Leicester,-0.6,0,0,0,197,0,0,0.7,55,Liverpool,0,0,1,True,0
Hamza Choudhury,MID,Leicester,0.5,0,0,0,166,3,0,1.9,90,Tottenham,0,0,1,True,1
Hamza Choudhury,MID,Leicester,0.5,0,0,0,227,0,0,0.0,0,Brighton,0,0,0,True,0
Hamza Choudhury,MID,Leicester,-0.7,0,0,0,237,0,0,0.0,0,Liverpool,0,0,0,False,0
Hamza Choudhury,MID,Leicester,-0.3,0,0,0,245,0,0,0.0,0,West Ham,0,0,0,True,0
Hamza Choudhury,MID,Leicester,-0.5,0,0,0,260,0,0,0.0,0,Wolverhampton,0,0,0,False,0
Hamza Choudhury,MID,Leicester,0.5,0,0,0,213,0,0,0.0,0,Burnley,0,0,0,False,0
Hamza Choudhury,MID,Leicester,0.6,0,0,1,273,0,0,0.6,60,Leicester City,0,0,3,True,0
Hamza Choudhury,MID,Leicester,0.3,0,0,0,281,0,0,0.0,0,Arsenal,0,0,0,False,0
Hamza Choudhury,MID,Leicester,1.0,0,0,0,26,0,0,0.0,0,Norwich,0,0,0,False,0
Hamza Choudhury,MID,Leicester,1.1,0,0,0,293,0,0,0.0,0,Brentford,0,0,0,True,0
Hamza Choudhury,MID,Leicester,-0.2,0,0,0,307,0,0,0.1,1,Manchester United,0,0,1,False,0
Hamza Choudhury,MID,Leicester,0.2,0,0,0,315,0,0,0.0,0,Crystal Palace,0,0,0,True,0
Hamza Choudhury,MID,Leicester,0.9,0,0,0,325,0,0,0.0,0,Newcastle United,0,0,0,False,0
Hamza Choudhury,MID,Leicester,0.9,0,0,0,172,0,0,0.0,0,Everton,0,0,0,False,0
Hamza Choudhury,MID,Leicester,0.2,0,0,0,337,0,0,0.0,0,Aston Villa,0,0,0,True,0
Hamza Choudhury,MID,Leicester,-0.5,0,0,0,347,0,0,0.0,0,Tottenham,0,0,0,False,0
Hamza Choudhury,MID,Leicester,1.0,0,0,0,357,0,0,0.0,0,Everton,0,0,0,True,0
Hamza Choudhury,MID,Leicester,1.0,0,0,0,207,0,0,0.0,0,Norwich,0,0,0,True,0
Hamza Choudhury,MID,Leicester,0.0,0,0,0,368,0,0,0.0,0,Watford,0,0,0,False,0
Hamza Choudhury,MID,Leicester,0.0,0,0,0,264,0,0,0.0,0,Chelsea,0,0,0,False,0
Hamza Choudhury,MID,Leicester,0.0,0,0,0,377,0,0,0.0,0,Southampton,0,0,0,True,0
Hamza Choudhury,MID,Leicester,-0.5,0,0,0,37,0,0,0.0,0,Manchester City,0,0,0,True,0
Hamza Choudhury,MID,Leicester,0.5,0,0,0,42,0,0,0.0,0,Brighton,0,0,0,False,0
Hamza Choudhury,MID,Leicester,0.5,0,0,0,57,0,0,0.0,0,Burnley,0,0,0,True,0
Hamza Choudhury,MID,Leicester,0.2,0,0,0,64,0,0,1.7,59,Crystal Palace,0,0,1,False,0
Hamza Choudhury,MID,Leicester,-0.3,0,0,0,75,0,0,0.0,0,Manchester United,0,0,0,True,0
Hamza Choudhury,MID,Leicester,0.2,0,0,0,82,0,0,0.0,0,Brentford,0,0,0,False,0
