name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Boubacar Kamara,Aston Villa,West Ham,,False,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1.0,0.15,1.09,0.02,0.0,Aston Villa,True,Arsenal,,-0.32
Boubacar Kamara,Aston Villa,Arsenal,,True,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1.0,0.15,1.09,0.02,0.0,Aston Villa,False,Leicester City,,-0.22
Boubacar Kamara,Aston Villa,Leicester City,,False,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1.0,0.15,1.09,0.02,0.0,Aston Villa,True,Everton,,0.61
Boubacar Kamara,Aston Villa,Everton,,True,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1.0,0.15,1.09,0.02,0.0,Aston Villa,True,Wolverhampton,,-0.08
Boubacar Kamara,Aston Villa,Wolverhampton,,True,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1.0,0.15,1.09,0.02,0.0,Aston Villa,False,Ipswich Town,,
Boubacar Kamara,Aston Villa,Ipswich Town,,False,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1.0,0.15,1.09,0.02,0.0,Aston Villa,True,Manchester United,,0.39
Boubacar Kamara,Aston Villa,Manchester United,,True,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1.0,0.15,1.09,0.02,0.0,Aston Villa,False,Fulham,,0.53
Boubacar Kamara,Aston Villa,Fulham,,False,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1.0,0.15,1.09,0.02,1.0,Aston Villa,True,Bournemouth,,0.84
Boubacar Kamara,Aston Villa,Bournemouth,2024-10-26,True,Sub,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,1.0,False,0.0,0.0,0.89,0.0,1.0,0.15,1.09,0.02,,Aston Villa,False,Tottenham,,-0.3
,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,Aston Villa,False,Liverpool,,-1.08
,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,Aston Villa,True,Crystal Palace,,0.88
