name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Kacper Kozłowski,Brighton,Manchester United,,False,0,,,,,0,,,0.0,0,0,6650,0.0,0.0,0.0,0.0,Brighton,True,Newcastle United,,0.73
Kacper Kozłowski,Brighton,Newcastle United,,True,0,,,,,0,,,0.0,0,0,7509,0.0,0.0,0.0,0.0,Brighton,False,West Ham,,0.14
Kacper Kozłowski,Brighton,West Ham,,False,0,,,,,0,,,0.0,0,0,7438,0.0,0.0,0.0,0.0,Brighton,True,Leicester City,,0.83
Kacper Kozłowski,Brighton,Leicester City,,True,0,,,,,0,,,0.0,0,0,6365,0.0,0.0,0.0,0.0,Brighton,False,Fulham,,1.37
Kacper Kozłowski,Brighton,Fulham,,False,0,,,,,0,,,0.0,0,0,5029,0.0,0.0,0.0,0.0,Brighton,True,Leeds United,,-0.79
Kacper Kozłowski,Brighton,Leeds United,,True,0,,,,,0,,,0.0,0,0,4210,0.0,0.0,0.0,0.0,Brighton,False,Liverpool,,-1.33
Kacper Kozłowski,Brighton,Liverpool,,False,0,,,,,0,,,0.0,0,0,3446,0.0,0.0,0.0,0.0,Brighton,True,Tottenham,,1.07
Kacper Kozłowski,Brighton,Tottenham,,True,0,,,,,0,,,0.0,0,0,3261,0.0,0.0,0.0,0.0,Brighton,False,Brentford,,-0.55
Kacper Kozłowski,Brighton,Brentford,,False,0,,,,,0,,,0.0,0,0,3134,0.0,0.0,0.0,0.0,Brighton,True,Nottingham Forest,,
Kacper Kozłowski,Brighton,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,3002,0.0,0.0,0.0,0.0,Brighton,False,Manchester City,,-1.26
Kacper Kozłowski,Brighton,Manchester City,,False,0,,,,,0,,,0.0,0,0,2974,0.0,0.0,0.0,0.0,Brighton,True,Chelsea,,-0.25
Kacper Kozłowski,Brighton,Chelsea,,True,0,,,,,0,,,0.0,0,0,2892,0.0,0.0,0.0,0.0,Brighton,False,Wolverhampton,,-0.46
Kacper Kozłowski,Brighton,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,2823,0.0,0.0,0.0,0.0,Brighton,True,Aston Villa,,0.55
Kacper Kozłowski,Brighton,Aston Villa,2022-11-13,True,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,2792,0.0,0.0,0.0,0.0,Brighton,False,Southampton,,-1.07
Kacper Kozłowski,Brighton,Southampton,,False,0,,,,,0,,,0.0,0,0,2660,0.0,0.0,0.0,0.0,Brighton,True,Arsenal,,0.36
Kacper Kozłowski,Brighton,Arsenal,,True,0,,,,,0,,,0.0,0,0,2635,0.0,0.0,0.0,0.0,Brighton,False,Everton,,-0.63
Kacper Kozłowski,Brighton,Everton,,False,0,,,,,0,,,0.0,0,0,2618,0.0,0.0,0.0,0.0,Brighton,True,Liverpool,,-0.53
Kacper Kozłowski,Brighton,Liverpool,,True,0,,,,,0,,,0.0,0,0,2591,0.0,0.0,0.0,0.0,Brighton,False,Leeds United,,-0.8
Kacper Kozłowski,Brighton,Leeds United,,False,0,,,,,0,,,0.0,0,0,2575,0.0,0.0,0.0,0.0,Brighton,True,Bournemouth,,1.46
Kacper Kozłowski,Brighton,Bournemouth,,True,0,,,,,0,,,0.0,0,0,2549,0.0,0.0,0.0,0.0,Brighton,False,Crystal Palace,,0.13
Kacper Kozłowski,Brighton,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,2538,0.0,0.0,0.0,0.0,Brighton,True,Fulham,,-0.3
Kacper Kozłowski,Brighton,Fulham,,True,0,,,,,0,,,0.0,0,0,2527,0.0,0.0,0.0,0.0,Brighton,True,West Ham,,0.63
Kacper Kozłowski,Brighton,West Ham,,True,0,,,,,0,,,0.0,0,0,2511,0.0,0.0,0.0,0.0,Brighton,False,Leicester City,,-0.05
Kacper Kozłowski,Brighton,Leicester City,,False,0,,,,,0,,,0.0,0,0,2497,0.0,0.0,0.0,0.0,Brighton,True,Crystal Palace,,0.81
Kacper Kozłowski,Brighton,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,2497,0.0,0.0,0.0,0.0,Brighton,True,Brentford,,0.69
Kacper Kozłowski,Brighton,Brentford,,True,0,,,,,0,,,0.0,0,0,2488,0.0,0.0,0.0,0.0,Brighton,False,Bournemouth,,0.19
Kacper Kozłowski,Brighton,Bournemouth,,False,0,,,,,0,,,0.0,0,0,2488,0.0,0.0,0.0,0.0,Brighton,False,Tottenham,,-0.03
Kacper Kozłowski,Brighton,Tottenham,,False,0,,,,,0,,,0.0,0,0,2484,0.0,0.0,0.0,0.0,Brighton,False,Chelsea,,-0.72
Kacper Kozłowski,Brighton,Chelsea,,False,0,,,,,0,,,0.0,0,0,2482,0.0,0.0,0.0,0.0,Brighton,False,Nottingham Forest,,
Kacper Kozłowski,Brighton,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,2478,0.0,0.0,0.0,0.0,Brighton,True,Wolverhampton,,-0.48
Kacper Kozłowski,Brighton,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,2476,0.0,0.0,0.0,0.0,Brighton,True,Manchester United,,0.38
Kacper Kozłowski,Brighton,Manchester United,,True,0,,,,,0,,,0.0,0,0,2476,0.0,0.0,0.0,0.0,Brighton,True,Everton,,0.34
Kacper Kozłowski,Brighton,Everton,,True,0,,,,,0,,,0.0,0,0,2476,0.0,0.0,0.0,0.0,Brighton,False,Arsenal,,-0.0
Kacper Kozłowski,Brighton,Arsenal,,False,0,,,,,0,,,0.0,0,0,2473,0.0,0.0,0.0,0.0,Brighton,False,Newcastle United,,-0.34
Kacper Kozłowski,Brighton,Newcastle United,,False,0,,,,,0,,,0.0,0,0,2473,0.0,0.0,0.0,0.0,Brighton,True,Southampton,,-0.38
Kacper Kozłowski,Brighton,Southampton,,True,0,,,,,0,,,0.0,0,0,2470,0.0,0.0,0.0,0.0,Brighton,True,Manchester City,,-1.17
Kacper Kozłowski,Brighton,Manchester City,,True,0,,,,,0,,,0.0,0,0,2470,0.0,0.0,0.0,0.0,Brighton,False,Aston Villa,,0.59
Kacper Kozłowski,Brighton,Aston Villa,,False,0,,,,,0,,,0.0,0,0,2469,0.0,0.0,0.0,,Brighton,True,Luton,,
