name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2024-03-16,0,Luton,0,0,0,False
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2023-08-26,0,Manchester United,0,0,0,False
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2024-02-24,0,Aston Villa,0,0,0,False
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2023-12-15,0,Tottenham,0,0,0,True
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2023-12-23,0,Bournemouth,0,0,0,True
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2023-11-25,0,Brighton,0,0,0,True
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2023-10-29,0,Liverpool,0,0,0,False
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2023-11-05,0,Aston Villa,0,0,0,True
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2023-12-06,0,Fulham,0,0,0,False
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2023-12-09,0,Wolverhampton,0,0,0,False
Gonzalo Montiel,DEF,Nott'm Forest,0,0,1.61,1,3.4,2023-12-26,69,Newcastle United,0,1,1,False
Gonzalo Montiel,DEF,Nott'm Forest,0,0,1.29,3,2.1,2024-01-20,85,Brentford,0,1,0,False
Gonzalo Montiel,DEF,Nott'm Forest,3,1,0.24,0,4.1,2023-12-30,73,Manchester United,0,1,12,True
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2023-12-02,0,Everton,0,0,0,True
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2023-11-12,0,West Ham,0,0,0,False
Gonzalo Montiel,DEF,Nott'm Forest,0,0,1.23,2,5.6,2024-01-30,90,Arsenal,0,1,4,True
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2024-02-10,0,Newcastle United,0,0,0,True
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.3,2024-02-04,12,Bournemouth,0,0,1,False
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2024-03-30,0,Crystal Palace,0,0,0,True
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2024-03-02,0,Liverpool,0,0,0,True
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2024-03-10,0,Brighton,0,0,0,False
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2024-02-17,0,West Ham,0,0,0,True
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2024-04-02,0,Fulham,0,0,0,True
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.59,0,0.4,2023-09-02,18,Chelsea,0,0,1,False
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.19,1,0.7,2023-09-18,52,Burnley,0,1,0,True
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.02,0,0.1,2024-04-07,3,Tottenham,0,0,1,False
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.61,0,3.7,2023-09-23,51,Manchester City,0,0,0,False
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.44,0,1.4,2023-10-07,45,Crystal Palace,0,0,1,False
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2023-10-21,0,Luton,0,0,0,True
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2024-04-13,0,Wolverhampton,0,0,0,True
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2023-10-01,0,Brentford,0,0,0,True
Gonzalo Montiel,DEF,Nott'm Forest,0,0,2.15,1,0.1,2024-05-04,82,Sheffield,0,1,1,False
Gonzalo Montiel,DEF,Nott'm Forest,1,0,1.21,1,2.5,2024-05-19,90,Burnley,0,1,3,False
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.62,1,3.9,2024-04-28,55,Manchester City,0,0,1,True
Gonzalo Montiel,DEF,Nott'm Forest,0,0,0.0,0,0.0,2024-04-21,0,Everton,0,0,0,False
Gonzalo Montiel,DEF,Nott'm Forest,0,0,1.23,1,3.6,2024-05-11,71,Chelsea,0,1,2,True
