name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Sam Greenwood,Leeds,Wolverhampton,2022-08-06,True,Sub,17,0.0,0.14,0.0,0.0,1,2.0,0.0,2.2,0,False,0.0,0.0,17.0,0.0,2.0,0.23,0.44,0.06,0.0,Leeds,False,Crystal Palace,-1.48,0.13
Sam Greenwood,Leeds,Crystal Palace,,False,,0,,,,,0,,,0.0,0,False,1.0,0.14,8.5,0.0,2.0,0.23,0.44,0.06,0.0,Leeds,True,Arsenal,-2.44,0.36
Sam Greenwood,Leeds,Arsenal,,True,,0,,,,,0,,,0.0,0,False,0.5,0.07,5.67,0.0,2.0,0.23,0.44,0.06,0.0,Leeds,False,Leeds United,,-0.8
Sam Greenwood,Leeds,Leeds United,,False,,0,,,,,0,,,0.0,0,False,0.33,0.05,4.25,0.0,2.0,0.23,0.44,0.06,2.0,Leeds,True,Fulham,,-0.3
Sam Greenwood,Leeds,Fulham,2022-10-23,True,DMC,75,0.0,0.05,0.0,0.0,2,2.0,0.0,1.5,0,False,0.25,0.04,18.4,0.0,2.0,0.23,0.44,0.06,0.0,Leeds,False,Liverpool,1.31,-1.33
Sam Greenwood,Leeds,Liverpool,,False,,0,,,,,0,,,0.0,0,False,0.6,0.04,15.33,0.0,2.0,0.23,0.44,0.06,9.0,Leeds,True,Bournemouth,,1.46
Sam Greenwood,Leeds,Bournemouth,2022-11-05,True,Sub,36,1.0,0.11,1.0,0.1,9,3.0,3.0,13.9,1,False,0.4,0.01,18.29,0.0,2.0,0.23,0.44,0.06,1.0,Leeds,False,Tottenham,0.01,-0.03
Sam Greenwood,Leeds,Tottenham,2022-11-12,False,Sub,45,0.0,0.13,0.0,0.03,1,1.0,2.0,4.1,0,False,2.2,0.23,21.62,0.0,2.0,0.23,0.44,0.06,4.0,Leeds,True,Manchester City,2.49,-1.17
Sam Greenwood,Leeds,Manchester City,2022-12-28,True,MC,90,0.0,0.13,1.0,0.24,4,2.0,2.0,5.4,0,True,2.4,0.26,29.22,0.0,2.0,0.23,0.44,0.06,0.0,Leeds,False,Newcastle United,-5.11,-0.34
Sam Greenwood,Leeds,Newcastle United,,False,,0,,,,,0,,,0.0,0,False,3.2,0.48,26.3,0.0,2.0,0.23,0.44,0.06,1.0,Leeds,True,West Ham,-2.86,0.63
Sam Greenwood,Leeds,West Ham,2023-01-04,True,Sub,12,0.0,0.0,0.0,0.13,1,0.0,1.0,1.6,0,False,2.8,0.47,25.0,0.0,2.0,0.23,0.44,0.06,0.0,Leeds,False,Southampton,-2.03,-1.07
Sam Greenwood,Leeds,Southampton,,False,,0,,,,,0,,,0.0,0,False,3.0,0.47,22.92,0.0,2.0,0.23,0.44,0.06,1.0,Leeds,False,Aston Villa,-1.61,0.59
Sam Greenwood,Leeds,Aston Villa,2023-01-13,False,Sub,13,0.0,0.0,0.0,0.06,1,0.0,1.0,2.0,0,False,1.2,0.25,22.15,0.0,2.0,0.23,0.44,0.06,1.0,Leeds,True,Brentford,-0.12,0.69
Sam Greenwood,Leeds,Brentford,2023-01-22,True,Sub,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,1.2,0.23,20.79,0.0,2.0,0.23,0.44,0.06,1.0,Leeds,False,Nottingham Forest,,
Sam Greenwood,Leeds,Nottingham Forest,2023-02-05,False,Sub,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,0.6,0.0,19.87,0.0,2.0,0.23,0.44,0.06,1.0,Leeds,False,Manchester United,2.58,-0.1
Sam Greenwood,Leeds,Manchester United,2023-02-08,False,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,False,0.8,0.0,18.69,0.0,2.0,0.23,0.44,0.06,1.0,Leeds,True,Manchester United,1.66,0.38
Sam Greenwood,Leeds,Manchester United,2023-02-12,True,Sub,4,0.0,0.0,0.0,0.05,1,0.0,1.0,3.2,0,False,0.8,0.0,17.82,0.0,2.0,0.23,0.44,0.06,1.0,Leeds,False,Everton,1.15,-0.63
Sam Greenwood,Leeds,Everton,2023-02-18,False,Sub,4,0.0,0.0,0.0,0.28,1,0.0,1.0,2.1,0,False,1.0,0.0,17.06,0.0,2.0,0.23,0.44,0.06,0.0,Leeds,True,Southampton,-3.43,-0.38
Sam Greenwood,Leeds,Southampton,,True,,0,,,,,0,,,0.0,0,False,1.0,0.0,16.16,0.0,2.0,0.23,0.44,0.06,1.0,Leeds,False,Chelsea,-1.33,-0.72
Sam Greenwood,Leeds,Chelsea,2023-03-04,False,Sub,10,0.0,0.0,0.0,0.0,1,0.0,0.0,1.4,0,False,0.8,0.0,15.85,0.0,2.0,0.23,0.44,0.06,0.0,Leeds,True,Brighton,-4.64,-0.71
Sam Greenwood,Leeds,Brighton,,True,,0,,,,,0,,,0.0,0,False,0.8,0.0,15.1,0.0,2.0,0.23,0.44,0.06,0.0,Leeds,False,Wolverhampton,-3.79,-0.46
Sam Greenwood,Leeds,Wolverhampton,,False,,0,,,,,0,,,0.0,0,False,0.6,0.0,14.41,0.0,2.0,0.23,0.44,0.06,0.0,Leeds,False,Arsenal,0.14,-0.0
Sam Greenwood,Leeds,Arsenal,,False,,0,,,,,0,,,0.0,0,False,0.4,0.0,13.78,0.0,2.0,0.23,0.44,0.06,0.0,Leeds,True,Nottingham Forest,1.75,
Sam Greenwood,Leeds,Nottingham Forest,,True,,0,,,,,0,,,0.0,0,False,0.2,0.0,13.21,0.0,2.0,0.23,0.44,0.06,1.0,Leeds,True,Chelsea,-0.38,-0.25
Sam Greenwood,Leeds,Chelsea,2022-08-21,True,Sub,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,False,0.2,0.0,12.96,0.0,2.0,0.23,0.44,0.06,0.0,Leeds,True,Crystal Palace,1.78,0.81
Sam Greenwood,Leeds,Crystal Palace,,True,,0,,,,,0,,,0.0,0,False,0.2,0.0,12.46,0.0,2.0,0.23,0.44,0.06,0.0,Leeds,True,Liverpool,0.62,-0.53
Sam Greenwood,Leeds,Liverpool,,True,,0,,,,,0,,,0.0,0,False,0.2,0.0,12.0,0.0,2.0,0.23,0.44,0.06,0.0,Leeds,False,Fulham,,1.37
Sam Greenwood,Leeds,Fulham,,False,,0,,,,,0,,,0.0,0,False,0.2,0.0,11.57,0.0,2.0,0.23,0.44,0.06,0.0,Leeds,True,Leeds United,,-0.79
Sam Greenwood,Leeds,Leeds United,,True,,0,,,,,0,,,0.0,0,False,0.2,0.0,11.17,0.0,2.0,0.23,0.44,0.06,0.0,Leeds,False,Bournemouth,0.09,0.19
Sam Greenwood,Leeds,Bournemouth,,False,,0,,,,,0,,,0.0,0,False,0.2,0.0,10.8,0.0,2.0,0.23,0.44,0.06,1.0,Leeds,False,Manchester City,4.57,-1.26
Sam Greenwood,Leeds,Manchester City,2023-05-06,False,Sub,31,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,0.0,0.0,11.45,0.0,2.0,0.23,0.44,0.06,1.0,Leeds,True,Newcastle United,-0.68,0.73
Sam Greenwood,Leeds,Newcastle United,2023-05-13,True,MC,45,0.0,0.03,0.0,0.0,1,1.0,0.0,0.4,0,True,0.2,0.0,12.5,0.0,2.0,0.23,0.44,0.06,1.0,Leeds,False,West Ham,0.82,0.14
Sam Greenwood,Leeds,West Ham,2023-05-21,False,Sub,6,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,False,0.4,0.01,12.3,0.0,2.0,0.23,0.44,0.06,0.0,Leeds,True,Tottenham,-4.61,1.07
Sam Greenwood,Leeds,Tottenham,,True,,0,,,,,0,,,0.0,0,False,0.6,0.01,11.94,0.0,2.0,0.23,0.44,0.06,0.0,Leeds,False,Brighton,1.41,-0.39
Sam Greenwood,Leeds,Brighton,,False,,0,,,,,0,,,0.0,0,False,0.6,0.01,11.6,0.0,2.0,0.23,0.44,0.06,0.0,Leeds,True,Everton,,0.34
Sam Greenwood,Leeds,Everton,,True,,0,,,,,0,,,0.0,0,False,0.6,0.01,11.28,0.0,2.0,0.23,0.44,0.06,1.0,Leeds,False,Brentford,-0.35,-0.55
Sam Greenwood,Leeds,Brentford,2022-09-03,False,Sub,4,0.0,0.1,0.0,0.01,1,1.0,1.0,2.6,0,False,0.4,0.01,11.08,0.0,2.0,0.23,0.44,0.06,0.0,Leeds,True,Aston Villa,,0.55
Sam Greenwood,Leeds,Aston Villa,,True,,0,,,,,0,,,0.0,0,False,0.4,0.02,10.79,0.0,2.0,0.23,0.44,0.06,,Chelsea,True,Liverpool,,-0.53
