name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA
Pierluigi Gollini,Spurs,Manchester City,,True,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Wolverhampton,,False,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Watford,,True,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Crystal Palace,,False,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Chelsea,,True,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Arsenal,,False,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Aston Villa,,True,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Newcastle United,,False,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,West Ham,,False,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Manchester United,,True,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Everton,,False,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Leicester City,,True,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Brentford,,True,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Norwich,,True,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Liverpool,,True,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Crystal Palace,,True,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Southampton,,False,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Watford,,False,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Leeds United,,False,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Chelsea,,False,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Southampton,,True,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Wolverhampton,,True,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Manchester City,,False,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Burnley,,False,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Leicester City,,False,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Everton,2022-03-07,True,0,0,0,0,0,0,0,0.0
Pierluigi Gollini,Spurs,Manchester United,,False,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Brighton,,False,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,West Ham,,True,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Newcastle United,2022-04-03,True,0,0,0,0,0,0,0,0.0
Pierluigi Gollini,Spurs,Aston Villa,2022-04-09,False,0,0,0,0,0,0,0,0.1020247861742973
Pierluigi Gollini,Spurs,Brighton,,True,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Brentford,,False,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Leeds United,2022-05-01,True,0,0,0,0,0,0,0,0.0519535951316356
Pierluigi Gollini,Spurs,Liverpool,,False,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Arsenal,,True,0,0,0,0,0,0,0,
Pierluigi Gollini,Spurs,Burnley,2022-05-15,True,0,0,0,0,0,0,0,0.0
Pierluigi Gollini,Spurs,Norwich,,False,0,0,0,0,0,0,0,
