name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,clean_sheet_probability,saves_per_game
Jonas Lössl,Brentford,Aston Villa,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Jonas Lössl,Brentford,Southampton,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Jonas Lössl,Brentford,Liverpool,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Jonas Lössl,Brentford,Manchester United,2022-01-19,True,90,3,2,0,1,0,False,0.0,0.0,0.0,0.5
Jonas Lössl,Brentford,Wolverhampton,2022-01-22,True,90,2,0,0,1,0,False,0.0,0.25,0.0,0.4
Jonas Lössl,Brentford,Manchester City,,False,0,0,0,0,0,0,False,,0.4,0.0,0.33
Jonas Lössl,Brentford,Crystal Palace,,True,0,0,0,0,0,0,False,,0.4,0.0,0.29
Jonas Lössl,Brentford,Arsenal,,False,0,0,0,0,0,0,False,,0.4,0.0,0.25
Jonas Lössl,Brentford,Newcastle United,,True,0,0,0,0,0,0,False,,0.4,0.0,0.22
Jonas Lössl,Brentford,Norwich,,False,0,0,0,0,0,0,False,,0.2,0.0,0.2
Jonas Lössl,Brentford,Burnley,,True,0,0,0,0,0,0,False,,0.0,0.0,0.18
Jonas Lössl,Brentford,Leeds United,,False,0,0,0,0,0,0,False,,0.0,0.0,0.17
Jonas Lössl,Brentford,Chelsea,,False,0,0,0,0,0,0,False,,0.0,0.0,0.15
Jonas Lössl,Brentford,West Ham,,True,0,0,0,0,0,0,False,,0.0,0.0,0.14
Jonas Lössl,Brentford,Watford,,False,0,0,0,0,0,0,False,,0.0,0.0,0.13
Jonas Lössl,Brentford,Tottenham,,True,0,0,0,0,0,0,False,,0.0,0.0,0.12
Jonas Lössl,Brentford,Manchester United,,False,0,0,0,0,0,0,False,,0.0,0.0,0.12
Jonas Lössl,Brentford,Southampton,,True,0,0,0,0,0,0,False,,0.0,0.0,0.11
Jonas Lössl,Brentford,Everton,,False,0,0,0,0,0,0,False,,0.0,0.0,0.11
Jonas Lössl,Brentford,Leicester City,,True,0,0,0,0,0,0,False,,0.0,0.0,0.1
