name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points
Max Kilman,Wolves,Leicester City,2022-08-06,False,90,0.0,0.06,0.0,0.0,1,1.0,0.0,3.1,0,0,2,0.0,0,1.0,0.06,90.0,0.0,1.38,0.14,0.33,0,7.0
Max Kilman,Wolves,Fulham,2022-08-13,True,90,0.0,0.0,0.0,0.0,7,0.0,0.0,1.8,1,1,0,0.0,0,4.0,0.03,90.0,0.5,1.38,0.14,0.33,0,2.0
Max Kilman,Wolves,Tottenham,2022-08-20,False,90,0.0,0.01,0.0,0.0,2,1.0,0.0,2.7,0,0,1,0.0,0,3.33,0.02,90.0,0.33,1.38,0.14,0.33,0,2.0
Max Kilman,Wolves,Newcastle United,2022-08-28,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,3.2,0,0,1,0.0,0,3.0,0.02,90.0,0.25,1.38,0.14,0.33,0,9.0
Max Kilman,Wolves,Bournemouth,2022-08-31,False,90,0.0,0.0,0.0,0.0,9,0.0,0.0,2.4,3,1,0,0.0,0,4.2,0.01,90.0,0.4,1.38,0.14,0.33,0,6.0
Max Kilman,Wolves,Southampton,2022-09-03,True,90,0.0,0.0,0.0,0.0,6,0.0,0.0,2.0,0,1,0,0.0,0,5.2,0.0,90.0,0.5,1.38,0.14,0.33,0,1.0
Max Kilman,Wolves,Manchester City,2022-09-17,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,0.9,0,0,3,0.0,0,4.0,0.0,90.0,0.43,1.38,0.14,0.33,0,1.0
Max Kilman,Wolves,West Ham,2022-10-01,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,3.8,0,0,2,0.0,0,3.8,0.0,90.0,0.38,1.38,0.14,0.33,0,1.0
Max Kilman,Wolves,Chelsea,2022-10-08,False,90,0.0,0.22,0.0,0.0,1,1.0,0.0,1.2,0,0,3,0.0,0,3.6,0.04,90.0,0.33,1.38,0.14,0.33,0,6.0
Max Kilman,Wolves,Nottingham Forest,2022-10-15,True,90,0.0,0.08,0.0,0.0,6,1.0,0.0,2.1,0,1,0,0.0,0,3.0,0.06,90.0,0.4,1.38,0.14,0.33,0,1.0
Max Kilman,Wolves,Crystal Palace,2022-10-18,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.7,0,0,2,0.0,0,2.0,0.06,90.0,0.36,1.38,0.14,0.33,0,0.0
Max Kilman,Wolves,Leeds United,2022-10-23,True,90,0.0,0.12,0.0,0.0,0,1.0,0.0,2.4,0,0,4,0.0,0,1.8,0.08,90.0,0.33,1.38,0.14,0.33,0,2.0
Max Kilman,Wolves,Brentford,2022-10-29,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.7,0,0,1,0.0,0,2.0,0.08,90.0,0.31,1.38,0.14,0.33,0,1.0
Max Kilman,Wolves,Brighton,2022-11-05,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.5,0,0,3,0.0,0,2.0,0.04,90.0,0.29,1.38,0.14,0.33,0,1.0
Max Kilman,Wolves,Arsenal,2022-11-12,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.2,0,0,2,1.81,1,1.0,0.02,90.0,0.27,1.38,0.14,0.33,0,1.0
Max Kilman,Wolves,Everton,2022-12-26,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,0,1,1.73,1,1.0,0.02,90.0,0.25,1.38,0.14,0.33,0,2.0
Max Kilman,Wolves,Manchester United,2022-12-31,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.2,0,0,1,1.99,1,1.4,0.0,90.0,0.24,1.38,0.14,0.33,0,1.0
Max Kilman,Wolves,Aston Villa,2023-01-04,False,90,0.0,0.05,0.0,0.0,1,1.0,0.0,5.8,0,0,1,1.61,1,1.2,0.01,90.0,0.22,1.38,0.14,0.33,0,9.0
Max Kilman,Wolves,West Ham,2023-01-14,True,90,0.0,0.0,0.0,0.0,9,0.0,0.0,4.9,3,1,0,1.02,1,2.8,0.01,90.0,0.26,1.38,0.14,0.33,0,0.0
Max Kilman,Wolves,Manchester City,2023-01-22,False,90,0.0,0.01,0.0,0.0,0,1.0,0.0,1.4,0,0,3,2.63,1,2.6,0.01,90.0,0.25,1.38,0.14,0.33,0,11.0
Max Kilman,Wolves,Liverpool,2023-02-04,True,90,0.0,0.36,0.0,0.02,11,1.0,1.0,5.5,2,1,0,1.91,1,4.6,0.08,90.0,0.29,1.38,0.14,0.33,0,2.0
Max Kilman,Wolves,Southampton,2023-02-11,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.2,0,0,1,1.14,1,4.6,0.08,90.0,0.27,1.38,0.14,0.33,0,2.0
