name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Robin Koch,Leeds,Wolverhampton,2022-08-06,True,DC,90,0.0,0.03,0.0,0.0,2,1.0,0.0,3.0,0,0,1,0.0,False,0.0,0.0,90.0,0.0,0,0,0,0,0.0,Leeds,False,Crystal Palace,-1.48,0.13
Robin Koch,Leeds,Crystal Palace,2022-10-09,False,DC,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.5,0,0,2,0.0,False,2.0,0.03,90.0,0.0,0,0,0,0,2.0,Leeds,True,Arsenal,-2.44,0.36
Robin Koch,Leeds,Arsenal,2022-10-16,True,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.7,0,0,1,0.0,False,1.0,0.02,90.0,0.0,0,0,0,0,-3.0,Leeds,False,Leeds United,,-0.8
Robin Koch,Leeds,Leeds United,2022-10-20,False,DC,45,0.0,0.0,0.0,0.0,-3,0.0,0.0,0.0,0,0,2,0.0,False,1.33,0.01,78.75,0.0,0,0,0,0,1.0,Leeds,True,Fulham,,-0.3
Robin Koch,Leeds,Fulham,2022-10-23,True,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.4,0,0,3,0.0,False,0.25,0.01,81.0,0.0,0,0,0,0,2.0,Leeds,False,Liverpool,1.31,-1.33
Robin Koch,Leeds,Liverpool,2022-10-29,False,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,3.9,0,0,1,0.0,False,0.4,0.01,82.5,0.0,0,0,0,0,1.0,Leeds,True,Bournemouth,,1.46
Robin Koch,Leeds,Bournemouth,2022-11-05,True,DC,90,0.0,0.12,0.0,0.0,1,2.0,0.0,3.6,0,0,3,0.0,False,0.4,0.0,83.57,0.0,0,0,0,0,0.0,Leeds,False,Tottenham,0.01,-0.03
Robin Koch,Leeds,Tottenham,2022-11-12,False,DC,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.1,0,0,4,1.86,True,0.6,0.02,84.38,0.0,0,0,0,0,1.0,Leeds,True,Manchester City,2.49,-1.17
Robin Koch,Leeds,Manchester City,2022-12-28,True,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.3,0,0,3,4.2,True,0.2,0.02,85.0,0.0,0,0,0,0,6.0,Leeds,False,Newcastle United,-5.11,-0.34
Robin Koch,Leeds,Newcastle United,2022-12-31,False,DC,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.6,0,1,0,2.01,True,1.0,0.02,85.5,0.11,0,0,0,0,1.0,Leeds,True,West Ham,-2.86,0.63
Robin Koch,Leeds,West Ham,2023-01-04,True,DC,90,0.0,0.03,0.0,0.0,1,1.0,0.0,6.1,0,0,2,1.42,True,2.0,0.02,85.91,0.1,0,0,0,0,1.0,Leeds,False,Southampton,-2.03,-1.07
Robin Koch,Leeds,Southampton,2022-08-13,False,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.8,0,0,2,0.0,False,1.8,0.03,86.25,0.09,0,0,0,0,0.0,Leeds,False,Aston Villa,-1.61,0.59
Robin Koch,Leeds,Aston Villa,2023-01-13,False,DC,87,0.0,0.0,0.0,0.06,0,0.0,1.0,2.5,0,0,2,1.28,True,1.8,0.01,86.31,0.08,0,0,0,0,5.0,Leeds,True,Brentford,-0.12,0.69
Robin Koch,Leeds,Brentford,2023-01-22,True,DC,90,0.0,0.0,0.0,0.0,5,0.0,0.0,1.8,0,1,0,0.29,True,1.8,0.01,86.57,0.15,0,0,0,0,0.0,Leeds,False,Nottingham Forest,,
Robin Koch,Leeds,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,2.6,0.01,80.8,0.15,0,0,0,0,1.0,Leeds,False,Manchester United,2.58,-0.1
Robin Koch,Leeds,Manchester United,2023-02-08,False,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.3,0,0,2,2.19,True,1.4,0.01,81.38,0.14,0,0,0,0,1.0,Leeds,True,Manchester United,1.66,0.38
Robin Koch,Leeds,Manchester United,2023-02-12,True,DC,90,0.0,0.14,0.0,0.0,1,1.0,0.0,2.3,0,0,2,1.12,True,1.4,0.0,81.88,0.13,0,0,0,0,2.0,Leeds,False,Everton,1.15,-0.63
Robin Koch,Leeds,Everton,2023-02-18,False,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.5,0,0,1,1.52,True,1.4,0.03,82.33,0.12,0,0,0,0,8.0,Leeds,True,Southampton,-3.43,-0.38
Robin Koch,Leeds,Southampton,2023-02-25,True,DC,90,0.0,0.0,0.0,0.0,8,0.0,0.0,1.7,2,1,0,0.37,True,1.8,0.03,82.74,0.18,0,0,0,0,2.0,Leeds,False,Chelsea,-1.33,-0.72
Robin Koch,Leeds,Chelsea,2023-03-04,False,DC,90,0.0,0.07,0.0,0.0,2,1.0,0.0,2.3,0,0,1,1.52,True,2.4,0.03,83.1,0.17,0,0,0,0,1.0,Leeds,True,Brighton,-4.64,-0.71
Robin Koch,Leeds,Brighton,2023-03-11,True,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.7,0,0,2,1.63,True,2.8,0.04,83.43,0.16,0,0,0,0,1.0,Leeds,False,Wolverhampton,-3.79,-0.46
Robin Koch,Leeds,Wolverhampton,2023-03-18,False,DC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.9,0,0,2,2.86,True,2.8,0.04,83.73,0.15,0,0,0,0,0.0,Leeds,False,Arsenal,0.14,-0.0
Robin Koch,Leeds,Arsenal,2023-04-01,False,DC,73,0.0,0.0,0.0,0.0,0,0.0,0.0,1.9,0,0,3,3.26,True,2.8,0.01,83.26,0.14,0,0,0,0,2.0,Leeds,True,Nottingham Forest,1.75,
Robin Koch,Leeds,Nottingham Forest,2023-04-04,True,DC,90,0.0,0.05,0.0,0.0,2,1.0,0.0,1.7,0,0,1,0.79,True,2.4,0.01,83.54,0.14,0,0,0,0,6.0,Leeds,True,Chelsea,-0.38,-0.25
Robin Koch,Leeds,Chelsea,2022-08-21,True,DC,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.5,0,1,0,0.0,False,1.2,0.02,83.8,0.17,0,0,0,0,0.0,Leeds,True,Crystal Palace,1.78,0.81
Robin Koch,Leeds,Crystal Palace,2023-04-09,True,DC,90,0.0,0.07,0.0,0.0,0,1.0,0.0,5.3,0,0,5,3.03,True,2.0,0.01,84.04,0.17,0,0,0,0,-1.0,Leeds,True,Liverpool,0.62,-0.53
Robin Koch,Leeds,Liverpool,2023-04-17,True,DC,90,0.0,0.07,0.0,0.0,-1,1.0,0.0,2.0,0,0,6,2.47,True,1.8,0.02,84.26,0.16,0,0,0,0,1.0,Leeds,False,Fulham,,1.37
Robin Koch,Leeds,Fulham,2023-04-22,False,DC,90,0.0,0.0,0.0,0.04,1,0.0,1.0,3.1,0,0,2,1.68,True,1.4,0.04,84.46,0.15,0,0,0,0,2.0,Leeds,True,Leeds United,,-0.79
Robin Koch,Leeds,Leeds United,2023-04-25,True,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,0.9,0,0,1,2.1,True,1.6,0.04,84.66,0.15,0,0,0,0,0.0,Leeds,False,Bournemouth,0.09,0.19
Robin Koch,Leeds,Bournemouth,2023-04-30,False,DC,90,0.0,0.07,0.0,0.0,0,1.0,0.0,5.3,0,0,4,1.98,True,1.6,0.03,84.83,0.14,0,0,0,0,0.0,Leeds,False,Manchester City,4.57,-1.26
Robin Koch,Leeds,Manchester City,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.04,82.1,0.14,0,0,0,0,1.0,Leeds,True,Newcastle United,-0.68,0.73
Robin Koch,Leeds,Newcastle United,2023-05-13,True,MC,90,0.0,0.0,0.0,0.08,1,0.0,1.0,3.5,0,0,2,2.42,True,0.4,0.03,82.34,0.14,0,0,0,0,0.0,Leeds,False,West Ham,0.82,0.14
Robin Koch,Leeds,West Ham,2023-05-21,False,MC,90,0.0,0.09,0.0,0.03,0,3.0,1.0,5.6,0,0,3,2.15,True,0.8,0.01,82.58,0.13,0,0,0,0,0.0,Leeds,True,Tottenham,-4.61,1.07
Robin Koch,Leeds,Tottenham,2023-05-28,True,MC,90,0.0,0.29,0.0,0.06,0,2.0,2.0,0.0,0,0,4,2.12,True,0.6,0.03,82.79,0.13,0,0,0,0,2.0,Leeds,False,Brighton,1.41,-0.39
Robin Koch,Leeds,Brighton,2022-08-27,False,DC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.9,0,0,1,0.0,False,0.2,0.09,83.0,0.12,0,0,0,0,2.0,Leeds,True,Everton,,0.34
Robin Koch,Leeds,Everton,2022-08-30,True,DC,90,0.0,0.03,0.0,0.0,2,2.0,0.0,4.1,0,0,1,0.0,False,0.6,0.08,83.19,0.12,0,0,0,0,0.0,Leeds,False,Brentford,-0.35,-0.55
Robin Koch,Leeds,Brentford,2022-09-03,False,DC,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,5,0.0,False,1.0,0.08,83.38,0.12,0,0,0,0,5.0,Leeds,True,Aston Villa,,0.55
Robin Koch,Leeds,Aston Villa,2022-10-02,True,DC,90,0.0,0.0,0.0,0.0,5,0.0,0.0,1.5,0,1,0,0.0,False,0.8,0.08,83.55,0.14,0,0,0,0,,Liverpool,False,Chelsea,,-0.72
