name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Nathan Collins,Wolves,Leicester City,2022-08-06,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.5,0,0,2,0.0,0,1.0,0.0,90.0,0.0,1.65,1.48,0.28,0,8.0,Wolves,True,Fulham,,-0.3
Nathan Collins,Wolves,Fulham,2022-08-13,True,90,0.0,0.0,0.0,0.0,8,0.0,0.0,1.6,2,1,0,0.0,0,4.5,0.0,90.0,0.5,1.65,1.48,0.28,0,1.0,Wolves,False,Tottenham,-4.46,-0.03
Nathan Collins,Wolves,Tottenham,2022-08-20,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.8,0,0,1,0.0,0,3.33,0.0,90.0,0.33,1.65,1.48,0.28,0,2.0,Wolves,True,Newcastle United,-1.53,0.73
Nathan Collins,Wolves,Newcastle United,2022-08-28,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,3.0,0,0,1,0.0,0,3.0,0.0,90.0,0.25,1.65,1.48,0.28,0,7.0,Wolves,False,Bournemouth,,0.19
Nathan Collins,Wolves,Bournemouth,2022-08-31,False,90,0.0,0.0,0.0,0.07,7,0.0,2.0,4.5,1,1,0,0.0,0,3.8,0.0,90.0,0.4,1.65,1.48,0.28,0,9.0,Wolves,True,Southampton,-4.51,-0.38
Nathan Collins,Wolves,Southampton,2022-09-03,True,90,0.0,0.0,0.0,0.0,9,0.0,0.0,2.3,3,1,0,0.0,0,5.4,0.0,90.0,0.5,1.65,1.48,0.28,0,-3.0,Wolves,True,Manchester City,4.97,-1.17
Nathan Collins,Wolves,Manchester City,2022-09-17,True,32,0.0,0.0,0.0,0.0,-3,0.0,0.0,0.8,0,0,3,0.0,0,3.2,0.0,81.71,0.43,1.65,1.48,0.28,0,0.0,Wolves,False,West Ham,0.58,0.14
Nathan Collins,Wolves,West Ham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,3.0,0.0,71.5,0.43,1.65,1.48,0.28,0,0.0,Wolves,False,Chelsea,-1.63,-0.72
Nathan Collins,Wolves,Chelsea,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,2.6,0.0,63.56,0.43,1.65,1.48,0.28,0,0.0,Wolves,True,Nottingham Forest,,
Nathan Collins,Wolves,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1.2,0.0,57.2,0.43,1.65,1.48,0.28,0,1.0,Wolves,False,Crystal Palace,3.09,0.13
Nathan Collins,Wolves,Crystal Palace,2022-10-18,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.7,0,0,2,0.0,0,-0.4,0.0,60.18,0.38,1.65,1.48,0.28,0,0.0,Wolves,True,Leeds United,-1.61,-0.79
Nathan Collins,Wolves,Leeds United,2022-10-23,True,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.3,0,0,4,0.0,0,0.2,0.0,62.67,0.33,1.65,1.48,0.28,0,2.0,Wolves,False,Brentford,-1.55,-0.55
Nathan Collins,Wolves,Brentford,2022-10-29,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.7,0,0,1,0.0,0,0.6,0.0,64.77,0.3,1.65,1.48,0.28,0,0.0,Wolves,True,Brighton,5.19,-0.71
Nathan Collins,Wolves,Brighton,2022-11-05,True,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.7,0,0,3,0.0,0,0.6,0.0,66.57,0.27,1.65,1.48,0.28,0,1.0,Wolves,True,Arsenal,1.59,0.36
Nathan Collins,Wolves,Arsenal,2022-11-12,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.9,0,0,2,1.81,1,0.8,0.0,68.13,0.25,1.65,1.48,0.28,0,2.0,Wolves,False,Everton,-1.05,-0.63
Nathan Collins,Wolves,Everton,2022-12-26,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.5,0,0,1,1.73,1,1.0,0.0,69.5,0.23,1.65,1.48,0.28,0,2.0,Wolves,True,Manchester United,-0.79,0.38
Nathan Collins,Wolves,Manchester United,2022-12-31,True,90,0.0,0.03,0.0,0.0,2,1.0,0.0,2.5,0,0,1,1.99,1,1.4,0.01,70.71,0.21,1.65,1.48,0.28,0,2.0,Wolves,False,Aston Villa,-2.09,0.59
Nathan Collins,Wolves,Aston Villa,2023-01-04,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.4,0,0,1,1.61,1,1.4,0.01,71.78,0.2,1.65,1.48,0.28,0,6.0,Wolves,True,West Ham,-2.69,0.63
Nathan Collins,Wolves,West Ham,2023-01-14,True,90,0.0,0.0,0.0,0.0,6,0.0,0.0,2.6,0,1,0,1.02,1,2.6,0.01,72.74,0.25,1.65,1.48,0.28,0,1.0,Wolves,False,Manchester City,-0.09,-1.26
Nathan Collins,Wolves,Manchester City,2023-01-22,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.2,0,0,3,2.63,1,2.6,0.01,73.6,0.24,1.65,1.48,0.28,0,0.0,Wolves,True,Liverpool,0.37,-0.53
Nathan Collins,Wolves,Liverpool,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,2.2,0.01,70.1,0.24,1.65,1.48,0.28,0,0.0,Wolves,False,Southampton,-2.8,-1.07
Nathan Collins,Wolves,Southampton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,1.8,0.0,66.91,0.24,1.65,1.48,0.28,0,0.0,Wolves,True,Bournemouth,,1.46
Nathan Collins,Wolves,Bournemouth,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1.4,0.0,64.0,0.24,1.65,1.48,0.28,0,0.0,Wolves,False,Fulham,,1.37
Nathan Collins,Wolves,Fulham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.2,0.0,61.33,0.24,1.65,1.48,0.28,0,0.0,Wolves,False,Liverpool,,-1.33
Nathan Collins,Wolves,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,58.88,0.24,1.65,1.48,0.28,0,1.0,Wolves,True,Tottenham,2.05,1.07
Nathan Collins,Wolves,Tottenham,2023-03-04,True,45,0.0,0.0,0.0,0.0,1,0.0,0.0,2.1,0,0,0,0.67,0,0.2,0.0,58.35,0.22,1.65,1.48,0.28,0,1.0,Wolves,False,Newcastle United,,-0.34
Nathan Collins,Wolves,Newcastle United,2023-03-12,False,15,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,0,1,0.15,0,0.4,0.0,56.74,0.21,1.65,1.48,0.28,0,0.0,Wolves,True,Leicester City,,0.83
Nathan Collins,Wolves,Leicester City,2023-03-18,True,45,0.0,0.03,0.0,0.0,0,1.0,0.0,1.9,0,0,3,1.15,0,0.4,0.01,56.32,0.2,1.65,1.48,0.28,0,0.0,Wolves,False,Nottingham Forest,,
Nathan Collins,Wolves,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.4,0.01,54.38,0.2,1.65,1.48,0.28,0,1.0,Wolves,True,Chelsea,-1.03,-0.25
Nathan Collins,Wolves,Chelsea,2023-04-08,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,0.0,0,0.6,0.01,52.6,0.19,1.65,1.48,0.28,0,0.0,Wolves,True,Brentford,3.23,0.69
