name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded
Kai Havertz,Chelsea,Crystal Palace,2021-08-14,True,Sub,8,0,0.0,0,0.0,1,0,0,0.2,0,0,0
Kai Havertz,Chelsea,Newcastle United,2021-10-30,False,FW,90,0,0.4718225002288818,0,0.5845125913619995,6,4,1,6.4,0,1,0
Kai Havertz,Chelsea,Burnley,2021-11-06,True,FW,90,1,0.8841251730918884,0,0.0,8,3,0,9.1,1,0,1
Kai Havertz,Chelsea,Leeds United,2021-11-20,False,FW,61,0,0.0465402267873287,0,0.0,3,1,0,1.2,0,1,0
Kai Havertz,Chelsea,Watford,2021-12-01,False,FW,90,0,0.0657272562384605,1,0.5758756995201111,5,1,2,8.5,0,0,1
Kai Havertz,Chelsea,West Ham,2021-12-04,False,FW,45,0,0.1815705150365829,0,0.0,1,2,0,4.7,0,0,1
Kai Havertz,Chelsea,Leicester City,2021-12-11,True,FW,90,0,0.4919490814208984,0,0.0,2,3,0,6.6,0,0,2
Kai Havertz,Chelsea,Arsenal,2021-08-22,False,AMC,89,0,1.0676684379577637,0,0.0,3,4,0,9.2,0,1,0
Kai Havertz,Chelsea,Liverpool,2022-01-02,True,FW,78,0,0.0776043087244033,0,0.0,2,1,0,2.8,0,0,2
Kai Havertz,Chelsea,Brighton,2022-01-18,False,Sub,10,0,0.0,0,0.0,1,0,0,0.3,0,0,0
Kai Havertz,Chelsea,Crystal Palace,2022-02-19,False,FWL,90,0,0.0476624406874179,0,0.0206521544605493,2,1,1,2.3,0,1,0
Kai Havertz,Chelsea,Burnley,2022-03-05,False,FW,90,2,1.3203781843185425,0,0.0,14,2,0,14.8,1,1,0
Kai Havertz,Chelsea,Norwich,2022-03-10,False,FW,90,1,0.389676034450531,1,0.2527651786804199,12,4,2,17.1,2,0,1
Kai Havertz,Chelsea,Newcastle United,2022-03-13,True,FW,90,1,0.8679429888725281,0,0.0652783587574958,7,3,1,11.2,0,1,0
Kai Havertz,Chelsea,Liverpool,2021-08-28,False,AMC,45,1,0.1230041608214378,0,0.0,7,2,0,7.4,1,0,1
Kai Havertz,Chelsea,Brentford,2022-04-02,True,FW,90,0,0.6789600253105164,0,0.1641798913478851,2,4,2,9.8,0,0,4
Kai Havertz,Chelsea,Southampton,2022-04-09,False,FW,45,1,0.6992246508598328,0,0.1221038699150085,6,2,2,10.0,0,0,0
Kai Havertz,Chelsea,Arsenal,2022-04-20,True,Sub,30,0,0.0,0,0.0,1,0,0,0.5,0,0,1
Kai Havertz,Chelsea,West Ham,2022-04-24,True,FW,75,0,0.0621691159904003,0,0.1153418272733688,3,1,2,5.1,0,1,0
Kai Havertz,Chelsea,Manchester United,2022-04-28,False,FW,69,0,1.338402509689331,1,0.4925011396408081,5,5,4,13.7,0,0,1
Kai Havertz,Chelsea,Everton,2022-05-01,False,FW,90,0,0.0462935157120227,0,0.0426751673221588,1,1,1,2.5,0,0,1
Kai Havertz,Chelsea,Wolverhampton,2022-05-07,True,Sub,1,0,0.0521606989204883,0,0.0,1,1,0,0.2,0,0,1
Kai Havertz,Chelsea,Leeds United,2022-05-19,True,Sub,12,0,0.0,0,0.0,1,0,0,0.2,0,0,0
Kai Havertz,Chelsea,Watford,2022-05-22,True,FW,90,1,1.3052023649215698,0,0.0785727277398109,7,5,2,0.0,0,0,1
Kai Havertz,Chelsea,Aston Villa,2021-09-11,True,AMC,63,0,0.0771390870213508,0,0.0533217340707778,3,1,1,3.0,0,1,0
Kai Havertz,Chelsea,Tottenham,2021-09-19,False,AMC,69,0,0.2037141025066375,0,0.0,3,3,0,3.5,0,1,0
Kai Havertz,Chelsea,Manchester City,2021-09-25,True,Sub,30,0,0.0,0,0.0,1,0,0,0.1,0,0,0
Kai Havertz,Chelsea,Brentford,2021-10-16,False,Sub,13,0,0.0,0,0.0,1,0,0,1.2,0,0,0
Kai Havertz,Chelsea,Norwich,2021-10-23,True,FW,69,0,0.1719396412372589,0,0.0,3,2,0,5.0,0,1,0
