name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game
Alex Oxlade-Chamberlain,Liverpool,Norwich,2021-08-14,False,MC,60,0,0.03,0,0.0,3,2,0,0.7,0,1,0,0.0,0.0,60.0
Alex Oxlade-Chamberlain,Liverpool,Brighton,2021-10-30,True,Sub,70,0,0.07,1,0.44,7,2,2,7.0,2,0,2,3.0,0.03,65.0
Alex Oxlade-Chamberlain,Liverpool,West Ham,2021-11-07,False,MC,68,0,0.02,0,0.0,2,1,0,2.7,0,0,2,5.0,0.55,66.0
Alex Oxlade-Chamberlain,Liverpool,Arsenal,2021-11-20,True,MC,75,0,0.16,0,0.0,3,3,0,5.1,0,1,0,4.0,0.37,68.25
Alex Oxlade-Chamberlain,Liverpool,Southampton,2021-11-27,True,Sub,31,0,0.11,0,0.04,1,2,1,3.3,0,0,0,3.75,0.32,60.8
Alex Oxlade-Chamberlain,Liverpool,Everton,2021-12-01,False,Sub,7,0,0.0,0,0.0,1,0,0,0.1,0,0,0,3.2,0.28,51.83
Alex Oxlade-Chamberlain,Liverpool,Wolverhampton,2021-12-04,False,Sub,8,0,0.0,0,0.0,1,0,0,0.6,0,0,0,2.8,0.27,45.57
Alex Oxlade-Chamberlain,Liverpool,Aston Villa,2021-12-11,True,FW,57,0,0.02,0,0.0,1,1,0,1.5,0,0,0,1.6,0.06,47.0
Alex Oxlade-Chamberlain,Liverpool,Newcastle United,2021-12-16,True,MC,73,0,0.02,0,0.4,2,1,1,2.5,0,0,1,1.4,0.06,49.89
Alex Oxlade-Chamberlain,Liverpool,Leeds United,2021-12-28,False,MC,54,0,0.0,0,0.0,1,0,0,1.7,0,0,0,1.2,0.03,50.3
Alex Oxlade-Chamberlain,Liverpool,Chelsea,2022-01-02,False,Sub,21,0,0.0,0,0.0,1,0,0,0.2,0,0,0,1.2,0.01,47.64
Alex Oxlade-Chamberlain,Liverpool,Brentford,2022-01-16,True,FWR,73,1,0.36,0,0.19,8,2,3,10.8,0,1,0,1.2,0.01,49.75
Alex Oxlade-Chamberlain,Liverpool,Crystal Palace,2022-01-23,False,FWR,59,1,0.23,0,0.11,6,3,1,9.9,0,0,1,2.6,0.08,50.46
Alex Oxlade-Chamberlain,Liverpool,Norwich,2022-02-19,True,MC,61,0,0.14,0,0.0,2,3,0,3.3,0,0,1,3.6,0.12,51.21
Alex Oxlade-Chamberlain,Liverpool,Leicester City,2021-09-12,False,Sub,8,0,0.0,0,0.0,1,0,0,0.8,0,0,0,3.6,0.15,48.33
Alex Oxlade-Chamberlain,Liverpool,Watford,2021-10-16,False,Sub,26,0,0.0,0,0.04,1,0,1,1.7,0,0,0,3.6,0.15,46.94
Alex Oxlade-Chamberlain,Liverpool,Manchester United,2021-10-24,False,Sub,26,0,0.02,0,0.04,1,1,1,2.1,0,0,0,3.6,0.15,45.71
