name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded
Alexis Mac Allister,Brighton,Burnley,2021-08-14,False,Sub,14,1,0.3393200039863586,0,0.0,9,1,0,5.6,3,0,0
Alexis Mac Allister,Brighton,Liverpool,2021-10-30,False,Sub,30,0,0.0,0,0.0,1,0,0,0.8,0,0,0
Alexis Mac Allister,Brighton,Newcastle United,2021-11-06,True,Sub,45,0,0.0244329664856195,0,0.0,1,1,0,1.8,0,0,1
Alexis Mac Allister,Brighton,Aston Villa,2021-11-20,False,Sub,1,0,0.0452774055302143,0,0.0,0,1,0,0.9,0,0,1
Alexis Mac Allister,Brighton,Wolverhampton,2021-12-15,True,Sub,29,0,0.0201549082994461,0,0.0,1,1,0,0.4,0,0,0
Alexis Mac Allister,Brighton,Brentford,2021-12-26,True,MC,84,0,0.1498715579509735,0,0.0186204705387353,3,4,1,3.3,0,1,0
Alexis Mac Allister,Brighton,Watford,2021-08-21,True,AMC,90,0,0.6038995981216431,0,0.1107980087399482,3,3,3,9.1,0,1,0
Alexis Mac Allister,Brighton,Chelsea,2021-12-29,False,AMC,79,0,0.1143697425723075,0,0.2668011784553528,2,3,5,12.7,0,0,1
Alexis Mac Allister,Brighton,Everton,2022-01-02,False,ML,90,2,0.5316804647445679,0,0.1207634508609771,15,3,2,15.9,3,0,2
Alexis Mac Allister,Brighton,Crystal Palace,2022-01-14,True,MC,90,0,0.0203559715300798,0,0.4342063963413238,3,1,2,6.1,1,0,1
Alexis Mac Allister,Brighton,Chelsea,2022-01-18,True,MC,90,0,0.1607896983623504,1,0.0822498798370361,6,2,1,8.7,1,0,1
Alexis Mac Allister,Brighton,Leeds United,2022-01-23,False,MC,90,0,0.0867680683732032,0,0.0139719182625412,2,3,1,5.2,0,0,1
Alexis Mac Allister,Brighton,Watford,2022-02-12,False,Sub,26,0,0.0,0,0.0,1,0,0,1.9,0,0,0
Alexis Mac Allister,Brighton,Manchester United,2022-02-15,False,MC,90,0,0.0960836112499237,0,0.0481122694909572,1,2,1,4.6,0,0,2
Alexis Mac Allister,Brighton,Burnley,2022-02-19,True,ML,90,0,0.1248449012637138,0,0.0520765744149684,2,3,2,6.7,0,0,3
Alexis Mac Allister,Brighton,Aston Villa,2022-02-26,True,MC,90,0,0.0820570513606071,0,0.0,2,2,0,2.3,0,0,2
Alexis Mac Allister,Brighton,Newcastle United,2022-03-05,False,Sub,11,0,0.0,0,0.0,1,0,0,0.5,0,0,0
Alexis Mac Allister,Brighton,Liverpool,2022-03-12,True,AMC,90,0,0.0,0,0.0616012625396251,1,0,3,4.8,0,0,2
Alexis Mac Allister,Brighton,Tottenham,2022-03-16,True,AMC,90,0,0.5687994956970215,0,0.0,2,5,0,5.2,0,0,2
Alexis Mac Allister,Brighton,Everton,2021-08-28,True,AMC,45,0,0.0484875366091728,0,0.0,1,1,0,2.2,0,0,1
Alexis Mac Allister,Brighton,Norwich,2022-04-02,True,MC,90,0,0.2790451943874359,0,0.0,3,7,0,4.7,0,1,0
Alexis Mac Allister,Brighton,Arsenal,2022-04-09,False,FW,90,0,0.0,0,0.0706726759672164,2,0,1,1.9,0,0,1
Alexis Mac Allister,Brighton,Tottenham,2022-04-16,False,FW,90,0,0.0307074580341577,0,0.0,3,1,0,1.8,0,1,0
Alexis Mac Allister,Brighton,Manchester City,2022-04-20,False,MC,90,0,0.0582066886126995,0,0.0,1,1,0,1.5,0,0,3
Alexis Mac Allister,Brighton,Southampton,2022-04-24,True,MC,90,0,0.0511241741478443,0,0.0134746134281158,2,1,1,5.5,0,0,2
Alexis Mac Allister,Brighton,Wolverhampton,2022-04-30,False,AMC,90,1,1.7447220087051392,0,0.0565789602696895,6,5,1,11.2,0,1,0
Alexis Mac Allister,Brighton,Manchester United,2022-05-07,True,AMC,66,0,0.5938321352005005,0,0.0,3,1,0,3.6,0,1,0
Alexis Mac Allister,Brighton,Leicester City,2022-05-15,False,AMC,90,0,0.2452833354473114,0,0.525539219379425,2,4,3,8.5,0,0,1
Alexis Mac Allister,Brighton,West Ham,2022-05-22,True,AMC,90,0,0.0104370340704917,0,0.1568897366523742,2,1,3,0.0,0,0,1
Alexis Mac Allister,Brighton,Brentford,2021-09-11,False,Sub,26,0,0.0267358608543872,1,0.0933308899402618,4,1,1,4.7,0,0,0
Alexis Mac Allister,Brighton,Arsenal,2021-10-02,True,Sub,12,0,0.0141204772517085,0,0.0,1,1,0,1.4,0,0,0
Alexis Mac Allister,Brighton,Norwich,2021-10-16,False,Sub,6,0,0.0,0,0.0,1,0,0,0.1,0,0,0
Alexis Mac Allister,Brighton,Manchester City,2021-10-23,True,Sub,18,1,0.7611688375473022,0,0.0,6,1,0,5.2,0,0,1
