name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded
Moussa Djenepo,Southampton,Everton,2021-08-14,False,ML,90,0,0.0,0,0.0,2,0,0,3.8,0,0,3
Moussa Djenepo,Southampton,Crystal Palace,2021-12-15,False,Sub,20,0,0.018318610265851,0,0.0213538371026515,1,1,1,1.9,0,0,0
Moussa Djenepo,Southampton,Manchester United,2021-08-22,True,ML,69,0,0.037314798682928,0,0.0300253834575414,1,1,1,3.7,0,0,1
Moussa Djenepo,Southampton,Everton,2022-02-19,True,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,0,0
Moussa Djenepo,Southampton,Norwich,2022-02-25,True,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,0,0
Moussa Djenepo,Southampton,Newcastle United,2022-03-10,True,Sub,5,0,0.0,0,0.0,1,0,0,0.5,0,0,0
Moussa Djenepo,Southampton,Newcastle United,2021-08-28,False,ML,57,0,0.97758549451828,0,0.0147761665284633,0,3,1,4.8,0,0,1
Moussa Djenepo,Southampton,Leeds United,2022-05-22,False,Sub,18,0,0.0227207522839307,0,0.0,1,1,0,0.0,0,0,3
Moussa Djenepo,Southampton,West Ham,2021-09-11,True,ML,90,0,0.0982541218400001,0,0.0542190223932266,3,2,1,5.3,0,1,0
Moussa Djenepo,Southampton,Wolverhampton,2021-09-26,True,Sub,26,0,0.0348700545728206,0,0.0,1,1,0,0.7,0,0,0
Moussa Djenepo,Southampton,Chelsea,2021-10-02,False,Sub,17,0,0.0,0,0.0,0,0,0,0.2,0,0,2
Moussa Djenepo,Southampton,Leicester City,2021-10-16,True,ML,58,0,0.0879047214984893,0,0.149396926164627,1,2,2,4.9,0,0,0
