name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability
Andrew Robertson,Liverpool,Norwich,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0.0
Andrew Robertson,Liverpool,Brighton,2021-10-30,True,DL,90,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,0,0,2,0.0,0.0,45.0,0.0
Andrew Robertson,Liverpool,West Ham,2021-11-07,False,DL,90,0.0,0.0,0.0,0.32,1,0.0,1.0,4.9,0,0,3,0.0,0.0,60.0,0.0
Andrew Robertson,Liverpool,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,0.33,0.0,45.0,0.0
Andrew Robertson,Liverpool,Southampton,2021-11-27,True,DL,90,0.0,0.0,1.0,1.4,12,0.0,4.0,9.4,3,1,0,0.25,0.0,54.0,0.33
Andrew Robertson,Liverpool,Everton,2021-12-01,False,DL,90,0.0,0.0,2.0,0.41,7,0.0,3.0,9.2,0,0,1,2.6,0.2,60.0,0.25
Andrew Robertson,Liverpool,Wolverhampton,2021-12-04,False,DL,90,0.0,0.0,0.0,0.01,5,0.0,1.0,4.3,0,1,0,4.0,0.6,64.29,0.4
Andrew Robertson,Liverpool,Aston Villa,2021-12-11,True,DL,90,0.0,0.01,0.0,0.32,8,1.0,3.0,12.1,2,1,0,5.0,0.6,67.5,0.5
Andrew Robertson,Liverpool,Newcastle United,2021-12-16,True,DL,90,0.0,0.0,0.0,0.09,2,0.0,1.0,3.9,0,0,1,6.4,0.6,70.0,0.43
Andrew Robertson,Liverpool,Tottenham,2021-12-19,False,DL,76,1.0,0.93,1.0,0.07,9,2.0,2.0,13.3,2,0,2,6.8,0.6,70.6,0.38
Andrew Robertson,Liverpool,Burnley,,True,,0,,,,,0,,,0.0,0,0,0,6.2,0.79,64.18,0.38
Andrew Robertson,Liverpool,Leeds United,,False,,0,,,,,0,,,0.0,0,0,0,4.8,0.39,58.83,0.38
Andrew Robertson,Liverpool,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,3.8,0.39,54.31,0.38
Andrew Robertson,Liverpool,Brentford,2022-01-16,True,DL,90,0.0,0.05,1.0,0.41,12,1.0,3.0,10.1,3,1,0,2.2,0.39,56.86,0.44
Andrew Robertson,Liverpool,Crystal Palace,2022-01-23,False,DL,90,0.0,0.09,2.0,0.31,11,3.0,3.0,11.0,3,0,1,4.2,0.6,59.07,0.4
Andrew Robertson,Liverpool,Leeds United,2022-02-10,True,DL,90,0.0,0.0,0.0,0.05,6,0.0,2.0,5.6,0,1,0,4.6,0.63,61.0,0.45
Andrew Robertson,Liverpool,Burnley,2022-02-13,False,DL,90,0.0,0.01,0.0,0.11,7,1.0,2.0,5.9,1,1,0,5.8,0.63,62.71,0.5
Andrew Robertson,Liverpool,Norwich,,True,,0,,,,,0,,,0.0,0,0,0,7.2,0.63,59.22,0.5
Andrew Robertson,Liverpool,Leicester City,2022-02-23,True,DL,90,0.0,0.12,1.0,0.52,13,1.0,5.0,10.7,1,1,0,7.2,0.63,60.84,0.54
Andrew Robertson,Liverpool,West Ham,2022-03-05,True,DL,90,0.0,0.0,0.0,0.21,6,0.0,3.0,7.6,0,1,0,7.4,0.64,62.3,0.57
Andrew Robertson,Liverpool,Brighton,2022-03-12,False,DL,90,0.0,0.04,0.0,0.18,6,1.0,1.0,3.1,0,1,0,6.4,0.23,63.62,0.6
Andrew Robertson,Liverpool,Arsenal,2022-03-16,False,DL,90,0.0,0.02,1.0,0.82,12,1.0,2.0,8.2,3,1,0,6.4,0.23,64.82,0.62
Andrew Robertson,Liverpool,Chelsea,2021-08-28,True,DL,85,0.0,0.02,0.0,0.16,2,1.0,4.0,8.8,0,0,1,7.4,0.44,65.7,0.59
Andrew Robertson,Liverpool,Watford,2022-04-02,True,DL,90,0.0,0.03,0.0,0.05,6,1.0,1.0,4.0,0,1,0,7.8,0.44,66.71,0.61
Andrew Robertson,Liverpool,Manchester City,2022-04-10,False,DL,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.4,0,0,2,6.4,0.22,67.64,0.58
Andrew Robertson,Liverpool,Manchester United,2022-04-19,True,DL,90,0.0,0.0,0.0,0.08,6,0.0,3.0,6.4,0,1,0,5.2,0.22,68.5,0.6
Andrew Robertson,Liverpool,Everton,2022-04-24,True,DL,90,1.0,0.36,0.0,0.09,15,2.0,1.0,9.8,3,1,0,5.2,0.21,69.3,0.62
Andrew Robertson,Liverpool,Newcastle United,2022-04-30,False,DL,90,0.0,0.02,0.0,0.04,6,1.0,1.0,5.1,0,1,0,5.8,0.08,70.04,0.64
Andrew Robertson,Liverpool,Tottenham,2022-05-07,True,DL,63,0.0,0.0,0.0,0.2,2,0.0,3.0,6.6,0,0,1,6.6,0.08,69.79,0.61
Andrew Robertson,Liverpool,Aston Villa,,False,,0,,,,,0,,,0.0,0,0,0,5.8,0.08,67.47,0.61
Andrew Robertson,Liverpool,Southampton,,False,,0,,,,,0,,,0.0,0,0,0,5.8,0.08,65.29,0.61
Andrew Robertson,Liverpool,Wolverhampton,2022-05-22,True,DL,90,1.0,0.54,0.0,0.0,9,2.0,0.0,0.0,1,0,1,4.6,0.08,66.06,0.58
Andrew Robertson,Liverpool,Leicester City,2021-09-12,False,DL,90,0.0,0.0,0.0,0.27,7,0.0,4.0,7.0,1,1,0,3.4,0.11,66.79,0.6
Andrew Robertson,Liverpool,Crystal Palace,,True,,0,,,,,0,,,0.0,0,0,0,3.6,0.11,64.82,0.6
Andrew Robertson,Liverpool,Brentford,2021-09-25,False,DL,90,0.0,0.04,1.0,0.02,3,1.0,1.0,6.1,0,0,3,3.2,0.11,65.54,0.58
Andrew Robertson,Liverpool,Manchester City,2021-10-03,True,DL,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.2,0,0,2,3.8,0.32,66.22,0.56
Andrew Robertson,Liverpool,Watford,2021-10-16,False,DL,63,0.0,0.0,0.0,0.06,6,0.0,1.0,3.4,0,1,0,4.0,0.32,66.14,0.57
Andrew Robertson,Liverpool,Manchester United,2021-10-24,False,DL,90,0.0,0.0,0.0,0.0,6,0.0,0.0,3.3,0,1,0,3.4,0.21,66.76,0.59
