name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Tottenham,2021-10-30,False,FW,70,1,0.13,1,0.58,12,2,2,12.0,3,0.0,0.0,70.0
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Manchester City,2021-11-06,True,FW,90,0,0.08,0,0.0,1,1,0,2.9,0,12.0,1.13,80.0
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Watford,2021-11-20,False,FW,90,0,0.55,1,0.73,5,4,2,9.7,0,6.5,0.61,83.33
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Chelsea,2021-11-28,False,Sub,26,0,0.0,0,0.0,0,0,0,0.3,0,6.0,0.92,69.0
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Arsenal,2021-12-02,True,FW,87,2,1.44,0,0.0,13,6,0,14.9,3,4.5,0.69,72.6
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Crystal Palace,2021-12-05,True,FW,90,0,0.3,0,0.02,2,5,1,11.2,0,6.2,0.84,75.5
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Norwich,2021-12-11,False,FW,90,1,1.67,0,0.0,9,3,0,9.1,3,4.2,0.67,77.57
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Newcastle United,2021-12-27,False,FW,90,0,0.15,0,0.0,1,2,0,4.2,0,5.8,0.99,79.12
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Burnley,2021-12-30,True,FW,90,1,1.28,1,0.09,12,7,2,14.7,3,5.0,0.71,80.33
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Wolverhampton,2022-01-03,True,FW,90,0,0.12,0,0.11,2,2,1,4.1,0,7.4,1.17,81.3
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Brentford,2022-01-19,False,FW,70,0,0.19,0,0.0,2,3,0,5.4,0,5.2,0.9,80.27
Cristiano Ronaldo dos Santos Aveiro,Man Utd,West Ham,2022-01-22,True,FW,90,0,0.17,0,0.1,2,3,2,8.4,0,5.2,0.88,81.08
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Burnley,2022-02-08,False,Sub,22,0,0.24,0,0.0,1,3,0,2.3,0,3.8,0.58,76.54
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Southampton,2022-02-12,True,FW,90,0,0.59,0,0.56,2,2,1,7.2,0,3.8,0.6,77.5
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Brighton,2022-02-15,True,FW,90,1,0.83,0,1.1,8,5,3,14.9,2,1.8,0.26,78.33
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Leicester City,2022-02-20,False,FW,84,0,0.84,0,0.13,1,2,1,7.2,0,3.0,0.4,78.69
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Watford,2022-02-26,True,FW,90,0,0.55,0,0.12,2,4,2,9.6,0,2.8,0.53,79.35
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Tottenham,2022-03-12,True,FW,82,3,0.91,0,0.0,17,8,0,21.3,3,2.8,0.61,79.5
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Everton,2022-04-09,False,FW,90,0,0.16,0,0.02,1,2,1,6.2,0,6.0,0.74,80.05
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Norwich,2022-04-16,True,FW,90,3,0.84,0,0.02,17,8,1,21.8,3,5.8,0.66,80.55
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Arsenal,2022-04-23,False,FW,90,1,0.46,0,0.59,7,3,2,10.5,2,7.6,0.66,81.0
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Chelsea,2022-04-28,True,FW,90,1,0.4,0,0.0,9,3,0,7.7,3,8.8,0.58,81.41
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Brentford,2022-05-02,True,FW,90,1,0.8,0,0.12,7,2,1,10.0,1,10.2,0.55,81.78
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Brighton,2022-05-07,False,FW,90,0,0.32,0,0.0,1,5,0,3.0,0,8.2,0.53,82.12
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Newcastle United,2021-09-11,True,FW,90,2,1.42,0,0.02,13,6,1,17.8,3,8.2,0.57,82.44
Cristiano Ronaldo dos Santos Aveiro,Man Utd,West Ham,2021-09-19,False,FW,90,1,1.9,0,0.0,6,7,0,18.7,0,7.4,0.68,82.73
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Aston Villa,2021-09-25,True,FW,90,0,0.12,0,0.02,2,4,1,5.8,0,7.2,0.97,83.0
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Everton,2021-10-02,True,Sub,33,0,0.12,0,0.05,1,1,1,2.2,0,5.8,0.91,81.21
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Leeds United,2021-10-16,False,FW,90,0,0.23,0,0.04,2,3,1,5.6,0,4.6,0.77,81.52
Cristiano Ronaldo dos Santos Aveiro,Man Utd,Liverpool,2021-10-24,True,FW,90,0,0.41,0,0.0,1,4,0,5.9,0,4.8,0.76,81.8
