name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Charlie Robinson,DEF,Fulham,0.8,0,0,0,0.0,0.0,0.0,264,0,0,0.0,0,Arsenal,0,0,0,0,0,True,0
Charlie Robinson,DEF,Fulham,0.5,0,0,0,0.0,0.0,0.0,282,0,0,0.0,0,Bournemouth,0,0,0,0,0,False,0
Charlie Robinson,DEF,Fulham,0.0,0,0,0,0.0,0.0,0.0,293,0,0,0.0,0,West Ham,0,0,0,0,0,True,0
Charlie Robinson,DEF,Fulham,0.0,0,0,0,0.0,0.0,0.0,303,0,0,0.0,0,Everton,0,0,0,0,0,False,0
Charlie Robinson,DEF,Fulham,0.0,0,0,0,0.0,0.0,0.0,316,0,0,0.0,0,Leicester City,0,0,0,0,0,True,0
Charlie Robinson,DEF,Fulham,0.0,0,0,0,0.0,0.0,0.0,321,0,0,0.0,0,Aston Villa,0,0,0,0,0,False,0
Charlie Robinson,DEF,Fulham,-1.5,0,0,0,0.0,0.0,0.0,336,0,0,0.0,0,Manchester City,0,0,0,0,0,True,0
Charlie Robinson,DEF,Fulham,-1.5,0,0,0,0.0,0.0,0.0,276,0,0,0.0,0,Liverpool,0,0,0,0,0,False,0
Charlie Robinson,DEF,Fulham,0.0,0,0,0,0.0,0.0,0.0,343,0,0,0.0,0,Leeds United,0,0,0,0,0,True,0
Charlie Robinson,DEF,Fulham,0.0,0,0,0,0.0,0.0,0.0,360,0,0,0.0,0,Southampton,0,0,0,0,0,False,0
Charlie Robinson,DEF,Fulham,0.0,0,0,0,0.0,0.0,0.0,363,0,0,0.0,0,Crystal Palace,0,0,0,0,0,True,0
Charlie Robinson,DEF,Fulham,0.0,0,0,0,0.0,0.0,0.0,379,0,0,0.0,0,Manchester United,0,0,0,0,0,False,0
