name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home
Rayan Aït-Nouri,DEF,Wolves,0,1,0.0,0,3.1,2022-08-13,90,,0,0,6,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,2,6.3,2022-08-06,90,,1,0,-1,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2022-10-18,0,,0,0,0,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2022-10-29,0,,0,0,0,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2022-10-23,0,,0,0,0,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,1,0.2,2022-10-08,18,,0,0,1,False
Rayan Aït-Nouri,DEF,Wolves,0,1,0.0,0,1.2,2022-10-15,90,,0,0,6,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,1,2.0,2022-11-05,16,,0,0,1,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2022-11-12,0,,0,0,0,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.7174,0,6.3,2022-12-26,31,,0,0,6,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.3528,1,1.6,2022-12-31,18,,0,0,1,True
Rayan Aït-Nouri,DEF,Wolves,0,0,1.4782,1,3.5,2023-01-04,31,,0,0,1,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-03-18,0,,0,0,0,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.2,2023-01-22,9,,0,0,1,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,1,4.0,2022-08-20,70,,0,0,1,False
Rayan Aït-Nouri,DEF,Wolves,0,1,1.86,0,1.6,2023-02-04,83,,0,1,6,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.5821,0,2.0,2023-01-14,26,,0,0,1,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-02-24,0,,0,0,0,False
Rayan Aït-Nouri,DEF,Wolves,0,0,2.15,2,1.5,2023-03-01,66,,0,0,1,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-03-04,0,,0,0,0,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.14,0,1.0,2023-02-18,28,,0,0,0,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.73,1,0.8,2023-02-11,45,,0,1,0,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.15,1,0.1,2023-03-12,21,,0,0,1,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-04-08,0,,0,0,0,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-04-01,0,,0,0,0,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-04-15,0,,0,0,0,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-04-22,0,,0,0,0,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-04-25,0,,0,0,0,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2022-08-28,0,,0,0,0,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-05-06,0,,0,0,0,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-05-13,0,,0,0,0,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,1.9,2022-08-31,30,,0,0,1,False
Rayan Aït-Nouri,DEF,Wolves,0,0,1.12,2,0.0,2023-05-28,45,,0,0,0,False
Rayan Aït-Nouri,DEF,Wolves,0,1,0.0,0,4.1,2022-09-03,90,,0,0,6,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-05-20,0,,0,0,0,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,0,0.0,2023-04-29,0,,0,0,0,False
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,3,2.7,2022-09-17,80,,0,0,1,True
Rayan Aït-Nouri,DEF,Wolves,0,0,0.0,2,4.2,2022-10-01,90,,0,0,1,False
