name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Joe Whitworth,Crystal Palace,Sheffield,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,Tottenham,0.96,0.69
Joe Whitworth,Crystal Palace,Tottenham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,False,Burnley,1.63,0.0
Joe Whitworth,Crystal Palace,Burnley,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,Everton,-0.5,0.53
Joe Whitworth,Crystal Palace,Everton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,False,Luton,,
Joe Whitworth,Crystal Palace,Luton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,False,West Ham,0.28,-0.22
Joe Whitworth,Crystal Palace,West Ham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,Bournemouth,-1.71,1.22
Joe Whitworth,Crystal Palace,Bournemouth,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,Liverpool,1.86,0.18
Joe Whitworth,Crystal Palace,Liverpool,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,False,Manchester City,-0.86,-1.32
Joe Whitworth,Crystal Palace,Manchester City,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,Brighton,0.52,-0.66
Joe Whitworth,Crystal Palace,Brighton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,False,Chelsea,2.53,-0.85
Joe Whitworth,Crystal Palace,Chelsea,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,Arsenal,-1.01,-0.11
Joe Whitworth,Crystal Palace,Arsenal,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,Brentford,0.87,0.79
Joe Whitworth,Crystal Palace,Brentford,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,False,Arsenal,3.15,-0.48
Joe Whitworth,Crystal Palace,Arsenal,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,Sheffield,,0.68
Joe Whitworth,Crystal Palace,Sheffield,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,False,Brighton,1.23,-0.6
Joe Whitworth,Crystal Palace,Brighton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,Chelsea,1.43,-0.25
Joe Whitworth,Crystal Palace,Chelsea,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,False,Everton,4.13,-0.24
Joe Whitworth,Crystal Palace,Everton,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,Burnley,0.4,0.39
Joe Whitworth,Crystal Palace,Burnley,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,False,Tottenham,4.49,-0.36
Joe Whitworth,Crystal Palace,Tottenham,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,Luton,,
Joe Whitworth,Crystal Palace,Luton,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,False,Brentford,-0.07,-0.53
Joe Whitworth,Crystal Palace,Brentford,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,False,Nottingham Forest,3.46,-0.55
Joe Whitworth,Crystal Palace,Nottingham Forest,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,False,Bournemouth,-2.19,0.19
Joe Whitworth,Crystal Palace,Bournemouth,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,Manchester City,,-0.96
Joe Whitworth,Crystal Palace,Manchester City,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,False,Liverpool,2.57,-1.01
Joe Whitworth,Crystal Palace,Liverpool,,False,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,West Ham,,0.49
Joe Whitworth,Crystal Palace,West Ham,,True,0,0,0.0,0,0,0,0,False,,False,0.0,0.0,0.0,0,0,0,0,0.0,Crystal Palace,True,Newcastle United,1.62,0.55
