name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points
Marcos Senesi,Bournemouth,Leeds United,2022-10-08,True,DC,90,0,0.0,0,0.0,2,0,0,2.7,0,0,1,0.0,False,0.0,0.0,90.0,0.0,0,0,0,0,1
Marcos Senesi,Bournemouth,Fulham,2022-10-15,False,DC,90,0,0.0,0,0.0,1,0,0,2.6,0,0,2,0.0,False,2.0,0.0,90.0,0.0,0,0,0,0,2
Marcos Senesi,Bournemouth,Southampton,2022-10-19,True,DC,76,0,0.1,0,0.02,2,1,1,3.4,0,0,1,0.0,False,1.5,0.0,85.33,0.0,0,0,0,0,1
Marcos Senesi,Bournemouth,West Ham,2022-10-24,False,DC,90,0,0.0,0,0.0,1,0,0,2.8,0,0,2,0.0,False,1.67,0.03,86.5,0.0,0,0,0,0,1
Marcos Senesi,Bournemouth,Tottenham,2022-10-29,True,DC,90,0,0.0,0,0.0,1,0,0,2.5,0,0,3,0.0,False,1.5,0.02,87.2,0.0,0,0,0,0,0
Marcos Senesi,Bournemouth,Leicester City,2022-11-05,False,DC,87,0,0.0,0,0.27,0,0,1,3.9,0,0,4,0.0,False,1.4,0.02,87.17,0.0,0,0,0,0,5
Marcos Senesi,Bournemouth,Everton,2022-11-12,True,DC,90,0,0.0,0,0.0,5,0,0,2.0,0,1,0,0.82,True,1.0,0.02,87.57,0.14,0,0,0,0,1
Marcos Senesi,Bournemouth,Chelsea,2022-12-27,False,DC,90,0,0.0,0,0.0,1,0,0,2.0,0,0,2,1.74,True,1.8,0.02,87.88,0.12,0,0,0,0,0
Marcos Senesi,Bournemouth,Crystal Palace,2022-12-31,True,DC,90,0,0.0,0,0.0,0,0,0,1.3,0,0,2,1.49,True,1.6,0.0,88.11,0.11,0,0,0,0,1
Marcos Senesi,Bournemouth,Manchester United,2023-01-03,False,DC,90,0,0.0,0,0.0,1,0,0,1.4,0,0,3,2.21,True,1.4,0.0,88.3,0.1,0,0,0,0,1
Marcos Senesi,Bournemouth,Manchester City,2022-08-13,False,Sub,10,0,0.0,0,0.0,1,0,0,0.4,0,0,0,0.0,False,1.4,0.0,81.18,0.1,0,0,0,0,1
