name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Pervis Estupiñán,Brighton,Tottenham,True,66,2,1.6,0,0,1,0.0,False,1.0,Brighton,False,Brentford,0.34
Pervis Estupiñán,Brighton,Brentford,False,45,1,4.7,0,0,1,0.0,False,0.0,Brighton,True,Nottingham Forest,-0.8
Pervis Estupiñán,Brighton,Nottingham Forest,True,0,0,0.0,0,0,0,0.0,False,0.0,Brighton,False,Manchester City,1.12
Pervis Estupiñán,Brighton,Manchester City,False,24,0,0.0,0,0,1,0.0,False,7.0,Brighton,True,Chelsea,-2.26
Pervis Estupiñán,Brighton,Chelsea,True,90,7,9.7,2,0,1,0.0,False,1.0,Brighton,False,Wolverhampton,-2.88
Pervis Estupiñán,Brighton,Wolverhampton,False,81,1,4.9,0,0,2,0.0,False,1.0,Brighton,True,Aston Villa,0.69
Pervis Estupiñán,Brighton,Aston Villa,True,80,1,0.0,0,0,2,1.4505,True,2.0,Brighton,False,Southampton,-0.82
Pervis Estupiñán,Brighton,Southampton,False,90,2,3.6,0,0,1,1.914,True,0.0,Brighton,True,Arsenal,2.84
Pervis Estupiñán,Brighton,Arsenal,True,90,0,2.4,0,0,4,2.8794,True,2.0,Brighton,False,Everton,-1.62
Pervis Estupiñán,Brighton,Everton,False,90,2,4.0,0,0,1,1.3115,True,6.0,Brighton,True,Liverpool,-1.1
Pervis Estupiñán,Brighton,Liverpool,True,90,6,3.3,0,1,0,1.0272,True,9.0,Brighton,False,Leeds United,0.58
Pervis Estupiñán,Brighton,Leeds United,False,90,9,7.9,2,0,2,1.2963,True,6.0,Brighton,True,Bournemouth,-1.36
Pervis Estupiñán,Brighton,Bournemouth,True,90,6,2.2,0,1,0,1.34,True,7.0,Brighton,False,Crystal Palace,0.44
Pervis Estupiñán,Brighton,Crystal Palace,False,90,7,10.2,2,0,1,0.89,True,8.0,Brighton,True,Fulham,-0.16
Pervis Estupiñán,Brighton,Fulham,True,61,8,4.5,2,1,0,0.13,True,6.0,Brighton,True,West Ham,-1.35
Pervis Estupiñán,Brighton,West Ham,True,75,6,3.8,0,1,0,0.38,True,1.0,Brighton,False,Leicester City,-1.23
Pervis Estupiñán,Brighton,Leicester City,False,90,1,2.5,0,0,2,1.54,True,8.0,Brighton,True,Crystal Palace,-1.88
Pervis Estupiñán,Brighton,Crystal Palace,True,90,8,7.9,2,1,0,1.2,True,1.0,Brighton,True,Brentford,-1.45
Pervis Estupiñán,Brighton,Brentford,True,82,1,8.9,0,0,3,1.5,True,6.0,Brighton,False,Bournemouth,0.25
Pervis Estupiñán,Brighton,Bournemouth,False,90,6,5.4,0,1,0,1.92,True,1.0,Brighton,False,West Ham,-0.99
Pervis Estupiñán,Brighton,West Ham,False,27,1,3.8,0,0,0,0.0,False,1.0,Brighton,False,Tottenham,-0.37
Pervis Estupiñán,Brighton,Tottenham,False,90,1,3.6,0,0,2,0.83,True,2.0,Brighton,False,Chelsea,-0.59
Pervis Estupiñán,Brighton,Chelsea,False,90,2,5.7,0,0,1,0.6,True,1.0,Brighton,False,Nottingham Forest,0.99
Pervis Estupiñán,Brighton,Nottingham Forest,False,72,1,1.3,0,0,2,1.56,True,9.0,Brighton,True,Wolverhampton,-1.51
Pervis Estupiñán,Brighton,Wolverhampton,True,90,9,8.5,0,1,0,0.7,True,7.0,Brighton,True,Manchester United,-2.4
Pervis Estupiñán,Brighton,Manchester United,True,90,7,6.3,1,1,0,1.38,True,0.0,Brighton,True,Everton,2.52
Pervis Estupiñán,Brighton,Everton,True,90,0,3.9,0,0,5,2.28,True,17.0,Brighton,False,Arsenal,-1.78
Pervis Estupiñán,Brighton,Arsenal,False,90,17,8.9,3,1,0,0.84,True,0.0,Brighton,False,Newcastle United,1.9
Pervis Estupiñán,Brighton,Newcastle United,False,90,0,4.4,0,0,4,3.16,True,2.0,Brighton,True,Southampton,-1.51
Pervis Estupiñán,Brighton,Southampton,True,90,2,7.5,0,0,1,0.65,True,2.0,Brighton,True,Manchester City,2.39
Pervis Estupiñán,Brighton,Manchester City,True,90,2,6.4,0,0,1,1.78,True,1.0,Brighton,False,Aston Villa,2.71
Pervis Estupiñán,Brighton,Aston Villa,False,45,1,0.0,0,0,0,1.47,False,6.0,Brighton,True,Leicester City,-1.84
Pervis Estupiñán,Brighton,Leicester City,True,78,6,6.4,0,1,0,0.0,False,4.0,Brighton,False,Fulham,1.99
Pervis Estupiñán,Brighton,Fulham,False,62,4,1.2,1,0,2,0.0,False,1.0,Brighton,True,Leeds United,-2.88
Pervis Estupiñán,Brighton,Leeds United,True,1,1,0.1,0,0,0,0.0,False,0.0,Brighton,False,Liverpool,-1.55
Pervis Estupiñán,Brighton,Liverpool,False,75,0,3.9,0,0,3,0.0,False,,Nott'm Forest,False,Arsenal,1.87
