name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Alexandre Moreno Lopera,Aston Villa,Leicester City,True,80,2,4.6,0,0,1,2.3318,False,5.0,Aston Villa,False,Southampton,0.63
Alexandre Moreno Lopera,Aston Villa,Southampton,False,90,5,4.5,0,1,0,0.4097,True,1.0,Aston Villa,True,Leeds United,0.83
Alexandre Moreno Lopera,Aston Villa,Leeds United,True,45,1,1.5,0,0,1,0.77,False,1.0,Aston Villa,False,Manchester City,2.54
Alexandre Moreno Lopera,Aston Villa,Manchester City,False,30,1,2.0,0,0,0,0.65,False,4.0,Aston Villa,True,Arsenal,0.99
Alexandre Moreno Lopera,Aston Villa,Arsenal,True,77,4,5.3,0,0,2,1.89,True,1.0,Aston Villa,False,Everton,-1.12
Alexandre Moreno Lopera,Aston Villa,Everton,False,29,1,1.2,0,0,0,0.44,False,5.0,Aston Villa,True,Crystal Palace,-0.78
Alexandre Moreno Lopera,Aston Villa,Crystal Palace,True,69,5,2.1,0,1,0,0.07,True,8.0,Aston Villa,False,West Ham,1.42
Alexandre Moreno Lopera,Aston Villa,West Ham,False,63,8,8.7,3,0,1,1.91,True,6.0,Aston Villa,True,Bournemouth,-2.54
Alexandre Moreno Lopera,Aston Villa,Bournemouth,True,90,6,5.7,0,1,0,0.59,True,6.0,Aston Villa,False,Chelsea,-0.25
Alexandre Moreno Lopera,Aston Villa,Chelsea,False,88,6,2.1,0,1,0,2.04,True,2.0,Aston Villa,False,Leeds United,-1.09
Alexandre Moreno Lopera,Aston Villa,Leeds United,False,84,2,4.9,0,0,1,0.48,True,5.0,Aston Villa,True,Nottingham Forest,-1.71
Alexandre Moreno Lopera,Aston Villa,Nottingham Forest,True,90,5,5.9,0,1,0,0.25,True,10.0,Aston Villa,True,Newcastle United,-1.18
Alexandre Moreno Lopera,Aston Villa,Newcastle United,True,90,10,7.2,1,1,0,0.54,True,2.0,Aston Villa,False,Brentford,-0.06
Alexandre Moreno Lopera,Aston Villa,Brentford,False,65,2,0.9,0,0,1,2.19,True,7.0,Aston Villa,True,Fulham,-2.12
Alexandre Moreno Lopera,Aston Villa,Fulham,True,76,7,4.3,1,1,0,0.1,True,2.0,Aston Villa,False,Manchester United,0.18
Alexandre Moreno Lopera,Aston Villa,Manchester United,False,74,2,2.9,0,0,1,1.09,True,2.0,Aston Villa,False,Wolverhampton,1.16
Alexandre Moreno Lopera,Aston Villa,Wolverhampton,False,84,2,3.5,0,0,1,0.69,True,2.0,Aston Villa,True,Tottenham,2.74
Alexandre Moreno Lopera,Aston Villa,Tottenham,True,90,2,4.1,0,0,1,1.36,True,1.0,Aston Villa,False,Liverpool,0.36
Alexandre Moreno Lopera,Aston Villa,Liverpool,False,11,1,0.9,0,0,0,0.03,False,0.0,Aston Villa,True,Brighton,-3.23
Alexandre Moreno Lopera,Aston Villa,Brighton,True,0,0,0.0,0,0,0,0.0,False,,Man City,False,Burnley,-3.25
