name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Cédric Alves Soares,Arsenal,Crystal Palace,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0,Arsenal,True,Liverpool,-1.54
Cédric Alves Soares,Arsenal,Liverpool,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0,Arsenal,False,Leicester City,-2.6
Cédric Alves Soares,Arsenal,Leicester City,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0,Arsenal,False,Southampton,0.93
Cédric Alves Soares,Arsenal,Southampton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0,0,0,0,1,Arsenal,True,Nottingham Forest,-1.27
Cédric Alves Soares,Arsenal,Nottingham Forest,2022-10-30,True,Sub,27,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,0,0.0,False,0.0,0.0,5.4,0.0,0,0,0,0,0,Arsenal,False,Chelsea,-1.61
Cédric Alves Soares,Arsenal,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.0,4.5,0.0,0,0,0,0,1,Arsenal,False,Wolverhampton,-2.55
Cédric Alves Soares,Arsenal,Wolverhampton,2022-11-12,False,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,0.0,False,0.2,0.0,4.0,0.0,0,0,0,0,0,Arsenal,True,West Ham,0.89
Cédric Alves Soares,Arsenal,West Ham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.0,3.5,0.0,0,0,0,0,0,Arsenal,False,Brighton,-4.25
Cédric Alves Soares,Arsenal,Brighton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.0,3.11,0.0,0,0,0,0,0,Arsenal,True,Newcastle United,-1.68
Cédric Alves Soares,Arsenal,Newcastle United,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.0,2.8,0.0,0,0,0,0,0,Arsenal,True,Leeds United,-3.9
Cédric Alves Soares,Arsenal,Leeds United,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.0,2.55,0.0,0,0,0,0,0,Arsenal,False,Tottenham,0.46
Cédric Alves Soares,Arsenal,Tottenham,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.0,2.33,0.0,0,0,0,0,0,Arsenal,True,Manchester United,-2.18
Cédric Alves Soares,Arsenal,Manchester United,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,2.15,0.0,0,0,0,0,0,Fulham,False,Chelsea,0.71
Cédric Alves Soares,Fulham,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,2.0,0.0,0,0,0,0,1,Fulham,True,Nottingham Forest,-3.99
Cédric Alves Soares,Fulham,Nottingham Forest,2023-02-11,True,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,0.0,False,0.0,0.0,1.93,0.0,0,0,0,0,0,Fulham,False,Brighton,-0.55
Cédric Alves Soares,Fulham,Brighton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.0,1.81,0.0,0,0,0,0,0,Fulham,True,Wolverhampton,0.52
Cédric Alves Soares,Fulham,Wolverhampton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.0,1.71,0.0,0,0,0,0,1,Fulham,False,Brentford,0.07
Cédric Alves Soares,Fulham,Brentford,2023-03-06,False,Sub,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,1,0.35,False,0.2,0.0,2.0,0.0,0,0,0,0,0,Fulham,True,Arsenal,0.97
Cédric Alves Soares,Fulham,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.0,1.89,0.0,0,0,0,0,1,Fulham,False,Bournemouth,3.99
Cédric Alves Soares,Fulham,Bournemouth,2023-04-01,False,Sub,8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,0.26,False,0.4,0.0,2.2,0.0,0,0,0,0,0,Arsenal,False,Bournemouth,-5.08
Cédric Alves Soares,Arsenal,Bournemouth,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.0,2.1,0.0,0,0,0,0,2,Fulham,True,West Ham,-0.79
Cédric Alves Soares,Fulham,West Ham,2023-04-08,True,DR,67,0.0,0.02,0.0,0.06,2,1.0,1.0,5.9,0,0,1,0.19,True,0.4,0.0,5.05,0.0,0,0,0,0,0,Fulham,False,Everton,-0.93
Cédric Alves Soares,Fulham,Everton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.8,0.0,4.83,0.0,0,0,0,0,0,Fulham,True,Leicester City,-2.18
Cédric Alves Soares,Fulham,Leicester City,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.6,0.0,4.62,0.0,0,0,0,0,1,Fulham,False,Aston Villa,2.57
Cédric Alves Soares,Fulham,Aston Villa,2023-04-25,False,Sub,22,0.0,0.0,0.0,0.0,1,0.0,0.0,0.9,0,0,0,0.26,False,0.6,0.0,5.32,0.0,0,0,0,0,0,Fulham,True,Manchester City,2.68
Cédric Alves Soares,Fulham,Manchester City,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.6,0.0,5.12,0.0,0,0,0,0,2,Fulham,False,Liverpool,0.28
Cédric Alves Soares,Fulham,Liverpool,2023-05-03,False,DR,90,0.0,0.03,0.0,0.07,2,1.0,1.0,4.0,0,0,1,1.73,True,0.6,0.0,8.26,0.0,0,0,0,0,0,Fulham,True,Leeds United,0.24
Cédric Alves Soares,Fulham,Leeds United,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.6,0.01,7.96,0.0,0,0,0,0,0,Fulham,False,Southampton,-1.16
Cédric Alves Soares,Fulham,Southampton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.6,0.01,7.69,0.0,0,0,0,0,0,Fulham,True,Crystal Palace,0.27
Cédric Alves Soares,Fulham,Crystal Palace,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.6,0.01,7.43,0.0,0,0,0,0,0,Fulham,False,Manchester United,0.13
Cédric Alves Soares,Fulham,Manchester United,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.01,7.19,0.0,0,0,0,0,0,Arsenal,True,Fulham,0.88
Cédric Alves Soares,Arsenal,Fulham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.4,0.01,6.97,0.0,0,0,0,0,0,Arsenal,True,Aston Villa,-0.49
Cédric Alves Soares,Arsenal,Aston Villa,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,6.76,0.0,0,0,0,0,0,Arsenal,False,Manchester United,1.17
Cédric Alves Soares,Arsenal,Manchester United,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,6.56,0.0,0,0,0,0,0,Arsenal,False,Brentford,-0.6
Cédric Alves Soares,Arsenal,Brentford,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,6.37,0.0,0,0,0,0,0,Arsenal,True,Tottenham,-1.3
Cédric Alves Soares,Arsenal,Tottenham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,6.19,0.0,0,0,0,0,0,Arsenal,True,Nottingham Forest,-1.27
