name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Ivan Perišić,Spurs,Southampton,2022-08-06,True,Sub,24,0.0,0.0,0.0,0.0,1,0.0,0.0,2.1,0,0,0,0.0,False,0.0,0.0,24.0,0.0,0,0,0,0,1,Spurs,False,Brighton,0.26
Ivan Perišić,Spurs,Brighton,2022-10-08,False,Sub,10,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0,0.0,False,1.0,0.0,17.0,0.0,0,0,0,0,8,Spurs,True,Everton,-2.75
Ivan Perišić,Spurs,Everton,2022-10-15,True,DML,90,0.0,0.1,0.0,0.54,8,1.0,4.0,12.0,2,1,0,0.0,False,1.0,0.0,41.33,1.0,0,0,0,0,1,Spurs,False,Manchester United,2.48
Ivan Perišić,Spurs,Manchester United,2022-10-19,False,DML,88,0.0,0.02,0.0,0.0,1,1.0,0.0,2.8,0,0,2,0.0,False,3.33,0.03,53.0,0.5,0,0,0,0,1,Spurs,True,Newcastle United,-2.91
Ivan Perišić,Spurs,Newcastle United,2022-10-23,True,Sub,29,0.0,0.04,0.0,0.02,1,1.0,1.0,3.8,0,0,0,0.0,False,2.75,0.03,48.2,0.5,0,0,0,0,4,Spurs,False,Bournemouth,-2.08
Ivan Perišić,Spurs,Bournemouth,2022-10-29,False,Sub,27,0.0,0.08,1.0,0.49,4,1.0,2.0,5.8,0,0,0,0.0,False,2.4,0.03,44.67,0.5,0,0,0,0,1,Spurs,True,Liverpool,-0.19
Ivan Perišić,Spurs,Liverpool,2022-11-06,True,FW,90,0.0,0.78,0.0,0.55,1,3.0,5.0,13.2,0,0,2,0.0,False,3.0,0.25,51.14,0.33,0,0,0,0,1,Spurs,True,Leicester City,-1.16
Ivan Perišić,Spurs,Leicester City,2022-11-12,True,DML,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.1,0,0,3,1.21,True,3.0,0.4,56.0,0.25,0,0,0,0,1,Spurs,False,Brentford,1.03
Ivan Perišić,Spurs,Brentford,2022-12-26,False,DML,90,0.0,0.0,0.0,0.14,1,0.0,1.0,5.9,0,0,2,2.15,True,1.6,0.38,59.78,0.2,0,0,0,0,1,Spurs,True,Aston Villa,1.75
Ivan Perišić,Spurs,Aston Villa,2023-01-01,True,DML,87,0.0,0.19,0.0,0.05,1,1.0,1.0,3.0,0,0,2,0.82,True,1.6,0.38,62.5,0.17,0,0,0,0,10,Spurs,False,Crystal Palace,0.96
Ivan Perišić,Spurs,Crystal Palace,2023-01-04,False,DML,85,0.0,0.0,1.0,0.55,10,0.0,1.0,5.8,1,1,0,0.79,True,1.6,0.41,64.55,0.29,0,0,0,0,4,Spurs,False,Chelsea,1.82
Ivan Perišić,Spurs,Chelsea,2022-08-14,False,Sub,11,0.0,0.0,1.0,0.55,4,0.0,2.0,4.9,0,0,0,0.0,False,2.8,0.39,60.08,0.29,0,0,0,0,1,Spurs,True,Arsenal,-0.34
Ivan Perišić,Spurs,Arsenal,2023-01-15,True,Sub,14,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,0.09,False,3.4,0.44,56.54,0.29,0,0,0,0,1,Spurs,False,Manchester City,-0.2
