name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Yerry Mina,Everton,Chelsea,2022-08-06,True,DC,69,0.0,0.0,0.0,0.0,1,0.0,0.0,1.2,0,0,1,0.0,False,0.0,0.0,69.0,0.0,0,0,0,0,0.0,Everton,True,Manchester United,-3.63
Yerry Mina,Everton,Manchester United,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,1.0,0.0,34.5,0.0,0,0,0,0,0.0,Everton,False,Tottenham,5.72
Yerry Mina,Everton,Tottenham,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.5,0.0,23.0,0.0,0,0,0,0,0.0,Everton,False,Newcastle United,2.79
Yerry Mina,Everton,Newcastle United,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.33,0.0,17.25,0.0,0,0,0,0,0.0,Everton,True,Crystal Palace,-2.12
Yerry Mina,Everton,Crystal Palace,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.25,0.0,13.8,0.0,0,0,0,0,0.0,Everton,False,Fulham,
Yerry Mina,Everton,Fulham,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.0,11.5,0.0,0,0,0,0,0.0,Everton,True,Leeds United,-2.66
Yerry Mina,Everton,Leeds United,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,9.86,0.0,0,0,0,0,0.0,Everton,False,Bournemouth,
Yerry Mina,Everton,Bournemouth,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,8.62,0.0,0,0,0,0,11.0,Everton,True,Wolverhampton,1.74
Yerry Mina,Everton,Wolverhampton,2022-12-26,True,DC,75,1.0,0.1,0.0,0.0,11,1.0,0.0,6.0,3,0,1,0.48,True,0.0,0.0,16.0,0.0,0,0,0,0,0.0,Everton,False,Manchester City,1.57
Yerry Mina,Everton,Manchester City,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,2.2,0.02,14.4,0.0,0,0,0,0,0.0,Everton,True,Brighton,-1.26
Yerry Mina,Everton,Brighton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,2.2,0.02,13.09,0.0,0,0,0,0,0.0,Everton,False,Aston Villa,2.84
Yerry Mina,Everton,Aston Villa,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,2.2,0.02,12.0,0.0,0,0,0,0,0.0,Everton,True,Southampton,-6.12
Yerry Mina,Everton,Southampton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,2.2,0.02,11.08,0.0,0,0,0,0,1.0,Everton,False,West Ham,2.96
Yerry Mina,Everton,West Ham,2023-01-21,False,DC,90,0.0,0.11,0.0,0.0,1,2.0,0.0,5.4,0,0,2,2.33,True,2.2,0.02,16.71,0.0,0,0,0,0,0.0,Everton,True,Arsenal,-2.74
Yerry Mina,Everton,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.02,15.6,0.0,0,0,0,0,0.0,Everton,False,Liverpool,0.23
Yerry Mina,Everton,Liverpool,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.02,14.62,0.0,0,0,0,0,0.0,Everton,True,Leicester City,-6.39
Yerry Mina,Everton,Leicester City,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.02,13.76,0.0,0,0,0,0,0.0,Everton,True,Aston Villa,0.09
Yerry Mina,Everton,Aston Villa,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.02,13.0,0.0,0,0,0,0,0.0,Everton,False,Arsenal,3.18
Yerry Mina,Everton,Arsenal,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.2,0.02,12.32,0.0,0,0,0,0,0.0,Everton,False,Nottingham Forest,
Yerry Mina,Everton,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,11.7,0.0,0,0,0,0,0.0,Everton,True,Brentford,-2.68
Yerry Mina,Everton,Brentford,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,11.14,0.0,0,0,0,0,0.0,Everton,False,Chelsea,-1.5
Yerry Mina,Everton,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,10.64,0.0,0,0,0,0,0.0,Everton,True,Tottenham,1.66
Yerry Mina,Everton,Tottenham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,10.17,0.0,0,0,0,0,0.0,Everton,True,Nottingham Forest,1.11
Yerry Mina,Everton,Nottingham Forest,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,9.75,0.0,0,0,0,0,0.0,Everton,False,Manchester United,-2.79
Yerry Mina,Everton,Manchester United,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,9.36,0.0,0,0,0,0,0.0,Everton,True,Fulham,
