name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Junior Firpo Adames,Leeds,Wolverhampton,True,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,False,Crystal Palace,1.29
Junior Firpo Adames,Leeds,Crystal Palace,False,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,True,Arsenal,-0.89
Junior Firpo Adames,Leeds,Arsenal,True,0,0,0.0,0,0,0,0.0,False,1.0,Leeds,False,Leeds United,
Junior Firpo Adames,Leeds,Leeds United,False,81,1,2.1,0,0,2,0.0,False,0.0,Leeds,True,Fulham,-1.49
Junior Firpo Adames,Leeds,Fulham,True,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,False,Liverpool,0.8
Junior Firpo Adames,Leeds,Liverpool,False,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,True,Bournemouth,5.53
Junior Firpo Adames,Leeds,Bournemouth,True,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,False,Tottenham,0.38
Junior Firpo Adames,Leeds,Tottenham,False,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,True,Manchester City,0.4
Junior Firpo Adames,Leeds,Manchester City,True,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,False,Newcastle United,-1.48
Junior Firpo Adames,Leeds,Newcastle United,False,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,True,West Ham,0.44
Junior Firpo Adames,Leeds,West Ham,True,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,False,Southampton,-0.58
Junior Firpo Adames,Leeds,Southampton,False,0,0,0.0,0,0,0,0.0,False,1.0,Leeds,False,Aston Villa,-1.34
Junior Firpo Adames,Leeds,Aston Villa,False,2,1,0.4,0,0,0,0.0,False,0.0,Leeds,True,Brentford,-0.85
Junior Firpo Adames,Leeds,Brentford,True,0,0,0.0,0,0,0,0.0,False,1.0,Leeds,False,Nottingham Forest,0.54
Junior Firpo Adames,Leeds,Nottingham Forest,False,23,1,0.6,0,0,0,0.04,False,0.0,Leeds,False,Manchester United,2.19
Junior Firpo Adames,Leeds,Manchester United,False,67,0,1.5,0,0,2,1.87,False,0.0,Leeds,True,Manchester United,1.7
Junior Firpo Adames,Leeds,Manchester United,True,90,0,2.6,0,0,2,1.12,True,2.0,Leeds,False,Everton,0.7
Junior Firpo Adames,Leeds,Everton,False,90,2,5.0,0,0,1,1.52,True,15.0,Leeds,True,Southampton,-5.18
Junior Firpo Adames,Leeds,Southampton,True,90,15,10.2,3,1,0,0.37,True,2.0,Leeds,False,Chelsea,0.29
Junior Firpo Adames,Leeds,Chelsea,False,90,2,1.9,0,0,1,1.52,True,0.0,Leeds,True,Brighton,-1.07
Junior Firpo Adames,Leeds,Brighton,True,90,0,2.2,0,0,2,1.63,True,0.0,Leeds,False,Wolverhampton,-0.27
Junior Firpo Adames,Leeds,Wolverhampton,False,80,0,1.2,0,0,2,2.66,True,0.0,Leeds,False,Arsenal,2.26
Junior Firpo Adames,Leeds,Arsenal,False,90,0,1.8,0,0,4,3.41,True,5.0,Leeds,True,Nottingham Forest,1.75
Junior Firpo Adames,Leeds,Nottingham Forest,True,90,5,6.2,0,0,1,0.79,True,0.0,Leeds,True,Chelsea,-0.25
Junior Firpo Adames,Leeds,Chelsea,True,0,0,0.0,0,0,0,0.0,False,-1.0,Leeds,True,Crystal Palace,-1.42
Junior Firpo Adames,Leeds,Crystal Palace,True,59,-1,3.0,0,0,3,2.24,True,-1.0,Leeds,True,Liverpool,-0.81
Junior Firpo Adames,Leeds,Liverpool,True,90,-1,1.1,0,0,6,2.47,True,0.0,Leeds,False,Fulham,-0.19
Junior Firpo Adames,Leeds,Fulham,False,0,0,0.0,0,0,0,0.0,False,2.0,Leeds,True,Leeds United,
Junior Firpo Adames,Leeds,Leeds United,True,90,2,1.7,0,0,1,2.1,True,0.0,Leeds,False,Bournemouth,0.09
Junior Firpo Adames,Leeds,Bournemouth,False,0,0,0.0,0,0,0,0.0,False,4.0,Leeds,False,Manchester City,2.79
Junior Firpo Adames,Leeds,Manchester City,False,90,4,1.1,0,0,2,2.47,True,-2.0,Leeds,True,Newcastle United,-0.68
Junior Firpo Adames,Leeds,Newcastle United,True,90,-2,0.5,0,0,2,2.55,True,0.0,Leeds,False,West Ham,0.82
Junior Firpo Adames,Leeds,West Ham,False,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,True,Tottenham,-2.16
Junior Firpo Adames,Leeds,Tottenham,True,30,0,0.0,0,0,2,1.32,False,0.0,Leeds,False,Brighton,1.41
Junior Firpo Adames,Leeds,Brighton,False,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,True,Everton,3.32
Junior Firpo Adames,Leeds,Everton,True,0,0,0.0,0,0,0,0.0,False,0.0,Leeds,False,Brentford,-2.77
Junior Firpo Adames,Leeds,Brentford,False,0,0,0.0,0,0,0,0.0,False,1.0,Leeds,True,Aston Villa,-3.37
Junior Firpo Adames,Leeds,Aston Villa,True,32,1,1.9,0,0,0,0.0,False,,Man City,False,Burnley,-3.25
