name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Harrison Ashby,West Ham,Manchester City,True,0,0,0.0,0,0,0,0.0,False,0.0,West Ham,True,Fulham,
Harrison Ashby,West Ham,Fulham,True,0,0,0.0,0,0,0,0.0,False,0.0,West Ham,False,Southampton,0.96
Harrison Ashby,West Ham,Southampton,False,0,0,0.0,0,0,0,0.0,False,0.0,West Ham,False,Liverpool,0.66
Harrison Ashby,West Ham,Liverpool,False,0,0,0.0,0,0,0,0.0,False,0.0,West Ham,True,Bournemouth,
Harrison Ashby,West Ham,Bournemouth,True,0,0,0.0,0,0,0,0.0,False,0.0,West Ham,False,Manchester United,2.8
Harrison Ashby,West Ham,Manchester United,False,0,0,0.0,0,0,0,0.0,False,0.0,West Ham,True,Crystal Palace,2.25
Harrison Ashby,West Ham,Crystal Palace,True,0,0,0.0,0,0,0,0.0,False,0.0,West Ham,True,Leeds United,-5.24
Harrison Ashby,West Ham,Leeds United,True,0,0,0.0,0,0,0,0.0,False,0.0,West Ham,False,Arsenal,4.81
Harrison Ashby,West Ham,Arsenal,False,0,0,0.0,0,0,0,0.0,False,0.0,West Ham,True,Brentford,3.83
Harrison Ashby,West Ham,Brentford,True,0,0,0.0,0,0,0,0.0,False,0.0,West Ham,False,Leicester City,-1.82
Harrison Ashby,West Ham,Leicester City,False,0,0,0.0,0,0,0,0.0,False,0.0,West Ham,False,Nottingham Forest,
Harrison Ashby,West Ham,Nottingham Forest,False,0,0,0.0,0,0,0,0.0,False,0.0,West Ham,False,Wolverhampton,4.02
Harrison Ashby,West Ham,Wolverhampton,False,0,0,0.0,0,0,0,0.0,False,0.0,West Ham,True,Everton,-1.75
Harrison Ashby,West Ham,Everton,True,0,0,0.0,0,0,0,0.0,False,0.0,Newcastle,True,West Ham,0.49
Harrison Ashby,Newcastle,West Ham,True,0,0,0.0,0,0,0,0.0,False,0.0,Newcastle,False,Bournemouth,
Harrison Ashby,Newcastle,Bournemouth,False,0,0,0.0,0,0,0,0.0,False,0.0,Newcastle,True,Liverpool,1.47
Harrison Ashby,Newcastle,Liverpool,True,0,0,0.0,0,0,0,0.0,False,0.0,Newcastle,False,Manchester City,4.63
Harrison Ashby,Newcastle,Manchester City,False,0,0,0.0,0,0,0,0.0,False,0.0,Newcastle,True,Wolverhampton,-2.98
Harrison Ashby,Newcastle,Wolverhampton,True,0,0,0.0,0,0,0,0.0,False,0.0,Newcastle,False,Nottingham Forest,
Harrison Ashby,Newcastle,Nottingham Forest,False,0,0,0.0,0,0,0,0.0,False,0.0,Newcastle,True,Manchester United,-0.55
Harrison Ashby,Newcastle,Manchester United,True,0,0,0.0,0,0,0,0.0,False,0.0,Newcastle,False,West Ham,
Harrison Ashby,Newcastle,West Ham,False,0,0,0.0,0,0,0,0.0,False,0.0,West Ham,True,Brighton,1.39
Harrison Ashby,West Ham,Brighton,True,0,0,0.0,0,0,0,0.0,False,0.0,Newcastle,False,Brentford,
Harrison Ashby,Newcastle,Brentford,False,0,0,0.0,0,0,0,0.0,False,0.0,Newcastle,False,Aston Villa,3.3
Harrison Ashby,Newcastle,Aston Villa,False,0,0,0.0,0,0,0,0.0,False,0.0,Newcastle,True,Tottenham,-0.29
Harrison Ashby,Newcastle,Tottenham,True,0,0,0.0,0,0,0,0.0,False,0.0,Newcastle,False,Everton,
Harrison Ashby,Newcastle,Everton,False,0,0,0.0,0,0,0,0.0,False,0.0,Newcastle,True,Southampton,0.18
Harrison Ashby,Newcastle,Southampton,True,0,0,0.0,0,0,0,0.0,False,0.0,Newcastle,True,Arsenal,
Harrison Ashby,Newcastle,Arsenal,True,0,0,0.0,0,0,0,0.0,False,0.0,Newcastle,False,Leicester City,
Harrison Ashby,Newcastle,Leicester City,False,0,0,0.0,0,0,0,0.0,False,0.0,Newcastle,True,Brighton,
Harrison Ashby,Newcastle,Brighton,True,0,0,0.0,0,0,0,0.0,False,0.0,Newcastle,True,Leeds United,
Harrison Ashby,Newcastle,Leeds United,True,0,0,0.0,0,0,0,0.0,False,0.0,Newcastle,False,Chelsea,
Harrison Ashby,Newcastle,Chelsea,False,0,0,0.0,0,0,0,0.0,False,0.0,West Ham,False,Aston Villa,-2.62
Harrison Ashby,West Ham,Aston Villa,False,0,0,0.0,0,0,0,0.0,False,0.0,West Ham,True,Tottenham,-2.08
Harrison Ashby,West Ham,Tottenham,True,0,0,0.0,0,0,0,0.0,False,0.0,West Ham,False,Chelsea,-1.22
Harrison Ashby,West Ham,Chelsea,False,0,0,0.0,0,0,0,0.0,False,0.0,West Ham,False,Everton,-0.01
Harrison Ashby,West Ham,Everton,False,0,0,0.0,0,0,0,0.0,False,0.0,West Ham,True,Wolverhampton,-3.77
Harrison Ashby,West Ham,Wolverhampton,True,0,0,0.0,0,0,0,0.0,False,,Nott'm Forest,False,Arsenal,4.71
