name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Renan Augusto Lodi dos Santos,Nott'm Forest,Aston Villa,True,0,0,0.0,0,0,0,0.0,False,0.0,Nott'm Forest,False,Wolverhampton,
Renan Augusto Lodi dos Santos,Nott'm Forest,Wolverhampton,False,0,0,0.0,0,0,0,0.0,False,0.0,Nott'm Forest,False,Brighton,
Renan Augusto Lodi dos Santos,Nott'm Forest,Brighton,False,0,0,0.0,0,0,0,0.0,False,1.0,Nott'm Forest,True,Liverpool,
Renan Augusto Lodi dos Santos,Nott'm Forest,Liverpool,True,17,1,0.1,0,0,0,0.0,False,0.0,Nott'm Forest,False,Arsenal,
Renan Augusto Lodi dos Santos,Nott'm Forest,Arsenal,False,63,0,1.8,0,0,4,0.0,False,0.0,Nott'm Forest,True,Brentford,
Renan Augusto Lodi dos Santos,Nott'm Forest,Brentford,True,0,0,0.0,0,0,0,0.0,False,6.0,Nott'm Forest,True,Crystal Palace,
Renan Augusto Lodi dos Santos,Nott'm Forest,Crystal Palace,True,85,6,0.5,0,1,0,0.9694,True,1.0,Nott'm Forest,False,Manchester United,
Renan Augusto Lodi dos Santos,Nott'm Forest,Manchester United,False,61,1,3.1,0,0,2,1.3719,True,1.0,Nott'm Forest,True,Chelsea,
Renan Augusto Lodi dos Santos,Nott'm Forest,Chelsea,True,90,1,1.5,0,0,1,0.9406,True,7.0,Nott'm Forest,False,Southampton,
Renan Augusto Lodi dos Santos,Nott'm Forest,Southampton,False,83,7,2.5,1,1,0,0.2664,True,6.0,Nott'm Forest,True,Leeds United,
Renan Augusto Lodi dos Santos,Nott'm Forest,Leeds United,True,90,6,3.4,0,1,0,1.0175,True,3.0,Nott'm Forest,False,Bournemouth,
Renan Augusto Lodi dos Santos,Nott'm Forest,Bournemouth,False,90,3,3.1,1,0,1,1.3582,True,6.0,Nott'm Forest,True,Leicester City,
Renan Augusto Lodi dos Santos,Nott'm Forest,Leicester City,True,90,6,1.1,0,1,0,0.79,True,1.0,Nott'm Forest,False,Fulham,
Renan Augusto Lodi dos Santos,Nott'm Forest,Fulham,False,90,1,3.0,0,0,2,1.62,True,2.0,Nott'm Forest,True,Manchester City,
Renan Augusto Lodi dos Santos,Nott'm Forest,Manchester City,True,78,2,1.2,0,0,1,2.26,True,1.0,Nott'm Forest,False,West Ham,
Renan Augusto Lodi dos Santos,Nott'm Forest,West Ham,False,76,1,3.0,0,0,2,2.31,True,1.0,Nott'm Forest,True,Everton,
Renan Augusto Lodi dos Santos,Nott'm Forest,Everton,True,90,1,3.9,1,0,2,1.7,True,0.0,Nott'm Forest,False,Tottenham,
Renan Augusto Lodi dos Santos,Nott'm Forest,Tottenham,False,90,0,1.5,0,0,3,2.05,True,0.0,Nott'm Forest,True,Newcastle United,
Renan Augusto Lodi dos Santos,Nott'm Forest,Newcastle United,True,90,0,1.1,0,0,2,2.42,True,1.0,Nott'm Forest,True,Wolverhampton,
Renan Augusto Lodi dos Santos,Nott'm Forest,Wolverhampton,True,29,1,1.1,0,0,1,0.2,False,0.0,Nott'm Forest,False,Leicester City,
Renan Augusto Lodi dos Santos,Nott'm Forest,Leicester City,False,0,0,0.0,0,0,0,0.0,False,0.0,Nott'm Forest,False,Aston Villa,
Renan Augusto Lodi dos Santos,Nott'm Forest,Aston Villa,False,0,0,0.0,0,0,0,0.0,False,1.0,Nott'm Forest,True,Manchester United,
Renan Augusto Lodi dos Santos,Nott'm Forest,Manchester United,True,90,1,2.1,0,0,2,3.49,True,1.0,Nott'm Forest,False,Liverpool,
Renan Augusto Lodi dos Santos,Nott'm Forest,Liverpool,False,86,1,0.8,0,0,3,2.6,True,5.0,Nott'm Forest,True,Brighton,
Renan Augusto Lodi dos Santos,Nott'm Forest,Brighton,True,90,5,1.7,0,0,1,2.37,True,1.0,Nott'm Forest,False,Brentford,
Renan Augusto Lodi dos Santos,Nott'm Forest,Brentford,False,90,1,2.2,0,0,2,1.63,True,0.0,Nott'm Forest,True,Southampton,
Renan Augusto Lodi dos Santos,Nott'm Forest,Southampton,True,80,0,0.7,0,0,2,1.64,True,3.0,Nott'm Forest,False,Chelsea,
Renan Augusto Lodi dos Santos,Nott'm Forest,Chelsea,False,90,3,8.9,0,0,2,1.14,True,6.0,Nott'm Forest,True,Arsenal,
Renan Augusto Lodi dos Santos,Nott'm Forest,Arsenal,True,90,6,1.4,0,1,0,0.64,True,1.0,Nott'm Forest,False,Crystal Palace,
Renan Augusto Lodi dos Santos,Nott'm Forest,Crystal Palace,False,45,1,0.0,0,0,0,0.7,True,0.0,Nott'm Forest,False,Manchester City,4.94
Renan Augusto Lodi dos Santos,Nott'm Forest,Manchester City,False,68,0,1.3,0,0,5,0.0,False,0.0,Nott'm Forest,True,Bournemouth,0.55
Renan Augusto Lodi dos Santos,Nott'm Forest,Bournemouth,True,90,0,3.9,0,0,3,0.0,False,1.0,Nott'm Forest,True,Fulham,0.28
Renan Augusto Lodi dos Santos,Nott'm Forest,Fulham,True,90,1,6.1,0,0,3,0.0,False,0.0,Nott'm Forest,False,Leeds United,3.17
Renan Augusto Lodi dos Santos,Nott'm Forest,Leeds United,False,90,0,1.5,0,0,4,0.0,False,,Man City,False,Burnley,
