goals,shots,xG,time,position,date,xA,assists,key_passes
0,2,0.113245777785778,90,DC,2022-05-22,0.0,0,0
0,0,0.0,26,Sub,2022-05-15,0.0,0,0
0,0,0.0,21,Sub,2022-05-07,0.0,0,0
0,0,0.0,24,Sub,2022-04-30,0.0,0,0
0,0,0.0,67,DC,2022-04-24,0.0,0,0
0,0,0.0,27,Sub,2022-04-20,0.0,0,0
0,0,0.0,1,Sub,2022-04-09,0.0,0,0
0,0,0.0,90,DC,2022-02-15,0.0,0,0
1,2,1.1853370666503906,90,DC,2022-02-12,0.0,0,0
0,0,0.0,90,DC,2022-01-23,0.0,0,0
1,1,0.0822498798370361,90,DC,2022-01-18,0.0369059294462204,0,1
0,2,0.0888258963823318,90,DC,2022-01-14,0.0,0,0
0,0,0.0,90,DC,2022-01-02,0.0,0,0
0,0,0.0,90,DC,2021-12-26,0.0,0,0
0,0,0.0,35,DC,2021-12-01,0.0,0,0
0,0,0.0,90,DC,2021-11-27,0.0,0,0
0,1,0.0170171484351158,90,DC,2021-11-20,0.0,0,0
0,0,0.0,12,Sub,2021-11-06,0.0,0,0
0,0,0.0,36,DC,2021-09-11,0.0,0,0
0,0,0.0,90,DC,2021-08-28,0.0,0,0
0,0,0.0,90,DC,2021-08-21,0.0,0,0
0,0,0.0,90,DR,2021-08-14,0.0,0,0
