name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Renato Palma Veiga,Chelsea,,2024-08-18,True,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,Chelsea,False,,,
Renato Palma Veiga,Chelsea,,2024-08-25,False,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,8.5,0.0,Chelsea,True,,,
Renato Palma Veiga,Chelsea,,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.67,0.0,5.67,2.0,Chelsea,False,,,
Renato Palma Veiga,Chelsea,,2024-09-14,False,90.0,0.0,0.07,0.0,0.0,2.0,2.0,0.0,3.5,0.0,1.0,1.0,0.02,26.75,0.0,Chelsea,False,,,
Renato Palma Veiga,Chelsea,,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.8,0.01,21.4,1.0,Chelsea,True,,,
Renato Palma Veiga,Chelsea,,2024-09-28,True,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2,0.0,0.0,0.8,0.01,21.17,0.0,Chelsea,True,,,
Renato Palma Veiga,Chelsea,,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.6,0.01,18.14,0.0,Chelsea,False,,,
Renato Palma Veiga,Chelsea,,2024-10-20,False,37.0,0.0,0.07,0.0,0.0,0.0,1.0,0.0,0.7,0.0,0.0,0.6,0.03,20.5,0.0,Chelsea,True,,,
Renato Palma Veiga,Chelsea,,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.2,0.01,18.22,0.0,Chelsea,False,,,
Renato Palma Veiga,Chelsea,,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.2,0.01,16.4,0.0,Chelsea,True,,,
Renato Palma Veiga,Chelsea,,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.01,14.91,,Chelsea,False,Leicester City,,-0.22
,Chelsea,,,,,,,,,,,,,,,,,,,Chelsea,True,Aston Villa,,0.66
,Chelsea,,,,,,,,,,,,,,,,,,,Chelsea,False,Southampton,,-0.31
