name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,clean_sheet_probability
David Raya Martin,Brentford,Arsenal,2021-08-13,True,90,0,4,0,8,1,True,0.0,0.0,1.0
David Raya Martin,Brentford,Crystal Palace,2021-08-21,False,90,0,2,0,6,0,True,0.0,8.0,1.0
David Raya Martin,Brentford,Manchester City,2022-02-09,False,90,2,5,0,2,0,False,0.0,7.0,0.67
David Raya Martin,Brentford,Crystal Palace,2022-02-12,True,90,0,3,0,10,3,True,0.0,5.33,0.75
David Raya Martin,Brentford,Arsenal,2022-02-19,False,90,2,5,0,2,0,False,0.0,6.5,0.6
David Raya Martin,Brentford,Newcastle United,2022-02-26,True,90,2,9,0,4,0,False,0.0,5.6,0.5
David Raya Martin,Brentford,Norwich,2022-03-05,False,90,1,6,0,4,0,False,0.0,4.8,0.43
David Raya Martin,Brentford,Burnley,2022-03-12,True,90,0,1,0,6,0,True,0.0,4.4,0.5
David Raya Martin,Brentford,Aston Villa,2021-08-28,False,90,1,4,0,3,0,False,0.0,5.2,0.44
David Raya Martin,Brentford,Leeds United,2022-03-20,False,90,2,2,0,1,0,False,0.0,3.8,0.4
David Raya Martin,Brentford,Chelsea,2022-04-02,False,90,1,7,0,4,0,False,0.0,3.6,0.36
David Raya Martin,Brentford,West Ham,2022-04-10,True,90,0,1,0,7,1,True,0.04,3.6,0.42
David Raya Martin,Brentford,Watford,2022-04-16,False,90,1,3,0,3,0,False,0.0,4.2,0.38
David Raya Martin,Brentford,Tottenham,2022-04-23,True,90,0,0,0,6,0,True,0.0,3.6,0.43
David Raya Martin,Brentford,Manchester United,2022-05-02,False,90,3,3,0,2,0,False,0.0,4.2,0.4
David Raya Martin,Brentford,Southampton,2022-05-07,True,90,0,4,0,7,0,True,0.0,4.4,0.44
David Raya Martin,Brentford,Everton,2022-05-15,False,90,2,3,0,2,0,False,0.0,5.0,0.41
David Raya Martin,Brentford,Leicester City,2022-05-22,True,90,2,4,0,1,0,False,0.0,4.0,0.39
David Raya Martin,Brentford,Brighton,2021-09-11,True,90,1,1,0,2,0,False,0.0,3.6,0.37
David Raya Martin,Brentford,Wolverhampton,2021-09-18,False,90,0,0,0,6,0,True,0.0,2.8,0.4
David Raya Martin,Brentford,Liverpool,2021-09-25,True,90,3,3,0,2,0,False,0.0,3.6,0.38
David Raya Martin,Brentford,West Ham,2021-10-03,False,90,1,4,0,3,0,False,0.0,2.6,0.36
David Raya Martin,Brentford,Chelsea,2021-10-16,True,90,1,0,0,2,0,False,0.0,2.8,0.35
David Raya Martin,Brentford,Leeds United,2021-10-24,True,90,2,4,0,2,0,False,0.0,3.0,0.33
