name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Tommi O'Reilly,MID,Aston Villa,1.8,0,0,0,0.0,0.0,171,0,0,0.0,0,Sheffield,0,0,0,0,True,0
Tommi O'Reilly,MID,Aston Villa,-0.5,0,0,0,0.0,0.0,188,0,0,0.0,0,Manchester United,0,0,0,0,False,0
Tommi O'Reilly,MID,Aston Villa,0.5,0,0,0,0.0,0.0,191,0,0,0.0,0,Burnley,0,0,0,0,True,0
Tommi O'Reilly,MID,Aston Villa,0.0,0,0,0,0.0,0.0,207,0,0,0.0,0,Everton,0,0,0,0,False,0
Tommi O'Reilly,MID,Aston Villa,-0.5,0,0,0,0.0,0.0,211,0,0,0.0,0,Newcastle United,0,0,0,0,True,0
Tommi O'Reilly,MID,Aston Villa,0.5,0,0,0,0.0,0.0,230,0,0,0.0,0,Sheffield,0,0,0,0,False,0
Tommi O'Reilly,MID,Aston Villa,0.0,0,0,0,0.0,0.0,231,0,0,0.0,0,Manchester United,0,0,0,0,True,0
Tommi O'Reilly,MID,Aston Villa,0.0,0,0,0,0.0,0.0,244,0,0,0.0,0,Fulham,0,0,0,0,False,0
Tommi O'Reilly,MID,Aston Villa,0.0,0,0,0,0.0,0.0,252,0,0,0.0,0,Nottingham Forest,0,0,0,0,True,0
Tommi O'Reilly,MID,Aston Villa,0.0,0,0,0,0.0,0.0,265,0,0,0.0,0,Luton,0,0,0,0,False,0
Tommi O'Reilly,MID,Aston Villa,0.0,0,0,0,0.0,0.0,272,0,0,0.0,0,Tottenham,0,0,0,0,True,0
Tommi O'Reilly,MID,Aston Villa,0.0,0,0,0,0.0,0.0,289,0,0,0.0,0,West Ham,0,0,0,0,False,0
Tommi O'Reilly,MID,Aston Villa,0.0,0,0,0,0.0,0.0,291,0,0,0.0,0,Wolverhampton,0,0,0,0,True,0
Tommi O'Reilly,MID,Aston Villa,0.0,0,0,0,0.0,0.0,309,0,0,0.0,0,Manchester City,0,0,0,0,False,0
Tommi O'Reilly,MID,Aston Villa,0.0,0,0,0,0.0,0.0,311,0,0,0.0,0,Brentford,0,0,0,0,True,0
Tommi O'Reilly,MID,Aston Villa,0.0,0,0,0,0.0,0.0,321,0,0,0.0,0,Arsenal,0,0,0,0,False,0
Tommi O'Reilly,MID,Aston Villa,0.0,0,0,0,0.0,0.0,331,0,0,0.0,0,Bournemouth,0,0,0,0,True,0
Tommi O'Reilly,MID,Aston Villa,0.0,0,0,0,0.0,0.0,341,0,0,0.0,0,Chelsea,0,0,0,0,True,0
Tommi O'Reilly,MID,Aston Villa,0.0,0,0,0,0.0,0.0,353,0,0,0.0,0,Brighton,0,0,0,0,False,0
Tommi O'Reilly,MID,Aston Villa,0.0,0,0,0,0.0,0.0,361,0,0,0.0,0,Liverpool,0,0,0,0,True,0
Tommi O'Reilly,MID,Aston Villa,0.0,0,0,0,0.0,0.0,376,0,0,0.0,0,Crystal Palace,0,0,0,0,False,0
