name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Fabian Schär,Newcastle,Aston Villa,2023-08-12,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.7,0,0,1,1.9,1,1.73,2.0,0.0,90.0,0.0,0,0,0,0,2.0,Newcastle,False,Manchester City,,-1.32
Fabian Schär,Newcastle,Manchester City,2023-08-19,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,3.3,0,0,1,1.09,1,1.91,2.0,0.0,90.0,0.0,0,0,0,0,1.0,Newcastle,True,Liverpool,,0.18
Fabian Schär,Newcastle,Liverpool,2023-08-27,True,90,0.0,0.1,0.0,0.0,1,1.0,0.0,1.1,0,0,2,0.95,1,1.99,1.67,0.03,90.0,0.0,0,0,0,0,0.0,Newcastle,False,Brighton,,-0.6
Fabian Schär,Newcastle,Brighton,2023-09-02,False,90,0.0,0.01,0.0,0.0,0,1.0,0.0,4.6,0,0,3,1.42,1,2.15,1.25,0.03,90.0,0.0,0,0,0,0,7.0,Newcastle,True,Brentford,,0.79
Fabian Schär,Newcastle,Brentford,2023-09-16,True,90,0.0,0.01,0.0,0.0,7,1.0,0.0,2.6,1,1,0,0.54,1,2.5,2.4,0.02,90.0,0.2,0,0,0,0,6.0,Newcastle,False,Sheffield,,-0.61
Fabian Schär,Newcastle,Sheffield,2023-09-24,False,90,0.0,0.03,0.0,0.0,6,1.0,0.0,2.6,0,1,0,0.94,1,3.38,3.2,0.03,90.0,0.33,0,0,0,0,7.0,Newcastle,True,Burnley,,0.39
Fabian Schär,Newcastle,Burnley,2023-09-30,True,90,0.0,0.06,0.0,0.0,7,1.0,0.0,2.5,1,1,0,0.65,1,4.76,4.2,0.04,90.0,0.43,0,0,0,0,1.0,Newcastle,False,West Ham,,-0.22
Fabian Schär,Newcastle,West Ham,2023-10-08,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.3,0,0,2,1.22,1,5.77,4.2,0.02,90.0,0.38,0,0,0,0,7.0,Newcastle,True,Crystal Palace,,0.88
Fabian Schär,Newcastle,Crystal Palace,2023-10-21,True,90,0.0,0.0,0.0,0.1,7,0.0,1.0,3.4,1,1,0,1.21,1,6.23,5.6,0.02,90.0,0.44,0,0,0,0,5.0,Newcastle,False,Wolverhampton,,-0.52
Fabian Schär,Newcastle,Wolverhampton,2023-10-28,False,90,0.0,0.14,0.0,0.0,5,2.0,0.0,4.6,1,0,2,0.98,1,6.32,5.2,0.05,90.0,0.4,0,0,0,0,5.0,Newcastle,True,Arsenal,,-0.11
Fabian Schär,Newcastle,Arsenal,2023-11-04,True,90,0.0,0.02,0.0,0.0,5,1.0,0.0,1.2,0,1,0,0.56,1,5.7,5.0,0.05,90.0,0.45,0,0,0,0,1.0,Newcastle,False,Bournemouth,,0.19
Fabian Schär,Newcastle,Bournemouth,2023-11-11,False,90,0.0,0.02,0.0,0.0,1,1.0,0.0,1.8,0,0,2,2.49,1,7.16,3.8,0.04,90.0,0.42,0,0,0,0,2.0,Newcastle,True,Chelsea,,-0.25
Fabian Schär,Newcastle,Chelsea,2023-11-25,True,90,0.0,0.04,0.0,0.01,2,1.0,1.0,4.0,0,0,1,0.58,1,7.24,4.0,0.04,90.0,0.38,0,0,0,0,6.0,Newcastle,True,Manchester United,,0.38
Fabian Schär,Newcastle,Manchester United,2023-12-02,True,90,0.0,0.18,0.0,0.0,6,4.0,0.0,3.2,0,1,0,0.36,1,7.18,3.8,0.08,90.0,0.43,0,0,0,0,1.0,Newcastle,False,Everton,,-0.24
Fabian Schär,Newcastle,Everton,2023-12-07,False,90,0.0,0.02,0.0,0.0,1,1.0,0.0,4.6,0,0,3,3.23,1,7.63,3.0,0.06,90.0,0.4,0,0,0,0,0.0,Newcastle,False,Tottenham,,-0.36
Fabian Schär,Newcastle,Tottenham,2023-12-10,False,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.3,0,0,4,3.88,1,7.57,2.0,0.05,90.0,0.38,0,0,0,0,1.0,Newcastle,True,Fulham,,-0.13
Fabian Schär,Newcastle,Fulham,2023-12-16,True,13,0.0,0.02,0.0,0.0,1,1.0,0.0,0.0,0,0,0,0.03,1,8.06,2.0,0.05,85.47,0.35,0,0,0,0,2.0,Newcastle,False,Luton,,
Fabian Schär,Newcastle,Luton,2023-12-23,False,90,0.0,0.04,0.0,0.0,2,1.0,0.0,1.9,0,0,1,1.88,1,6.52,2.0,0.05,85.72,0.33,0,0,0,0,0.0,Newcastle,True,Nottingham Forest,,1.55
Fabian Schär,Newcastle,Nottingham Forest,2023-12-26,True,90,0.0,0.06,0.0,0.28,0,1.0,1.0,3.8,0,0,3,3.46,1,6.59,0.8,0.03,85.95,0.32,0,0,0,0,0.0,Newcastle,False,Liverpool,,-1.01
Fabian Schär,Newcastle,Liverpool,2024-01-01,False,90,0.0,0.0,0.0,0.05,0,0.0,1.0,5.8,0,0,4,7.27,1,5.92,0.6,0.02,86.15,0.3,0,0,0,0,1.0,Newcastle,True,Manchester City,,-0.96
Fabian Schär,Newcastle,Manchester City,2024-01-13,True,90,0.0,0.03,0.0,0.0,1,1.0,0.0,5.9,0,0,3,2.84,1,5.49,0.8,0.03,86.33,0.29,0,0,0,0,17.0,Newcastle,False,Aston Villa,,0.29
Fabian Schär,Newcastle,Aston Villa,2024-01-30,False,90,2.0,1.37,0.0,0.0,17,3.0,0.0,15.3,3,0,1,1.44,1,5.37,4.0,0.3,86.5,0.27,0,0,0,0,0.0,Newcastle,True,Luton,,
Fabian Schär,Newcastle,Luton,2024-02-03,True,90,0.0,0.1,0.0,0.06,0,3.0,1.0,3.8,0,0,4,2.27,1,7.23,3.6,0.31,86.65,0.26,0,0,0,0,7.0,Newcastle,False,Nottingham Forest,,-0.55
Fabian Schär,Newcastle,Nottingham Forest,2024-02-10,False,90,1.0,0.11,0.0,0.02,7,2.0,1.0,10.3,0,0,2,1.5,1,7.38,5.0,0.32,86.79,0.25,0,0,0,0,3.0,Newcastle,True,Bournemouth,,1.22
Fabian Schär,Newcastle,Bournemouth,2024-02-17,True,90,0.0,0.07,0.0,0.0,3,2.0,0.0,3.0,0,0,2,2.59,1,8.44,5.6,0.33,86.92,0.24,0,0,0,0,0.0,Newcastle,False,Arsenal,,-0.48
Fabian Schär,Newcastle,Arsenal,2024-02-24,False,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.5,0,0,4,2.4,1,8.0,5.4,0.33,87.04,0.23,0,0,0,0,12.0,Newcastle,True,Wolverhampton,,0.05
Fabian Schär,Newcastle,Wolverhampton,2024-03-02,True,90,0.0,0.0,1.0,0.55,12,0.0,1.0,4.3,3,1,0,0.8,1,8.24,4.4,0.25,87.15,0.26,0,0,0,0,1.0,Newcastle,False,Chelsea,,-0.85
Fabian Schär,Newcastle,Chelsea,2024-03-11,False,90,0.0,0.02,0.0,0.0,1,1.0,0.0,0.8,0,0,3,1.67,1,9.21,4.6,0.24,87.25,0.25,0,0,0,0,1.0,Newcastle,True,West Ham,,0.49
Fabian Schär,Newcastle,West Ham,2024-03-30,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.1,0,0,3,1.42,1,9.89,3.4,0.22,87.34,0.24,0,0,0,0,2.0,Newcastle,True,Everton,,0.53
Fabian Schär,Newcastle,Everton,2024-04-02,True,90,0.0,0.01,0.0,0.0,2,1.0,0.0,4.0,0,0,1,1.42,1,10.23,3.2,0.21,87.43,0.23,0,0,0,0,7.0,Newcastle,False,Fulham,,0.86
Fabian Schär,Newcastle,Fulham,2024-04-06,False,90,0.0,0.0,0.0,0.07,7,0.0,1.0,3.9,1,1,0,1.27,1,10.4,4.6,0.21,87.52,0.26,0,0,0,0,13.0,Newcastle,True,Tottenham,,0.69
Fabian Schär,Newcastle,Tottenham,2024-04-13,True,90,1.0,0.08,0.0,0.08,13,1.0,1.0,8.6,1,1,0,0.73,1,10.67,4.8,0.02,87.59,0.28,0,0,0,0,1.0,Newcastle,False,Crystal Palace,,0.38
Fabian Schär,Newcastle,Crystal Palace,2024-04-24,False,90,0.0,0.02,0.0,0.0,1,1.0,0.0,3.2,0,0,2,0.88,1,12.83,4.8,0.02,87.67,0.27,0,0,0,0,1.0,Newcastle,True,Sheffield,,0.68
Fabian Schär,Newcastle,Sheffield,2024-04-27,True,45,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,1,1.31,1,16.63,4.8,0.02,86.41,0.26,0,0,0,0,0.0,Newcastle,False,Burnley,,0.0
Fabian Schär,Newcastle,Burnley,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,13.16,4.4,0.02,83.94,0.26,0,0,0,0,0.0,Newcastle,True,Brighton,,-0.66
Fabian Schär,Newcastle,Brighton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,7.55,3.0,0.02,81.61,0.26,0,0,0,0,0.0,Newcastle,False,Manchester United,,-0.63
Fabian Schär,Newcastle,Manchester United,2024-05-15,False,27,0.0,0.01,0.0,0.0,0,1.0,0.0,0.6,0,0,1,0.27,0,7.55,0.4,0.01,80.14,0.26,0,0,0,0,1.0,Newcastle,False,Brentford,,-0.53
Fabian Schär,Newcastle,Brentford,2024-05-19,False,90,0.0,0.12,0.0,0.0,1,1.0,0.0,1.4,0,0,2,1.19,1,7.35,0.4,0.03,80.39,0.25,0,0,0,0,-2.0,Newcastle,True,Southampton,,0.24
