name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Bukayo Saka,Arsenal,Nottingham Forest,2023-08-12,True,FWR,90,1.0,0.24,0.0,0.15,10,3.0,3.0,13.9,3,0,1,True,0.0,0.0,90.0,14,11,11.28,7.03,0.06,6.0,Arsenal,True,Sheffield,-5.73
Bukayo Saka,Arsenal,Sheffield,2023-10-28,True,FWR,72,0.0,0.0,0.0,0.08,6,0.0,1.0,3.6,0,1,0,True,10.0,0.24,81.0,14,11,11.28,7.03,0.06,2.0,Arsenal,False,Newcastle United,0.23
Bukayo Saka,Arsenal,Newcastle United,2023-11-04,False,FWR,90,0.0,0.02,0.0,0.0,2,1.0,0.0,4.8,0,0,1,True,8.0,0.12,84.0,14,11,11.28,7.03,0.06,5.0,Arsenal,True,Burnley,-0.62
Bukayo Saka,Arsenal,Burnley,2023-11-11,True,FWR,80,0.0,0.14,1.0,1.11,5,3.0,3.0,9.4,0,0,1,True,6.0,0.08,83.0,14,11,11.28,7.03,0.06,8.0,Arsenal,False,Brentford,-0.6
Bukayo Saka,Arsenal,Brentford,2023-11-25,False,FWR,90,0.0,0.0,1.0,0.94,8,0.0,5.0,10.4,2,1,0,True,5.75,0.35,84.4,14,11,11.28,7.03,0.06,8.0,Arsenal,True,Wolverhampton,-2.6
Bukayo Saka,Arsenal,Wolverhampton,2023-12-02,True,FWR,90,1.0,0.42,0.0,0.25,8,3.0,4.0,16.2,1,0,1,True,6.2,0.48,85.33,14,11,11.28,7.03,0.06,5.0,Arsenal,False,Luton,1.98
Bukayo Saka,Arsenal,Luton,2023-12-05,False,FWR,90,0.0,0.14,1.0,0.51,5,3.0,2.0,9.8,0,0,3,True,5.8,0.51,86.0,14,11,11.28,7.03,0.06,2.0,Arsenal,False,Aston Villa,-0.83
Bukayo Saka,Arsenal,Aston Villa,2023-12-09,False,FWR,90,0.0,0.41,0.0,0.03,2,3.0,1.0,6.2,0,0,1,True,5.6,0.74,86.5,14,11,11.28,7.03,0.06,3.0,Arsenal,True,Brighton,0.58
Bukayo Saka,Arsenal,Brighton,2023-12-17,True,FWR,88,0.0,0.29,0.0,0.57,3,4.0,3.0,10.3,0,1,0,True,5.6,0.82,86.67,14,11,11.28,7.03,0.06,1.0,Arsenal,False,Liverpool,0.87
Bukayo Saka,Arsenal,Liverpool,2023-12-23,False,FWR,90,0.0,0.07,0.0,0.2,1,2.0,3.0,6.8,0,0,1,True,5.2,0.65,87.0,14,11,11.28,7.03,0.06,2.0,Arsenal,True,West Ham,0.89
