name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
James Shea,Luton,Brighton,,False,0,0,0.0,0,0,0,0,0,,0,17537,0.0,0,0.0,0.0,0.0,0.0,Luton,False,Chelsea,,-0.85
James Shea,Luton,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,16793,0.0,0,0.0,0.0,0.0,0.0,Luton,True,West Ham,,0.49
James Shea,Luton,West Ham,,True,0,0,0.0,0,0,0,0,0,,0,16210,0.0,0,0.0,0.0,0.0,0.0,Luton,False,Fulham,,0.86
James Shea,Luton,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,15806,0.0,0,0.0,0.0,0.0,0.0,Luton,True,Wolverhampton,,0.05
James Shea,Luton,Wolverhampton,,True,0,0,0.0,0,0,0,0,0,,0,15265,0.0,0,0.0,0.0,0.0,0.0,Luton,False,Everton,,-0.24
James Shea,Luton,Everton,,False,0,0,0.0,0,0,0,0,0,,0,14696,0.0,0,0.0,0.0,0.0,0.0,Luton,True,Burnley,,0.39
James Shea,Luton,Burnley,,True,0,0,0.0,0,0,0,0,0,,0,14696,0.0,0,0.0,0.0,0.0,0.0,Luton,True,Tottenham,,0.69
James Shea,Luton,Tottenham,,True,0,0,0.0,0,0,0,0,0,,0,14265,0.0,0,0.0,0.0,0.0,0.0,Luton,False,Nottingham Forest,,-0.55
James Shea,Luton,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,13842,0.0,0,0.0,0.0,0.0,0.0,Luton,False,Aston Villa,,0.29
James Shea,Luton,Aston Villa,,False,0,0,0.0,0,0,0,0,0,,0,13474,0.0,0,0.0,0.0,0.0,0.0,Luton,True,Liverpool,,0.18
James Shea,Luton,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,13226,0.0,0,0.0,0.0,0.0,0.0,Luton,False,Manchester United,,-0.63
James Shea,Luton,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,13176,0.0,0,0.0,0.0,0.0,0.0,Luton,True,Crystal Palace,,0.88
James Shea,Luton,Crystal Palace,,True,0,0,0.0,0,0,0,0,0,,0,13148,0.0,0,0.0,0.0,0.0,0.0,Luton,False,Brentford,,-0.53
James Shea,Luton,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,12957,0.0,0,0.0,0.0,0.0,0.0,Luton,True,Arsenal,,-0.11
James Shea,Luton,Arsenal,,True,0,0,0.0,0,0,0,0,0,,0,12809,0.0,0,0.0,0.0,0.0,0.0,Luton,True,Manchester City,,-0.96
James Shea,Luton,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,12541,0.0,0,0.0,0.0,0.0,0.0,Luton,True,Newcastle United,,0.55
James Shea,Luton,Newcastle United,,True,0,0,0.0,0,0,0,0,0,,0,12395,0.0,0,0.0,0.0,0.0,0.0,Luton,False,Sheffield,,-0.61
James Shea,Luton,Sheffield,,False,0,0,0.0,0,0,0,0,0,,0,12461,0.0,0,0.0,0.0,0.0,0.0,Luton,True,Chelsea,,-0.25
James Shea,Luton,Chelsea,,True,0,0,0.0,0,0,0,0,0,,0,12379,0.0,0,0.0,0.0,0.0,0.0,Luton,False,Burnley,,0.0
James Shea,Luton,Burnley,,False,0,0,0.0,0,0,0,0,0,,0,12285,0.0,0,0.0,0.0,0.0,0.0,Luton,True,Brighton,,-0.66
James Shea,Luton,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,12245,0.0,0,0.0,0.0,0.0,0.0,Luton,False,Newcastle United,,-0.41
James Shea,Luton,Newcastle United,,False,0,0,0.0,0,0,0,0,0,,0,12243,0.0,0,0.0,0.0,0.0,0.0,Luton,True,Sheffield,,0.68
James Shea,Luton,Sheffield,,True,0,0,0.0,0,0,0,0,0,,0,12190,0.0,0,0.0,0.0,0.0,0.0,Luton,True,Manchester United,,0.38
James Shea,Luton,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,12188,0.0,0,0.0,0.0,0.0,0.0,Luton,False,Liverpool,,-1.01
James Shea,Luton,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,12188,0.0,0,0.0,0.0,0.0,0.0,Luton,True,Aston Villa,,0.64
James Shea,Luton,Aston Villa,,True,0,0,0.0,0,0,0,0,0,,0,12069,0.0,0,0.0,0.0,0.0,0.0,Luton,False,Crystal Palace,,0.38
James Shea,Luton,Crystal Palace,,False,0,0,0.0,0,0,0,0,0,,0,12020,0.0,0,0.0,0.0,0.0,0.0,Luton,False,Bournemouth,,0.19
James Shea,Luton,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,12020,0.0,0,0.0,0.0,0.0,0.0,Luton,True,Nottingham Forest,,1.55
James Shea,Luton,Nottingham Forest,,True,0,0,0.0,0,0,0,0,0,,0,12681,0.0,0,0.0,0.0,0.0,0.0,Luton,False,Tottenham,,-0.36
James Shea,Luton,Tottenham,,False,0,0,0.0,0,0,0,0,0,,0,12052,0.0,0,0.0,0.0,0.0,0.0,Luton,False,Arsenal,,-0.48
James Shea,Luton,Arsenal,,False,0,0,0.0,0,0,0,0,0,,0,12042,0.0,0,0.0,0.0,0.0,0.0,Luton,True,Bournemouth,,1.22
James Shea,Luton,Bournemouth,,True,0,0,0.0,0,0,0,0,0,,0,12061,0.0,0,0.0,0.0,0.0,0.0,Luton,False,Manchester City,,-1.32
James Shea,Luton,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,12211,0.0,0,0.0,0.0,0.0,0.0,Luton,True,Brentford,,0.79
James Shea,Luton,Brentford,,True,0,0,0.0,0,0,0,0,0,,0,12200,0.0,0,0.0,0.0,0.0,0.0,Luton,False,Wolverhampton,,-0.52
James Shea,Luton,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,12103,0.0,0,0.0,0.0,0.0,0.0,Luton,True,Everton,,0.53
James Shea,Luton,Everton,,True,0,0,0.0,0,0,0,0,0,,0,12077,0.0,0,0.0,0.0,0.0,0.0,Luton,False,West Ham,,-0.22
James Shea,Luton,West Ham,,False,0,0,0.0,0,0,0,0,0,,0,12052,0.0,0,0.0,0.0,0.0,1.0,Luton,True,Fulham,,-0.13
James Shea,Luton,Fulham,2024-05-19,True,14,0,0.43,2,0,1,0,0,0.0,0,12106,0.2,0,0.37,0.0,2.0,,Liverpool,False,Ipswich Town,,
