name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Wayne Hennessey,Nott'm Forest,Arsenal,,False,0,0,0.0,0,0,0,0,0,,0,29193,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,True,Sheffield,,0.68
Wayne Hennessey,Nott'm Forest,Sheffield,,True,0,0,0.0,0,0,0,0,0,,0,26442,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,False,Manchester United,,-0.63
Wayne Hennessey,Nott'm Forest,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,24639,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,False,Chelsea,,-0.85
Wayne Hennessey,Nott'm Forest,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,23059,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,True,Burnley,,0.39
Wayne Hennessey,Nott'm Forest,Burnley,,True,0,0,0.0,0,0,0,0,0,,0,22350,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,False,Manchester City,,-1.32
Wayne Hennessey,Nott'm Forest,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,22133,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,True,Brentford,,0.79
Wayne Hennessey,Nott'm Forest,Brentford,,True,0,0,0.0,0,0,0,0,0,,0,21919,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,False,Crystal Palace,,0.38
Wayne Hennessey,Nott'm Forest,Crystal Palace,,False,0,0,0.0,0,0,0,0,0,,0,21639,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,True,Luton,,
Wayne Hennessey,Nott'm Forest,Luton,,True,0,0,0.0,0,0,0,0,0,,0,21602,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,False,Liverpool,,-1.01
Wayne Hennessey,Nott'm Forest,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,21371,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,True,Aston Villa,,0.64
Wayne Hennessey,Nott'm Forest,Aston Villa,,True,0,0,0.0,0,0,0,0,0,,0,21446,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,False,West Ham,,-0.22
Wayne Hennessey,Nott'm Forest,West Ham,,False,0,0,0.0,0,0,0,0,0,,0,21357,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,True,Brighton,,-0.66
Wayne Hennessey,Nott'm Forest,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,21252,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,True,Everton,,0.53
Wayne Hennessey,Nott'm Forest,Everton,,True,0,0,0.0,0,0,0,0,0,,0,21129,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,False,Fulham,,0.86
Wayne Hennessey,Nott'm Forest,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,20815,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,False,Wolverhampton,,-0.52
Wayne Hennessey,Nott'm Forest,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,20576,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,True,Tottenham,,0.69
Wayne Hennessey,Nott'm Forest,Tottenham,,True,0,0,0.0,0,0,0,0,0,,0,20413,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,True,Bournemouth,,1.22
Wayne Hennessey,Nott'm Forest,Bournemouth,,True,0,0,0.0,0,0,0,0,0,,0,20208,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,False,Newcastle United,,-0.41
Wayne Hennessey,Nott'm Forest,Newcastle United,,False,0,0,0.0,0,0,0,0,0,,0,20192,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,True,Manchester United,,0.38
Wayne Hennessey,Nott'm Forest,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,19978,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,False,Brentford,,-0.53
Wayne Hennessey,Nott'm Forest,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,19667,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,True,Arsenal,,-0.11
Wayne Hennessey,Nott'm Forest,Arsenal,,True,0,0,0.0,0,0,0,0,0,,0,19652,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,False,Bournemouth,,0.19
Wayne Hennessey,Nott'm Forest,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,19646,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,True,Newcastle United,,0.55
Wayne Hennessey,Nott'm Forest,Newcastle United,,True,0,0,0.0,0,0,0,0,0,,0,19651,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,True,West Ham,,0.49
Wayne Hennessey,Nott'm Forest,West Ham,,True,0,0,0.0,0,0,0,0,0,,0,19813,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,False,Aston Villa,,0.29
Wayne Hennessey,Nott'm Forest,Aston Villa,,False,0,0,0.0,0,0,0,0,0,,0,19762,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,True,Liverpool,,0.18
Wayne Hennessey,Nott'm Forest,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,19612,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,False,Brighton,,-0.6
Wayne Hennessey,Nott'm Forest,Brighton,,False,0,0,0.0,0,0,0,0,0,,0,19445,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,False,Luton,,
Wayne Hennessey,Nott'm Forest,Luton,,False,0,0,0.0,0,0,0,0,0,,0,20094,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,True,Crystal Palace,,0.88
Wayne Hennessey,Nott'm Forest,Crystal Palace,,True,0,0,0.0,0,0,0,0,0,,0,19541,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,True,Fulham,,-0.13
Wayne Hennessey,Nott'm Forest,Fulham,,True,0,0,0.0,0,0,0,0,0,,0,19500,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,False,Tottenham,,-0.36
Wayne Hennessey,Nott'm Forest,Tottenham,,False,0,0,0.0,0,0,0,0,0,,0,19392,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,True,Wolverhampton,,0.05
Wayne Hennessey,Nott'm Forest,Wolverhampton,,True,0,0,0.0,0,0,0,0,0,,0,19392,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,False,Everton,,-0.24
Wayne Hennessey,Nott'm Forest,Everton,,False,0,0,0.0,0,0,0,0,0,,0,19472,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,True,Manchester City,,-0.96
Wayne Hennessey,Nott'm Forest,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,19326,0.0,0,0.0,0,0,0.0,10,5.43,0.0,Nott'm Forest,False,Sheffield,,-0.61
