name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Diogo Teixeira da Silva,Liverpool,Chelsea,2023-08-13,False,65,0.0,0.09,0.0,0.02,1,2.0,1.0,2.6,0,1,1.0,0.09,65.0,12.0,Liverpool,True,Bournemouth,-5.88,1.22
Diogo Teixeira da Silva,Liverpool,Bournemouth,2023-08-19,True,75,1.0,1.09,0.0,0.11,12,5.0,2.0,16.1,2,1,6.5,0.59,70.0,4.0,Liverpool,False,Newcastle United,-0.28,-0.41
Diogo Teixeira da Silva,Liverpool,Newcastle United,2023-08-27,False,32,0.0,0.0,0.0,0.11,4,0.0,1.0,2.4,0,0,5.67,0.39,57.33,1.0,Liverpool,True,Aston Villa,0.6,0.64
Diogo Teixeira da Silva,Liverpool,Aston Villa,2023-09-03,True,25,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,4.5,0.3,49.25,1.0,Liverpool,False,Wolverhampton,3.36,-0.52
Diogo Teixeira da Silva,Liverpool,Wolverhampton,2023-09-16,False,55,0.0,0.07,0.0,0.0,1,1.0,0.0,1.7,0,1,3.8,0.25,50.4,6.0,Liverpool,True,West Ham,0.54,0.49
Diogo Teixeira da Silva,Liverpool,West Ham,2023-09-24,True,9,1.0,0.81,0.0,0.0,6,2.0,0.0,7.1,0,0,4.8,0.39,43.5,-2.0,Liverpool,False,Tottenham,1.74,-0.36
Diogo Teixeira da Silva,Liverpool,Tottenham,2023-09-30,False,23,0.0,0.0,0.0,0.0,-2,0.0,0.0,0.0,0,0,2.0,0.18,40.57,0.0,Liverpool,False,Brighton,0.48,-0.6
Diogo Teixeira da Silva,Liverpool,Brighton,,False,0,,,,,0,,,0.0,0,0,1.2,0.18,35.5,3.0,Liverpool,True,Everton,-1.32,0.53
Diogo Teixeira da Silva,Liverpool,Everton,2023-10-21,True,90,0.0,0.23,0.0,0.11,3,4.0,3.0,9.6,0,1,1.6,0.22,41.56,6.0,Liverpool,True,Nottingham Forest,0.91,1.55
Diogo Teixeira da Silva,Liverpool,Nottingham Forest,2023-10-29,True,57,1.0,0.74,0.0,0.1,6,3.0,1.0,10.8,0,1,2.6,0.36,43.1,3.0,Liverpool,False,Luton,,
Diogo Teixeira da Silva,Liverpool,Luton,2023-11-05,False,65,0.0,0.36,0.0,0.02,3,2.0,1.0,4.4,0,1,2.0,0.27,45.09,8.0,Liverpool,True,Brentford,-2.91,0.79
Diogo Teixeira da Silva,Liverpool,Brentford,2023-11-12,True,83,1.0,0.17,0.0,0.06,8,3.0,2.0,8.6,0,1,4.0,0.3,48.25,1.0,Liverpool,False,Manchester City,1.92,-1.32
Diogo Teixeira da Silva,Liverpool,Manchester City,2023-11-25,False,53,0.0,0.0,0.0,0.06,1,0.0,1.0,1.7,0,1,4.2,0.3,48.62,0.0,Liverpool,True,Fulham,0.11,-0.13
Diogo Teixeira da Silva,Liverpool,Fulham,,True,0,,,,,0,,,0.0,0,0,3.6,0.25,45.14,0.0,Liverpool,False,Sheffield,,-0.61
Diogo Teixeira da Silva,Liverpool,Sheffield,,False,0,,,,,0,,,0.0,0,0,2.4,0.11,42.13,0.0,Liverpool,False,Crystal Palace,-0.31,0.38
Diogo Teixeira da Silva,Liverpool,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,1.8,0.03,39.5,0.0,Liverpool,True,Manchester United,-4.17,0.38
Diogo Teixeira da Silva,Liverpool,Manchester United,,True,0,,,,,0,,,0.0,0,0,0.2,0.0,37.18,0.0,Liverpool,True,Arsenal,-1.17,-0.11
Diogo Teixeira da Silva,Liverpool,Arsenal,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,35.11,6.0,Liverpool,False,Burnley,-0.79,0.0
Diogo Teixeira da Silva,Liverpool,Burnley,2023-12-26,False,6,1.0,0.22,0.0,0.0,6,1.0,0.0,7.1,0,0,1.2,0.04,33.58,7.0,Liverpool,True,Newcastle United,0.08,0.55
Diogo Teixeira da Silva,Liverpool,Newcastle United,2024-01-01,True,26,0.0,0.13,1.0,0.98,7,1.0,2.0,5.4,0,0,2.6,0.27,33.2,19.0,Liverpool,False,Bournemouth,2.9,0.19
Diogo Teixeira da Silva,Liverpool,Bournemouth,2024-01-21,False,90,2.0,0.24,1.0,0.37,19,2.0,2.0,15.3,3,1,6.4,0.52,35.9,8.0,Liverpool,True,Chelsea,0.25,-0.25
Diogo Teixeira da Silva,Liverpool,Chelsea,2024-01-31,True,67,1.0,0.74,0.0,0.09,8,2.0,1.0,8.7,0,1,8.0,0.67,37.32,2.0,Liverpool,False,Arsenal,3.5,-0.48
Diogo Teixeira da Silva,Liverpool,Arsenal,2024-02-04,False,90,0.0,0.0,0.0,0.07,2,0.0,2.0,4.1,0,1,8.4,0.67,39.61,7.0,Liverpool,True,Burnley,-2.64,0.39
Diogo Teixeira da Silva,Liverpool,Burnley,2024-02-10,True,90,1.0,0.69,0.0,0.02,7,6.0,1.0,13.4,0,1,8.6,0.76,41.71,4.0,Liverpool,False,Brentford,5.51,-0.53
Diogo Teixeira da Silva,Liverpool,Brentford,2024-02-17,False,43,0.0,0.33,1.0,0.48,4,2.0,1.0,8.6,0,1,8.0,0.8,41.76,0.0,Liverpool,True,Luton,,
Diogo Teixeira da Silva,Liverpool,Luton,,True,0,,,,,0,,,0.0,0,0,4.2,0.55,40.15,0.0,Liverpool,False,Nottingham Forest,3.7,-0.55
Diogo Teixeira da Silva,Liverpool,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,2.6,0.4,38.67,0.0,Liverpool,True,Manchester City,-1.69,-0.96
Diogo Teixeira da Silva,Liverpool,Manchester City,,True,0,,,,,0,,,0.0,0,0,2.2,0.4,37.29,0.0,Liverpool,True,Brighton,2.85,-0.66
Diogo Teixeira da Silva,Liverpool,Brighton,,True,0,,,,,0,,,0.0,0,0,0.8,0.27,36.0,0.0,Liverpool,True,Sheffield,,0.68
Diogo Teixeira da Silva,Liverpool,Sheffield,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,34.8,0.0,Liverpool,False,Manchester United,-0.0,-0.63
Diogo Teixeira da Silva,Liverpool,Manchester United,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,33.68,1.0,Liverpool,True,Crystal Palace,0.33,0.88
Diogo Teixeira da Silva,Liverpool,Crystal Palace,2024-04-14,True,24,0.0,0.49,0.0,0.53,1,2.0,1.0,2.8,0,0,0.2,0.1,33.38,12.0,Liverpool,False,Fulham,1.98,0.86
Diogo Teixeira da Silva,Liverpool,Fulham,2024-04-21,False,73,1.0,0.3,0.0,0.06,12,3.0,1.0,10.5,2,1,2.6,0.16,34.58,0.0,Liverpool,False,Everton,-0.44,-0.24
Diogo Teixeira da Silva,Liverpool,Everton,,False,0,,,,,0,,,0.0,0,0,2.6,0.16,33.56,0.0,Liverpool,False,West Ham,4.92,-0.22
Diogo Teixeira da Silva,Liverpool,West Ham,,False,0,,,,,0,,,0.0,0,0,2.6,0.16,32.6,0.0,Liverpool,True,Tottenham,,0.69
Diogo Teixeira da Silva,Liverpool,Tottenham,,True,0,,,,,0,,,0.0,0,0,2.6,0.16,31.69,0.0,Liverpool,False,Aston Villa,-0.35,0.29
Diogo Teixeira da Silva,Liverpool,Aston Villa,,False,0,,,,,0,,,0.0,0,0,2.4,0.06,30.84,0.0,Liverpool,True,Wolverhampton,,0.05
Diogo Teixeira da Silva,Liverpool,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,30.03,,Liverpool,False,Ipswich Town,,
