name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Adrián San Miguel del Castillo,Liverpool,Norwich,,False,0,0,0,0,0,0,0,,17548,0.0,0,0.0,0,0,0.0,Liverpool,True,Burnley,,
Adrián San Miguel del Castillo,Liverpool,Burnley,,True,0,0,0,0,0,0,0,,19533,0.0,0,0.0,0,0,0.0,Liverpool,True,Chelsea,,
Adrián San Miguel del Castillo,Liverpool,Chelsea,,True,0,0,0,0,0,0,0,,19233,0.0,0,0.0,0,0,0.0,Liverpool,False,Leicester City,,
Adrián San Miguel del Castillo,Liverpool,Leicester City,,False,0,0,0,0,0,0,0,,20367,0.0,0,0.0,0,0,0.0,Liverpool,True,Crystal Palace,,
Adrián San Miguel del Castillo,Liverpool,Crystal Palace,,True,0,0,0,0,0,0,0,,19948,0.0,0,0.0,0,0,0.0,Liverpool,False,Brentford,,
Adrián San Miguel del Castillo,Liverpool,Brentford,,False,0,0,0,0,0,0,0,,19351,0.0,0,0.0,0,0,0.0,Liverpool,True,Manchester City,,
Adrián San Miguel del Castillo,Liverpool,Manchester City,,True,0,0,0,0,0,0,0,,19059,0.0,0,0.0,0,0,0.0,Liverpool,False,Watford,,
Adrián San Miguel del Castillo,Liverpool,Watford,,False,0,0,0,0,0,0,0,,20782,0.0,0,0.0,0,0,0.0,Liverpool,False,Manchester United,,
Adrián San Miguel del Castillo,Liverpool,Manchester United,,False,0,0,0,0,0,0,0,,19256,0.0,0,0.0,0,0,0.0,Liverpool,True,Brighton,,
Adrián San Miguel del Castillo,Liverpool,Brighton,,True,0,0,0,0,0,0,0,,18659,0.0,0,0.0,0,0,0.0,Liverpool,False,West Ham,,
Adrián San Miguel del Castillo,Liverpool,West Ham,,False,0,0,0,0,0,0,0,,18468,0.0,0,0.0,0,0,0.0,Liverpool,True,Arsenal,,
Adrián San Miguel del Castillo,Liverpool,Arsenal,,True,0,0,0,0,0,0,0,,18279,0.0,0,0.0,0,0,0.0,Liverpool,True,Southampton,,
Adrián San Miguel del Castillo,Liverpool,Southampton,,True,0,0,0,0,0,0,0,,18068,0.0,0,0.0,0,0,0.0,Liverpool,False,Everton,,
Adrián San Miguel del Castillo,Liverpool,Everton,,False,0,0,0,0,0,0,0,,17874,0.0,0,0.0,0,0,0.0,Liverpool,False,Wolverhampton,,
Adrián San Miguel del Castillo,Liverpool,Wolverhampton,,False,0,0,0,0,0,0,0,,17718,0.0,0,0.0,0,0,0.0,Liverpool,True,Aston Villa,,
Adrián San Miguel del Castillo,Liverpool,Aston Villa,,True,0,0,0,0,0,0,0,,17620,0.0,0,0.0,0,0,0.0,Liverpool,True,Newcastle United,,
Adrián San Miguel del Castillo,Liverpool,Newcastle United,,True,0,0,0,0,0,0,0,,17501,0.0,0,0.0,0,0,0.0,Liverpool,False,Tottenham,,
Adrián San Miguel del Castillo,Liverpool,Tottenham,,False,0,0,0,0,0,0,0,,17159,0.0,0,0.0,0,0,0.0,Liverpool,False,Leeds United,,
Adrián San Miguel del Castillo,Liverpool,Leeds United,,False,0,0,0,0,0,0,0,,16531,0.0,0,0.0,0,0,0.0,Liverpool,False,Chelsea,,
Adrián San Miguel del Castillo,Liverpool,Chelsea,,False,0,0,0,0,0,0,0,,16344,0.0,0,0.0,0,0,0.0,Liverpool,True,Brentford,,
Adrián San Miguel del Castillo,Liverpool,Brentford,,True,0,0,0,0,0,0,0,,16347,0.0,0,0.0,0,0,0.0,Liverpool,False,Crystal Palace,,
Adrián San Miguel del Castillo,Liverpool,Crystal Palace,,False,0,0,0,0,0,0,0,,16272,0.0,0,0.0,0,0,0.0,Liverpool,True,Leeds United,,
Adrián San Miguel del Castillo,Liverpool,Leeds United,,True,0,0,0,0,0,0,0,,16321,0.0,0,0.0,0,0,0.0,Liverpool,False,Burnley,,
Adrián San Miguel del Castillo,Liverpool,Burnley,,False,0,0,0,0,0,0,0,,16276,0.0,0,0.0,0,0,0.0,Liverpool,True,Norwich,,
Adrián San Miguel del Castillo,Liverpool,Norwich,,True,0,0,0,0,0,0,0,,16149,0.0,0,0.0,0,0,0.0,Liverpool,True,Leicester City,,
Adrián San Miguel del Castillo,Liverpool,Leicester City,,True,0,0,0,0,0,0,0,,16149,0.0,0,0.0,0,0,0.0,Liverpool,True,West Ham,,
Adrián San Miguel del Castillo,Liverpool,West Ham,,True,0,0,0,0,0,0,0,,16156,0.0,0,0.0,0,0,0.0,Liverpool,False,Brighton,,
Adrián San Miguel del Castillo,Liverpool,Brighton,,False,0,0,0,0,0,0,0,,16133,0.0,0,0.0,0,0,0.0,Liverpool,False,Arsenal,,
Adrián San Miguel del Castillo,Liverpool,Arsenal,,False,0,0,0,0,0,0,0,,16133,0.0,0,0.0,0,0,0.0,Liverpool,True,Watford,,
Adrián San Miguel del Castillo,Liverpool,Watford,,True,0,0,0,0,0,0,0,,16191,0.0,0,0.0,0,0,0.0,Liverpool,False,Manchester City,,
Adrián San Miguel del Castillo,Liverpool,Manchester City,,False,0,0,0,0,0,0,0,,16208,0.0,0,0.0,0,0,0.0,Liverpool,True,Manchester United,,
Adrián San Miguel del Castillo,Liverpool,Manchester United,,True,0,0,0,0,0,0,0,,16207,0.0,0,0.0,0,0,0.0,Liverpool,True,Everton,,
Adrián San Miguel del Castillo,Liverpool,Everton,,True,0,0,0,0,0,0,0,,16185,0.0,0,0.0,0,0,0.0,Liverpool,False,Newcastle United,,
