name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Andrew Robertson,Liverpool,Ipswich Town,2024-08-17,False,78.0,0.0,0.0,0.0,0.05,6.0,0.0,1.0,3.3,0.0,1.0,0.0,0.41,1.0,6.0,0.0,78.0,1.0,2.44,6.67,0.18,22.83,6.0,Liverpool,True,Brentford,-2.96,0.54
Andrew Robertson,Liverpool,Brentford,2024-08-25,True,90.0,0.0,0.5,0.0,0.16,6.0,2.0,3.0,12.1,0.0,1.0,0.0,0.36,1.0,6.0,0.25,84.0,1.0,2.44,6.67,0.18,22.83,6.0,Liverpool,False,Manchester United,0.18,-0.41
Andrew Robertson,Liverpool,Manchester United,2024-09-01,False,82.0,0.0,0.0,0.0,0.04,6.0,0.0,1.0,3.2,0.0,1.0,0.0,1.34,1.0,6.0,0.17,83.33,1.0,2.44,6.67,0.18,22.83,1.0,Liverpool,True,Nottingham Forest,-1.23,1.2
Andrew Robertson,Liverpool,Nottingham Forest,2024-09-14,True,74.0,0.0,0.0,0.0,0.05,1.0,0.0,1.0,2.4,0.0,0.0,1.0,0.25,1.0,4.75,0.12,81.0,0.75,2.44,6.67,0.18,22.83,6.0,Liverpool,True,Bournemouth,-4.12,0.84
Andrew Robertson,Liverpool,Bournemouth,2024-09-21,True,90.0,0.0,0.04,0.0,0.34,6.0,1.0,2.0,4.0,0.0,1.0,0.0,1.08,1.0,5.0,0.11,82.8,0.8,2.44,6.67,0.18,22.83,2.0,Liverpool,False,Wolverhampton,1.32,-0.53
Andrew Robertson,Liverpool,Wolverhampton,2024-09-28,False,88.0,0.0,0.0,0.0,0.63,2.0,0.0,1.0,4.5,0.0,0.0,1.0,0.63,1.0,4.2,0.11,83.67,0.67,2.44,6.67,0.18,22.83,1.0,Liverpool,False,Crystal Palace,0.35,0.2
Andrew Robertson,Liverpool,Crystal Palace,2024-10-05,False,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.14,0.0,3.2,0.01,73.29,0.57,2.44,6.67,0.18,22.83,2.0,Liverpool,True,Chelsea,-1.38,0.0
Andrew Robertson,Liverpool,Chelsea,2024-10-20,True,90.0,0.0,0.0,0.0,0.08,2.0,0.0,1.0,3.1,0.0,0.0,1.0,0.99,1.0,2.4,0.01,75.38,0.5,2.44,6.67,0.18,22.83,1.0,Liverpool,False,Arsenal,2.26,-0.56
Andrew Robertson,Liverpool,Arsenal,2024-10-27,False,62.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,2.0,0.8,1.0,2.4,0.01,73.89,0.44,2.44,6.67,0.18,22.83,,Liverpool,True,Brighton,1.7,-0.42
,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,Liverpool,True,Aston Villa,-0.35,0.66
,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,Liverpool,False,Southampton,2.18,-0.31
